KEY,ENGLISH,NOTES,GERMAN,FRENCH,ITALIAN,SPANISH,PORTUGUESE,PORTUGUESE BR,POLISH,RUSSIAN,TURKISH,DANISH,DUTCH,SWEDISH,NORWEGIAN,HUNGARIAN,FINNISH,JAPANESE,SIMPLIFIED CHINESE,KOREAN
COOKING.SOUP.DESCRIPTION,{{materialDescription}} soup,,Suppe aus {{materialDescription}},Soupe: {{materialDescription}},Zuppa ({{materialDescription}}),Sopa de {{materialDescription}},Sopa de {{materialDescription}},sopa de {{materialDescription}},,{{materialDescription}} Суп,{{materialDescription}} çorbası,{{materialDescription}} suppe,,{{MaterialDescription}} soppa,,,,{{materialDescription}}のスープ,{{materialDescription}}汤食,
COOKING.TRIPLE_INGREDIENT.DESCRIPTION,"{{materialOne}}, {{materialTwo}} and {{materialThree}}",,"{{materialOne}}, {{materialTwo}} und {{materialThree}}",,"{{materialOne}}, {{materialTwo}} e {{materialThree}}","{{materialOne}}, {{materialTwo}} y {{materialThree}}",,,,"{{materialOne}}, {{materialTwo}} и {{materialThree}}",,"{{materialOne}}, {{materialTwo}} og {{materialThree}}",,,,,,{{materialOne}}、 {{materialTwo}}と {{materialThree}},{{materialOne}}，{{materialTwo}}和{{materialThree}},

CRAFTING_TYPE.BAKING,Baking,,Backen,,Cottura al forno,Horneando,,,,Выпечка,Yemek Yapma,Bagning,,,,,,粉からパンを焼く,烘焙,
CRAFTING_TYPE.BLACKSMITHING,Blacksmithing,,Schmieden,,Fabbro,Forjando,,,,Кузнечное дело,Demirci,Smedning,,,,,,金属製品を製造する,锻造,
CRAFTING_TYPE.BONE_CRAFTING,Bone crafting,,Knochenbearbeitung,,,,,,,,,Knoglebearbejdning,,,,,,,骨头制作,
CRAFTING_TYPE.CARPENTRY,Carpentry,,Schreinern,,Carpenteria,Fabricando,,,,Плотницкое дело,Marangoz,Snedkeri,,,,,,木製品を製造する,木工,
CRAFTING_TYPE.CARVING_VERB,Carving,,Schnitzen,,,,,,,,,Udskærer,,,,,,,雕刻,
CRAFTING_TYPE.COKE_OVEN_BAKING,Coke baking,,Verkoken,,Cottura del carbone bituminoso,Destilando coque,,,,Коксирование каменного угля,Fırıncılık,Koksbagning,,,,,,石炭をコークスにする,炼焦,
CRAFTING_TYPE.FERMENTING,Fermenting,,Gären,,Fermentazione,Fermentando,,,,Фермерство,Fermantasyon,Gæring,,,,,,ビールを発酵させる,发酵,
CRAFTING_TYPE.FINE_DETAIL_CRAFTING,Fine detailing,,Detaillierung,,,,,,,,,Findetaljering,,,,,,,打磨细节,
CRAFTING_TYPE.FLETCHING,Fletching,,Befiedern,,Fabbricazione di archi,Emplumando,,,,Оперение стрел,,Pilefletning,,,,,,弓矢を製造する,制箭,
CRAFTING_TYPE.LEATHERWORKING,Leatherworking,,Lederarbeiten,,,,,,,,,Læderbearbejning,,,,,,,制革,
CRAFTING_TYPE.MALTING,Malting,,Mälzen,,Maltatura,Malteando,,,,Соложение,Çimlendirme,Maltning,,,,,,モルツを加工する,制作麦芽,
CRAFTING_TYPE.MALT_MASHING,Malt mashing,,Maischen,,Ammassamento del malto,Cociendo malta,,,,Замешивание солода,Mayşeleme,Maltmæskning,,,,,,モルツを糖化する,糖化,
CRAFTING_TYPE.MILLING,Milling,,Mahlen,,Macinazione,Moliendo,,,,Измельчение,Frzeleme,Maler,,,,,,粉を挽く,磨粉,
CRAFTING_TYPE.MINTING,Minting,,Prägung,,,,,,,,,Udmøntning,,,,,,,铸造,
CRAFTING_TYPE.ORE_CRUSHING,Ore crushing,,Erzzerkleinerung,,Frantumazione dei minerali,Machacando mineral,,,,Дробление руды,Cevher Parçalama,Malmknusning,,,,,,鉱石を砕く,碎石,
CRAFTING_TYPE.SMELTING,Smelting,,Schmelzen,,Fusione,Fundiendo,,,,Плавление металлов,Döküm,Smeltning,,,,,,金属を製錬する,熔炼,
CRAFTING_TYPE.STONEMASONRY,Stonemasonry,,Steinmetzarbeiten,,Muratura,Esculpiendo,,,,Работа с камнем,Taş Ustası,Stenhugning,,,,,,石を加工する,石雕,
CRAFTING_TYPE.TANNING_HIDE,Hide tanning,,Gerben,,,,,,,,,Skindgarvning,,,,,,,鞣革,
CRAFTING_TYPE.WEAPONSMITHING,Weaponsmithing,,Waffenschmieden,,,,,,,,,Våbensmedning,,,,,,,武器锻造,
CRAFTING_TYPE.WEAVING,Weaving,,Weben,,Tessitura,Tejiendo,,,,Ткачество,,Vævning,,,,,,布製品を製造する,纺织,
CRAFTING_TYPE.WOODCUTTING,Woodcutting,,Holzhacken,,Taglio del legno,Talando,,,,Резьба по дереву,Doğramacı,Træhugning,,,,,,丸太を加工する,伐木,
CRAFTING_TYPE.WORT_BREWING,Brewing,,Brauen,,Preparazione del mosto,Elaborando,,,,Пивоварение,Mayalama,Brygning,,,,,,ビールを醸造する,酿制,

CREATURE.DAMAGE.DESCRIPTION_A,{{damageType}} {{bodyPart}},,{{damageType}} {{bodyPart}},,{{damageType}} {{bodyPart}},{{bodyPart}} {{damageType}},,,,,,{{damageType}} {{bodyPart}},,,,,,{{damageType}} {{bodyPart}},{{damageType}} {{bodyPart}},
CREATURE.DAMAGE.DESCRIPTION_B,{{damageType}} {{discriminator}} {{bodyPart}},,{{damageType}} {{discriminator}} {{bodyPart}},,{{damageType}} {{discriminator}} {{bodyPart}},{{bodyPart}} {{discriminator}} {{damageType}},,,,,,{damageType}} {{discriminator}} {{bodyPart}},,,,,,{{damageType}} {{discriminator}} {{bodyPart}},{{damageType}} {{discriminator}} {{bodyPart}},
CREATURE.DESCRIPTION,{{gender.adjective}} {{race.noun}},,{{gender.adjective}} {{race.noun}},,{{gender.adjective}} {{race.noun}},{{race.noun}} {{gender.adjective}},,,,,,{{gender.adjective}} {{race.noun}},,,,,,{{gender.adjective}} {{race.noun}},{{gender.adjective}} {{race.noun}},
CREATURE.STATUS.BLINDED,Blinded,,Geblendet,,Accecato,Cegado,,,,Ослепленный,,Blændet,,,,,,盲目になっている,失明,
CREATURE.STATUS.DEAD,Dead,,"Tot ",,Morto,Muerto,,,,Мертвый,,Død,,,,,,死んでいる,死亡,

CROP.AFFLICTED_BY_PESTS,Afflicted by pests,,Von Schädlingen befallen,Infesté de nuisibles,Infestato dai parassiti,Infestado por plaga,Atacado por pragas,Infestação de pragas,,Поражено вредителями,Böceklenmiş,Ramt af skadedyr,,Pådrabbad av skadedjur,,,,害虫が発生しています,虫害,
CROP.AFFLICTED_BY_PESTS.TOOLTIP,This crop has been afflicted by an excessive number of aphids and other insects which need to be removed by a {{PROFESSION.FARMER}} before it can flourish again. Not removing the pests in time could mean that this crop dies!,,"Diese Pflanze ist von einer hohen Anzahl an Blattläusen und anderen Insekten befallen, die von einem Bauern entfernt werden müssen bevor sie wieder gedeihen kann. Die Pflanze kann sterben wenn die Schädlinge nicht rechtzeitig entfernt werden!",Cette culture a été contaminée par un nombre excessif de pucerons et d'autres insectes qui doivent être enlevés par un {{PROFESSIONN.FARMER}} avant de pouvoir prospérer à nouveau. Ne pas enlever les nuisibles à temps pourrait signifier que cette récolte va mourir!,Questa coltura è stata afflitta da un numero eccessivo di afidi e altri insetti che devono essere rimossi da un {{PROFESSION.FARMER}} prima che possa prosperare nuovamente. Non rimuovere i parassiti in tempo potrebbe significare che questo raccolto muore!,¡Este cultivo ha sido afectado por un número excesivo de áfidos y otros insectos que necesitan ser eliminados por un {{PROFESSION.FARMER}} antes de que pueda florecer de nuevo. ¡No eliminar las plagas a tiempo podría implicar que esta cosecha muera!,Esta cultura foi aflita por um número excessivo de pulgões e outros insetos que precisam ser removidos por um {{PROFISSION.FARMER}} antes que possa florescer novamente. Não remover as pragas no tempo pode significar que esta colheita morre!,,,"Это растение пострадало от чрезмерного количества тлей и других насекомых, которых необходимо удалить {{PROFESSION.FARMER}}, прежде чем оно сможет снова расти. Несвоевременное удаление вредителей приведет к гибели урожая!",Bu bitki aşırı böceklenmiş veya zararlı otlarla sarılmış. Tekrar mahsül verebilmesi için önce {{PROFESSION.FARMER}} tarafından temizlenmesi gerekiyor. Dikkat! Hastallığın temizlenmemesi bitkinin ölmesi demek olabilir!,"Denne afgrød er ramt af en stor mængde bladlus og andre insekter, som skal fjernes af en {{PROFESSION.FARMER}} før den kan blomstre igen. Hvis ikke dette bliver gjort i tide, kan planten dø!",,Denna gröda har drabbats av ett alltför stort antal bladlöss och andra insekter som måste avlägsnas av en {{PROFER.FARMER}} innan den kan blomstra igen. Att inte ta bort skadedjur i tid kan innebära att denna gröda dör!,,,,この作物には害虫が発生しており、{{PROFESSION.FARMER}}によって駆除されなければやがて枯死する可能性があります。,该农作物的虫害情况非常严重，需要{{PROFESSION.FARMER}}为其除虫，否则将会影响生长。若不及时除害，农作物甚至可能会死亡！,
CROP.DESCRIPTION,{{materialType.noun}} plant,,{{materialType.noun}}pflanze,Plante:{{materialType.noun}},pianta {{materialType.noun}},{{materialType.noun}},Planta {{materialType.noun}},plantação de {{materialType.noun}},,Растение: {{materialType.noun}},{{materialType.noun}} bitkisi,{{materialType.noun}} plante,,{{MaterialType.noun}} växt,,,,{{materialType.noun}},{{materialType.noun}}植物,
CROP.HARVEST_PROGRESS,Progress towards harvest ({{progress}}%):,,Fortschritt bis zur Ernte ({{progress}}%):,,Progresso della raccolta: {{progress}}%,,,,,,,Fremskridt mod høst ({{progress}}%):,,,,,,,距收获的进度({{progress}}%):,
CROP.MOISTURE_STATE.DROUGHTED,This plant has no access to water for a long time and has stopped growing,,Diese Pflanze hatte lange keinen Zugang zu Wasser und hat aufgehört zu wachsen,,Questa pianta non ha avuto accesso all'acqua per molto tempo e ha smesso di crescere,Esta planta no ha tenido acceso a agua durante mucho tiempo y ha parado de crecer,,,,"Это растение долгое время не имеет доступа к воде и перестало расти. ",,"Denne plante har ikke haft adgang til vand i lang tid, og er derfor holdt op med at gro",,,,,,この植物は長い間水が与えられていないため、成長が止まっています,该植物由于长时间缺水，已经停止生长,
CROP.MOISTURE_STATE.NEEDS_WATERING,This plant has not been watered and is growing slowly,,Diese Pflanze wurde nicht bewässert und wächst langsam,,Questa pianta non è stata annaffiata e sta crescendo lentamente,Esta planta no ha sido regada y está creciendo lentamente,,,,"Это растение не поливали и оно медленно растет ",,"Denne plante er ikke blevet vandet, og gror derfor langsomt",,,,,,この植物は水が不足しており、成長が遅くなっています,该植物由于没有浇水而生长缓慢,
CROP.MOISTURE_STATE.NEEDS_WATERING.TOOLTIP,You can irrigate your crops with a channel containing water with 2 tiles.,,Du kannst deine Pflanzen mit einem Wasserkanal innerhalb 2 Kacheln bewässern.,,Puoi irrigare le tue colture con un canale contenente acqua con 2 piastrelle.,Puedes irrigar tus cosechas con un canal de riego a 2 casillas de distancia.,,,,"Вы можете поливать свои посевы с помощью канала, содержащего воду в 2 клетках.",,"Du kan vande dine afgrøder med en kanal indeholdende vand, der er 2 felter bred.",,,,,,水路を掘ることによって周囲2タイル分の土地を灌漑し、継続的に水を与え続けることができます。,你可以用水渠灌溉农作物,
CROP.MOISTURE_STATE.WATERED,This plant has been watered recently and is growing quickly,,Diese Pflanze wurde vor kurzem gegossen und wächst schnell,,Questa pianta è stata annaffiata di recente e sta crescendo rapidamente,Esta planta ha sido regada recientemente y está creciendo rápidamente,,,,"Это растение недавно поливали и оно быстро растет. ",,Denne plante er blevet vandet for nyligt og gror derfor hurtigt,,,,,,この植物には十分な水が与えられており、成長速度が高まっています,近期已浇灌该植物，长势迅猛,

DEATH_REASON.BURNING,Burning,,Verbrannt,,Bruciando,Abrasado,,,,Горящий,,Brændt ihjel,,,,,,熱傷,燃烧,
DEATH_REASON.CRITICAL_ORGAN_DAMAGE,Critical organ damage,,Kritischer Organschaden,,Danni critici agli organi,Fallo orgánico crítico,,,,"Критическое повреждение органа ",,Kritisk organskade,,,,,,内蔵損傷,严重器官损伤,
DEATH_REASON.CRUSHED_BY_FALLING_DEBRIS,Falling debris,,Fallende Trümmer,Débris tombant,Detriti che cadono,Desprendimiento de escombros,Detritos caindo,,,Падающие обломки,Heyelan,Faldene sten,,Fallande skräp,,,,落下物,崩塌,
DEATH_REASON.DEHYDRATION,Dehydration,,Verdurstet,Déshydratation,Disidratazione,Deshidratación,Desidratação,,,Обезвоживание,Sıvı Kaybı,Dehydrering,,Uttorkning,,,,脱水症状,脱水,
DEATH_REASON.EXHAUSTION,Exhaustion,,Erschöpfung,Épuisement,Stanchezza,Agotamiento,Exaustão,,,"Истощение ",Yorgunluk,Udmattelse,,Utmattning,,,,極度の疲労,力竭,
DEATH_REASON.EXTENSIVE_INJURIES,Extensive injuries,,Erhebliche Verletzungen,,,,,,,,,Omfattende skader,,,,,,,重伤,
DEATH_REASON.FOOD_POISONING,Food poisoning,,Lebensmittelvergiftung,Intoxication alimentaire,Intossicazione alimentare,Intoxicación alimentaria,Intoxicação alimentar,,,Пищевое отравление,Besin zehirlenmesi,Madforgiftning,,Matförgiftning,,,,食中毒,食物中毒,
DEATH_REASON.FROZEN,Exposure to freezing weather,,Frostwetter ausgesetzt,,Esposizione al gelo,Hipotermia,,,,Воздействие холода,,Udsættelse for frostvejr,,,,,,低体温症,受冻,
DEATH_REASON.GIVEN_UP_ON_LIFE,having given up on life,,Hat das Leben aufgegeben,,"avendo rinunciato alla vita													   ",,,,,"Отказавшись от жизни ",,at have opgivet livet,,,,,,生きることを諦めたこと,放弃生活,
DEATH_REASON.INTERNAL_BLEEDING,Internal bleeding,,Inneren Blutungen,,Emorragia interna,Hemorragia interna,,,,Внутреннее кровотечение,,Indre blødninger,,,,,,出血多量,内出血,
DEATH_REASON.KILLED_BY_ENTITY,wounds suffered in combat,,Verletzungen aus dem Kampf,,,,,,,,,sår tildelt i kamp,,,,,,,在战斗中受伤,
DEATH_REASON.MURDERED.UNKNOWN_KILLER,someone,,unbekannt,,,,,,,,,af en ukendt dræber,,,,,,,,
DEATH_REASON.STARVATION,Starvation,,Verhungert,Famine,La fame,Inanición,Inanição,,,Голод,Açlık,Sult,,Svält,,,,飢餓,饥饿,
DEATH_REASON.SUFFOCATION,Suffocation,,Erstickung,,,Asfixia,,,,"Удушье ",,Kvælning,,,,,,窒息,窒息,
DEATH_REASON.UNKNOWN,Mysterious circumstances,,Mysteriöse Umstände,Circonstances mystérieuses,Circostanze misteriose,Circunstancias misteriosas,Circunstâncias misteriosas,,,Таинственные обстоятельства,Gizemli koşullar,Mystiske omstændigheder,,Mystiska omständigheter,,,,不可思議な事態,神秘环境,

EARTH.DIRT,Dirt,,Erde,Terre,Terra,Tierra,Sujeira,,,Грязь,Toprak,Jord,,Smuts,,,,土,泥土,
EARTH.GRASS,Grass,,Gras,Herbe,Erba,Hierba,Erva,Relva,,Трава,Çimen,Græs,,Gräs,,,,草地,青草,

EFFECT.FIRE,Fire,,Feuer,,,,,,,,,Ild,,,,,,,,

ENTITY.DESTRUCTION_DESCRIPTION.BURNED,Destroyed by fire,,Zerstört durch Feuer,,Distrutto dal fuoco,Calcinado por el fuego,,,,Уничтожен огнем,,Ødelagt af ild,,,,,,火によって損壊,毁于一场大火,
ENTITY.DESTRUCTION_DESCRIPTION.COMBAT_DAMAGE,Destroyed during combat,,Zerstört im Kampf,,,,,,,,,Ødelagt under kamp,,,,,,,在战斗中被摧毁,
ENTITY.DESTRUCTION_DESCRIPTION.OXIDISED,Destroyed by prolonged exposure to rain,,Zerstört durch längere Einwirkung von Regen,,Distrutto dall'esposizione prolungata alla pioggia,Destruido por exposición prolongada a las lluvias,,,,"Разрушается при длительном пребывании под дождем ",,Ødelagt af regn over længere tid,,,,,,長期に渡って雨に晒されたことによる損壊,由于长期日晒雨淋损坏了,

FACTION.HOSTILE_INVASION,Hostile Invader,,Feindlicher Eindringling,,,,,,,,,Fjendtlig angriber,,,,,,,,
FACTION.MERCHANTS,Merchant,,Händler,,,,,,,,,Handelsmand,,,,,,,商人,
FACTION.MONSTERS,Monster,,Monster,,,,,,,,,Monster,,,,,,,怪物,
FACTION.SETTLEMENT,Settler,,Siedler,,,,,,,,,Bosætter,,,,,,,,
FACTION.SETTLEMENT.ANIMAL,Domesticated Animal,,Domestiziertes Tier,,,,,,,,,Tæmmet dyr,,,,,,,驯养动物,
FACTION.WILD_ANIMALS,Wild Animal,,Wildtier,,,,,,,,,Vildt dyr,,,,,,,野生动物,

FLOOR.CHANNEL.DESCRIPTION,Irrigation channel ({{state}}),,Bewässerungskanal ({{state}}),,Canale di irrigazione ({{state}}),Canal de riego,,,,"Оросительный канал ({{state}}) ",,Vandingskanal ({{state}}),,,,,,灌漑水路 ({{state}}),灌溉渠,
FLOOR.CHANNEL.DESCRIPTION.TOOLTIP,Irrigation channels provide access to water to crops within 2 tiles. Build a water pump and connect the channels to it using pipes.,,Bewässerungskanäle bieten den Pflanzen innerhalb von 2 Feldern Zugang zu Wasser. Baue eine Wasserpumpe und verbinde die Kanäle mit Rohren damit.,,I canali di irrigazione forniscono l'accesso all'acqua alle colture entro 2 caselle. Costruisci una pompa d'acqua e connetti i canali ad essa usando dei tubi.,Los canales de riego proporcionan acceso al agua a las cosechas a una distancia de hasta dos casillas. Construye una bomba de agua y conecta los canales de riego a la bomba usando tuberías.,,,,"Оросительные каналы обеспечивают доступ к воде сельскохозяйственных культур в пределах 2 клеток. Постройте водяной насос и подключите к нему каналы с помощью труб. ",,Vandingskanal giver adgang til vand for alle planter indenfor 2 felter. Byg en vandpumpe og forbind den til kanalerne med rør.,,,,,,灌漑水路は周囲2タイルの作物に水を供給することができます。汲み上げポンプを作り、パイプで水路と接続してください。,灌溉渠能为2格内的农作物提供水源。建造水泵，然后用管道连接灌溉渠。,
FLOOR.CHANNEL.STATE.EMPTY,Empty,,Leer,,Vuoto,Vacío,,,,Пустой,,Tom,,,,,,空,空,
FLOOR.CHANNEL.STATE.FULL,Full,,Voll,,Pieno,Lleno,,,,Полный,,Fuld,,,,,,満水,满,
FLOOR.CHANNEL.STATE.PARTIALLY_FILLED,Partially-filled,,Teilweise gefüllt,,Parzialmente riempito,Medio lleno,,,,"Частично заполнен ",,Delvist fyldt,,,,,,注水中,部分,
FLOOR.COBBLESTONE,Cobblestone,,Pflasterstein,Pavé,Ciottoli,Adoquines,Pedra,Calçamento,,Булыжник,Kaldırım Taşı,Brosten,,Kullersten,,,,石畳,鹅卵石,
FLOOR.DESCRIPTION,{{floorType.noun}},,{{floorType.noun}},{{floorType.noun}},{{floorType.noun}},{{floorType.noun}},{{floorType.noun}},{{floorType.noun}},,{{floorType.noun}},{{floorType.noun}},{{floorType.noun}},,{{Floortype.noun}},,,,{{floorType.noun}},{{floorType.noun}},
FLOOR.DIRT,Dirt,,Erde,Terre,Terra,Tierra,Terra,Solo,,Грязь,Toprak,Jord,,Smuts,,,,土,泥土,
FLOOR.GRASS,Grass,,Gras,Herbe,Erba,Hierba,Erva,Relva,,Трава,Çimen,Græs,,Gräs,,,,草地,青草,
FLOOR.GRAVEL,Gravel,,Kies,Gravier,Ghiaia,Grava,Gravilha,Cascalho,,Гравий,Çakıl,Grus,,Grus,,,,砂利,砂砾,
FLOOR.PIPE.DESCRIPTION,{{material}} pipe ({{state}}),,{{material}}rohr ({{state}}),,{{material}} tubo ({{state}}),Tubería de {{material}} ({{state}}),,,,"{{material}} труба ({{state}}) ",,{{material}} rør ({{state}}),,,,,,{{material}}配管({{state}}),{{material}} 管道 ({{state}}),
