KEY,NOTES,ENGLISH,SPANISH
FURNITURE.FISH_BARREL.TOOLTIP,,Neatly store away your caught fish for future cooking.,"Almacena aquí tu pesca, ordenadamente, hasta su cocinado."
FURNITURE.FLETCHERS_WORKBENCH,,Fletcher's workbench,Mesa de emplumado de flechas
FURNITURE.FLETCHERS_WORKBENCH.TOOLTIP,,This is a crafting station for ranged weapons and ammunition.,Es una estación para la fabricación de armas y munición para el combate a distancia.
FURNITURE.FLOUR_MILL,This is a table with a hand-operated flour mill stone on top,Gristmill,Molino de grano
FURNITURE.FLOUR_MILL.TOOLTIP,,The gristmill grinds {{VEGETABLE.WHEAT}} into {{RESOURCE.FLOUR.SACK.NOUN}} so that it can be used by a {{PROFESSION.CHEF}}.,El molinillo muele {{VEGETABLE.WHEAT}} para obtener {{RESOURCE.FLOUR.SACK.NOUN}} que puede ser utilizada por un {{PROFESSION.CHEF}}.
FURNITURE.FORGE,,Forge,Forja
FURNITURE.FORGE.TOOLTIP,,This is where a {{PROFESSION.BLACKSMITH}} works with {{MATERIAL_TYPE.METAL.ADJECTIVE}} {{RESOURCE.METAL.INGOT.PLURAL}} and {{FUEL.SACK}} to craft items and weapons.,Aquí es donde un {{PROFESSION.BLACKSMITH}} trabaja con {{RESOURCE.METAL.INGOT.PLURAL}} {{MATERIAL_TYPE.METAL.ADJECTIVE}} y {{FUEL.SACK}} para crear artículos y armas.
FURNITURE.GRAVE,,Grave,Tumba
FURNITURE.GRAVE.TOOLTIP,,A hastily-dug grave for deceased settlers that can only be dug into {{MATERIAL_TYPE.EARTH}}.,Una tumba excavada apresuradamente para colonos fallecidos que solo se puede colocar en {{MATERIAL_TYPE.EARTH}}.
FURNITURE.HITCHING_POST,,Hitching post,Puesto de caravanas
FURNITURE.HITCHING_POST.TOOLTIP,,Visiting merchants will park their wagons here.,Los mercaderes que te visiten aparcarán aquí sus caravanas.
FURNITURE.IMPORT_PALLET,,Import pallet,Pallet de entrada
FURNITURE.IMPORT_PALLET.TOOLTIP,,Use this to determine which items to import to the room.,Utilízalo para determinar que objetos deben de ser trasladados a la habitación.
FURNITURE.INVADER_CAMPFIRE,,Campfire,Fogata
FURNITURE.KITCHEN_WORKTOP,Simple piece of furniture in a kitchen used to hold ingredients on top of it,Kitchen worktop,Encimera de cocina
FURNITURE.KITCHEN_WORKTOP.TOOLTIP,,An area to store ingredients for a {{PROFESSION.CHEF}} to cook soup.,Un área para almacenar ingredientes para que un {{PROFESSION.CHEF}} cocine sopa.
FURNITURE.LANTERN,,Lantern,Farol
FURNITURE.LANTERN.TOOLTIP,,A lantern provides light. This does not currently have an in-game effect.,Una farol proporciona luz. Esto no tiene ninún efecto sobre el juego.
FURNITURE.LEATHERWORKING_STATION,,Leatherworking station,Estación de trabajo de cuero
FURNITURE.LEATHERWORKING_STATION.TOOLTIP,,A workbench to produce leather goods like armour and waterskins.,Un banco de trabajo para producir artículos de cuero como armaduras y cantimploras de cuero.
FURNITURE.LEDGER_TABLE,,Ledger table,Mesa del albarán
FURNITURE.LEDGER_TABLE.TOOLTIP,,A landmark for the {{ROOMS.TRADING_DEPOT}}. This does not currently have an in-game effect.,Un lugar de referencia para el {{ROOMS.TRADING_DEPOT}}. Actualmente no tiene ningun efecto sobre el juego.
FURNITURE.LOOM,,Loom,Telar
FURNITURE.LOOM.TOOLTIP,,Used to craft textiles such as {{PRODUCT.LINEN.NOUN}} from {{RESOURCE.HEMP.FIBRE.BUNDLE.PLURAL}}.,Se utiliza para confeccionar textiles tales como {{PRODUCT.LINEN.NOUN}} a partir de {{RESOURCE.HEMP.FIBRE.BUNDLE.PLURAL}}.
FURNITURE.MALTING_STATION,,Malting station,Estación de malteado
FURNITURE.MALTING_STATION.TOOLTIP,,Here brewers steep barley and then dry it out using a kiln to produce malt.,Aquí los cerveceros germinan la cebada que luego tuestan untilizando un horno para producir malta
FURNITURE.MASH_TUN,,Mash tun,Cuba de maceración
FURNITURE.MASH_TUN.TOOLTIP,,This is used to produce wort (unfermented beer) from milled malt and water.,Se usa para producir el mosto de malta (cerveza sin fermentar) a partir de malta molida y agua.
FURNITURE.MUSHROOM_LOG,,Mushroom log,Tronco de setas
FURNITURE.MUSHROOM_LOG.TOOLTIP,,"A log that has been injected with {{INGREDIENT.MUSHROOM.SPAWN.PLURAL}} to produce several harvests of delicious, juicy mushrooms.",Un tronco que ha sido inoculado con {{Ingredient.MUSHROOM.SPAWN.PLURAL}} para producir varias cosechas de hongos deliciosos y jugosos.
FURNITURE.MUSHROOM_SHOCK_TANK,This is a trough of water used to immerse mushroom logs in for a period of time,Shock tank,Tanque de choque
FURNITURE.MUSHROOM_SHOCK_TANK.TOOLTIP,,"After innoculation, a {{FURNITURE.MUSHROOM_LOG}} is placed in this tank to “shock” the mushroom colony and encourage it to grow mushrooms.","Después de la inoculación, se coloca un {{Furniture.MUSHROOM_LOG}} en este tanque para 'impactar' a la colonia de hongos y animarla a producir setas."
FURNITURE.ORE_CRUSHING_STATION,,Ore crushing station,Estación de triturado de mineral
FURNITURE.ORE_CRUSHING_STATION.TOOLTIP,,Raw {{RESOURCE.ORE.UNREFINED.PLURAL}} is crushed to a more workable size so that it can be used in a {{FURNITURE.BLOOMERY_FURNACE}}.,Los {{RESOURCE.ORE.UNREFINED.PLURAL}} se tritura a un tamaño más trabajable para que se pueda utilizar en la {{FURNITURE.BLOOMERY_FURNE}}.
FURNITURE.PILLAR,A pillar used to support a roof,Pillar,Pilar
FURNITURE.PILLAR.TOOLTIP,,A pillar is required to stop large mined-out areas from collapsing. An area of 7x7 tiles that have been mined without any pillars or other supports in place will eventually collapse.,Se requiere un pilar para evitar el colapso de grandes áreas minadas. Un área de 7 x 7 casillas excavada sin pilares u otros soportes colapsará tarde o temprano.
FURNITURE.RETTING_TANK,,Retting tank,Tanque de enriado
FURNITURE.RETTING_TANK.TOOLTIP,,This is used to process raw {{VEGETABLE.HEMP}} into hemp fibre that can be worked into useful materials.,Se utiliza para procesar {{VEGETABLE.HEMP}} bruto y obtener fibras de cáñamo que pueden ser trabajadas para crear materiales útiles.
FURNITURE.SARCOPHAGUS,A stone tomb,Sarcophagus,Sarcófago
FURNITURE.SARCOPHAGUS.TOOLTIP,,This elaborate stone container is the final resting place of a deceased settler.,Este elaborado recipiente de piedra es el lugar de descanso final de un colono fallecido.
FURNITURE.SELLING_PALLET,,Selling pallet,
FURNITURE.SELLING_PALLET.TOOLTIP,,Use this to determine which items to sell to the merchants.,
FURNITURE.SERVING_TABLE,A table used to hold food for serving,Serving table,Mesa para servir
FURNITURE.SERVING_TABLE.TOOLTIP,,{{PRODUCT.BREAD.LOAF.PLURAL}} are placed here for serving after being baked in a {{FURNITURE.BAKING_OVEN}}.,Las {{PRODUCT.BREAD.LOAF.PLURAL}} se colocarán aquí para ser servidas tras haber sido horneadas en un {{FURNITURE.BAKING_OVEN}}.
FURNITURE.SINGLE_BED,,Bed,Cama
FURNITURE.SINGLE_BED.TOOLTIP,,A bed is the best place for a comfortable night’s rest.,Una cama es el mejor lugar para una noche de descanso plácida.
FURNITURE.SINGLE_DOOR,,Door,Puerta
FURNITURE.SINGLE_DOOR_FRAME,,Door frame,Marco de puerta
FURNITURE.SLEEPING_SPOT,,Sleeping spot,Sitio para dormir
FURNITURE.SLEEPING_SPOT.TOOLTIP,,Your settlers will use this space to sleep on the floor. Not very comfortable!,Tus colonos usarán este espacio para dormir en el suelo. ¡No es muy cómodo!
FURNITURE.STONEMASON_WORKBENCH,,Stonemason workbench,Mesa de trabajo de cantero
FURNITURE.STONEMASON_WORKBENCH.TOOLTIP,,A {{PROFESSION.STONEMASON}} works here with {{MATERIAL_TYPE.STONE.ADJECTIVE}} resources.,Un {{PROFESSION.STONEMASON}} trabaja aquí con recursos {{MATERIAL_TYPE.STONE.ADJECTIVE}}.
FURNITURE.TANNING_FRAME,,Tanning frame,Marco de curtido
FURNITURE.TANNING_FRAME.TOOLTIP,,Used to turn {{CARCASS.HIDE.PLURAL}} into {{PRODUCT.LEATHER.PLURAL}}.,Se utiliza para convertir {{CARCASS.HIDE.PLURAL}} en {{PRODUCT.LEATHER.PLURAL}}.
FURNITURE.TRADE_BANNER,,Banner,Estandarte
FURNITURE.TRADE_BANNER.TOOLTIP,,A decorative banner to denote the trading depot.,Un estandarte decorativo para destacar el puesto comercial.
FURNITURE.TRAINING_DUMMY,,Training dummy,Pelele
FURNITURE.TRAINING_DUMMY.TOOLTIP,,Military settlers will practice their melee combat skills here up to level 50.,Los militares practicarán aquí sus habilidades de combate cuerpo a cuerpo hasta el nivel 50
FURNITURE.WAGON_PARKED,,Wagon,Caravana
FURNITURE.WATERWHEEL,,Water Wheel,Molino de agua
FURNITURE.WATERWHEEL.PLURAL,,Water Wheels,Molinos de agua
FURNITURE.WATERWHEEL.TOOLTIP,,Provides mechanical power to other contraptions via {{PRODUCT.STONE.GEAR.PLURAL}} and shafts. Must be built adjacent to a river.,Proporciona energía mecánica a otras construcciones a través de {{PRODUCT.STONE.GEAR.PLURAL}} y ejes. Debe ser construido en la orilla de un río.
FURNITURE.WATER_BARREL,,Water Barrel,Barril de agua
FURNITURE.WATER_BARREL.TOOLTIP,,"A water barrel is a place for your settlers to get a thirst-quenching drink, rather than having to find a natural water source like the river.","Un barril de agua es un lugar para que tus colonos tomen una bebida que sacie su sed, en lugar de tener que encontrar una fuente de agua natural como el río."
FURNITURE.WATER_PUMP,,Water Pump,Bomba de agua
FURNITURE.WATER_PUMP.PLURAL,,Water Pumps,Bombas de agua
FURNITURE.WATER_PUMP.TOOLTIP,,Moves water from the river to a pipe system.,Mueve el agua del río a un sistema de tuberías.
FURNITURE.WEAPON_RACK,,Weapon Rack,Estante de armas
FURNITURE.WEAPON_RACK.TOOLTIP,,Used to store weapons.,Se utiliza para almacenar armas.
FURNITURE.WELL,,Cistern,Pozo
FURNITURE.WELL.TOOLTIP,,"A cistern provides a source of water, but must be connected to a working pipe system.","Un pozo proporciona una fuente de agua, pero debe estar conectado a un sistema de tuberías en funcionamiento."
FURNITURE.WINDMILL,,Windmill,Molino de viento
FURNITURE.WINDMILL.PLURAL,,Windmills,Molinos de viento
FURNITURE.WINDMILL.TOOLTIP,,Provides mechanical power to other contraptions via {{PRODUCT.STONE.GEAR.PLURAL}} and shafts.,Proporciona energía mecánica a otras construcciones a través de {{PRODUCT.STONE.GEAR.PLURAL}} y ejes.
FURNITURE.WOODCUTTERS_BENCH,,Woodcutting Bench,Banco para cortar madera
FURNITURE.WOODCUTTERS_BENCH.TOOLTIP,,A {{PROFESSION.WOODCUTTER}} works here to turn {{RESOURCE.LOGS.PLURAL}} into {{RESOURCE.PLANKS.PLURAL}}.,Un {{PROFESSION.WOODCUTTER}} trabaja aquí para convertir {{RESOURCE.LOGS.PLURAL}} en {{RESOURCE.PLANKS.PLURAL}}.

GEM.AMETHYST.ADJECTIVE,,Amethyst,de amatista
GEM.AMETHYST.NOUN,,Amethyst,Amatista
GEM.AMETHYST.TOOLTIP,,A violet-hued variety of quartz. Ancient humans believed it could magically protect them from becoming too drunk. For this reason it is not very popular in dwarven culture.,"Una variedad de cuarzo en tonos violetas. Antiguamente, los humanos creían que podía protegerlos mágicamente de emborracharse. Por esto mismo no es muy popular en la cultura enana."
GEM.AMMOLITE.ADJECTIVE,,Ammolite,de ammolita
GEM.AMMOLITE.NOUN,,Ammolite,Ammolita
GEM.AMMOLITE.TOOLTIP,,An opal-like gemstone which has a red to green iridescence. It is known as the “hunting stone” and amulets made from it are meant to bring good luck to a hunt.,Una piedra preciosa similar al ópalo que tiene una iridiscencia de color verde rojizo. Se le conoce como la ''piedra de caza'' y los amuletos hechos de ella están destinados a traer buena suerte en la caza.
GEM.AQUAMARINE.ADJECTIVE,,Aquamarine,de aguamarina
GEM.AQUAMARINE.NOUN,,Aquamarine,Aguamarina
GEM.AQUAMARINE.TOOLTIP,,A cyan-coloured variety of beryl. Some humans believe it offers magical protection against the dangers of the seas. This is because an ancient mage used a combination of sky and ice magic to protect trading ships during the age of darkness.,Variedad de berilo de color cian. Algunos humanos creen que ofrece protección mágica contra los peligros de los mares. Esto se debe a que un mago de la antiguedad usó una combinación magias del cielo y el hielo para proteger a los barcos comerciales durante La Era de la Oscuridad.
GEM.BIXBITE.ADJECTIVE,,Bixbite,de bixbita
GEM.BIXBITE.NOUN,,Bixbite,Bixbita
GEM.BIXBITE.TOOLTIP,,"Also known as red beryl, it is a very rare gemstone. It is often confused for a red-coloured emerald.","También conocida como berilo rojo, es una piedra preciosa muy rara. A menudo se confunde con una esmeralda de color rojo."
GEM.CINNABAR.ADJECTIVE,,Cinnabar,de cinabrio
GEM.CINNABAR.NOUN,,Cinnabar,Cinabrio
GEM.CINNABAR.TOOLTIP,,An ore of mercury which is often used in jewellery due to its deep-red hue. It is also used to produce the dye known as vermillion.,Un mineral de mercurio que se utiliza a menudo en joyas debido a su tono rojo intenso. También se utiliza para producir el colorante conocido como bermellón.
GEM.CITRINE.ADJECTIVE,,Citrine,de citrino
GEM.CITRINE.NOUN,,Citrine,Citrino
GEM.CITRINE.TOOLTIP,,"A yellowish variety of quartz. It is the gemstone most similar in colour to gold, so most dwarves think citrine is lucky.","Una variedad amarillenta de cuarzo. Es la piedra preciosa más similar en color al oro, por lo que la mayoría de los enanos piensan que el citrino trae suerte."
GEM.DIAMOND.ADJECTIVE,,Diamond,de diamante
GEM.DIAMOND.NOUN,,Diamond,Diamante
GEM.DIAMOND.TOOLTIP,,The hardest known material and one of the most important of the seven heavenly stones. Diamonds are the most condensed form of the neutral element known as “spirit” or “aether”.,El material más duro conocido y una de las siete piedras celestiales más importante. Los diamantes son la forma más condensada del elemento neutro conocido como ''espíritu'' o ''éter''.
GEM.EMERALD.ADJECTIVE,,Emerald,de esmeralda
GEM.EMERALD.NOUN,,Emerald,Esmeralda
GEM.EMERALD.TOOLTIP,,A vibrant green variety of beryl. It is thought that engraving on an emerald brings great misfortune. Emeralds are closely related to elemental life and associated magic.,Una variedad verde vibrante de berilo. Se cree que hacer grabados en una esmeralda trae grandes desgracias. Las esmeraldas están estrechamente relacionadas con la vida elemental y la magia asociada a ella.
GEM.GARNET.ADJECTIVE,,Garnet,de granate
GEM.GARNET.NOUN,,Garnet,Granate
GEM.GARNET.TOOLTIP,,"Garnets cover a variety of minerals used as gemstones, all with a deep red colour. Some garnet gems are actually a condensed form of elemental fire.","Los granates cubren una variedad de minerales utilizados como piedras preciosas, todos con un color rojo intenso. Algunas gemas granate son en realidad una forma condensada de fuego elemental."
GEM.JADE.ADJECTIVE,,Jade,de jade
GEM.JADE.NOUN,,Jade,Jade
GEM.JADE.TOOLTIP,,"A mineral with a light-green colour often used for decoration. Also, elves have been known to use jade to produce medicine which can cure ailments of the gut.","Un mineral con un color verde claro que se utiliza a menudo para la decoración. Además, se sabe que los elfos usan el jade para producir medicamentos que pueden curar dolencias intestinales."
GEM.JASPER.ADJECTIVE,,Jasper,de jaspe
GEM.JASPER.NOUN,,Jasper,Jaspe
GEM.JASPER.TOOLTIP,,"An impure variety of silica which can occur in several colours, but most commonly red. Jasper is favoured as a decoration material by orcs due to its variety.","Una variedad impura de sílice que puede aparecer en varios colores, siendo el más común el rojo. El jaspe es favorecido como material de decoración por los orcos debido a su variedad."
GEM.LABRADORITE.ADJECTIVE,,Labradorite,de labradorita
GEM.LABRADORITE.NOUN,,Labradorite,Labradorita
GEM.LABRADORITE.TOOLTIP,,A rock which shines with a typically light-blue iridescence. Rarer specimens can reflect a wide range of colours.,Una roca que brilla con una iridiscencia generalmente azul claro. Los especímenes más raros pueden reflejar una amplia gama de colores.
GEM.LAPIS.ADJECTIVE,,Lapis lazuli,de lapislázuli
GEM.LAPIS.NOUN,,Lapis lazuli,Lapislázuli
GEM.LAPIS.TOOLTIP,,A rock with a brilliant deep blue hue which is used as a precious stone.,Una roca con un brillante tono azul profundo que se utiliza como piedra preciosa.
GEM.MAGNESITE.ADJECTIVE,,Magnesite,de magnesita
GEM.MAGNESITE.NOUN,,Magnesite,Magnesita
GEM.MAGNESITE.TOOLTIP,,A mineral which can be polished into beads for use in jewellery. These beads can by dyed into many different colours.,Un mineral que se puede pulir en perlas para su uso en joyería. Estas cuentas se pueden teñir en muchos colores diferentes.
GEM.MOONSTONE.ADJECTIVE,,Moonstone,de piedra lunar
GEM.MOONSTONE.NOUN,,Moonstone,Piedra lunar
GEM.MOONSTONE.TOOLTIP,,"Thought to be formed by moonlight captured in rock, which makes this gemstone a favourite of the elves.","Se cree que está formada por la luz de la luna capturada en la roca, lo que hace de esta piedra preciosa una de las favoritas de los elfos."
GEM.MORGANITE.ADJECTIVE,,Morganite,de morganita
GEM.MORGANITE.NOUN,,Morganite,Morganita
GEM.MORGANITE.TOOLTIP,,A rose-coloured variety of beryl. It was named after being popularised by a particularly wealthy merchant in the age of myth.,Variedad de berilo de color rosa. Fue nombrado después de ser popularizado por un comerciante particularmente rico durante La Era Mítica.
GEM.OPAL.ADJECTIVE,,Opal,de ópalo
GEM.OPAL.NOUN,,Opal,Ópalo
GEM.OPAL.TOOLTIP,,"A form of silica infused with the magic of the oceans, which makes this a favourite of sailors and fishermen.","Una forma de sílice impregnada de la magia de los océanos, lo que hace de esta una de las favoritas de los marineros y pescadores."
GEM.PAINITE.ADJECTIVE,,Painite,de painita
GEM.PAINITE.NOUN,,Painite,Painita
GEM.PAINITE.TOOLTIP,,A very rare gemstone which is often identified as an off-colour sapphire. The crystals are naturally hexagonal in shape and a favourite of tacticians.,"Una piedra preciosa muy rara que a menudo se identifica como un zafiro descolorido. Los cristales son exagonales de forma natural, y uno de los favoritos de los estrategas."
GEM.RHODOCHROSITE.ADJECTIVE,,Rhodochrosite,de rodocrosita
GEM.RHODOCHROSITE.NOUN,,Rhodochrosite,Rodocrosita
GEM.RHODOCHROSITE.TOOLTIP,,Found in varying shades of red to pink. It is not as hard as most gemstones making it a poor choice for rings and other high-impact jewellery.,"Se encuentra en diferentes tonos del rojo al rosa. No es tan dura como la mayoría de las piedras preciosas, por lo que es una mala elección para anillos y otras joyas de alto impacto."
GEM.ROCK_CRYSTAL.ADJECTIVE,,Rock crystal,de cristal de roca
GEM.ROCK_CRYSTAL.NOUN,,Rock crystal,Cristal de roca
GEM.ROCK_CRYSTAL.TOOLTIP,,The purest form of quartz. Rock crystals often feature in magical artifacts as they are a condensed form of the element of ice.,La forma más pura de cuarzo. Los cristales de roca a menudo aparecen en artefactos mágicos ya que son una forma condensada del elemento de hielo.
GEM.RUBY.ADJECTIVE,,Ruby,de rubí
GEM.RUBY.NOUN,,Ruby,Rubí
GEM.RUBY.TOOLTIP,,"One of the seven heavenly stones, rubies are the element of fire condensed into a solid form.","Una de las siete piedras celestiales, los rubíes son el elemento del fuego condensado en forma sólida."
GEM.SAPPHIRE.ADJECTIVE,,Sapphire,de zafiro
GEM.SAPPHIRE.NOUN,,Sapphire,Zafiro
GEM.SAPPHIRE.TOOLTIP,,"Often believed to protect the wearer from the attention of daemons, sapphires are much sought-after by mages for use in sky and air-based magic.","A menudo se cree que protege al usuario de la atención de los demonios, los zafiros son muy buscados por los magos para su uso en las magias del cielo y del aire."
GEM.SPINEL.ADJECTIVE,,Spinel,de espinela
GEM.SPINEL.NOUN,,Spinel,Espinela
GEM.SPINEL.TOOLTIP,,"Often confused with heavenly stones like true rubies and sapphires, spinels are a lesser form of magic-infused gem which can be associated with any of the elements, depending on colour.","A menudo confundidas con piedras celestiales como rubíes y zafiros verdaderos, las espinelas son una forma menor de gema impregnada de magia. Pueden asociarse con cualquier elemento, dependiendo del color."
GEM.TANZANITE.ADJECTIVE,,Tanzanite,de tanzanita
GEM.TANZANITE.NOUN,,Tanzanite,Tanzanita
GEM.TANZANITE.TOOLTIP,,A rare gemstone that can alternate between blue and violet. It is thought to be formed from the material body of a dead god.,Una piedra preciosa rara que puede alternar entre azul y violeta. Se cree que está formada a partir del cuerpo material de un dios muerto.
GEM.TOPAZ.ADJECTIVE,,Topaz,de topacio
GEM.TOPAZ.NOUN,,Topaz,Topacio
GEM.TOPAZ.TOOLTIP,,"Sometimes confused with the more common {{GEM.CITRINE.NOUN}} gem, topaz can be found in several colours but most commonly a yellowish brown. It was first discovered on an island which no longer exists.","A veces confundido con la gema más común {{GEM.CITRINE.NOUN}}, el topacio se puede encontrar en varios colores, pero más comúnmente un marrón amarillento. Fue descubierto por primera vez en una isla que ya no existe."
