KEY,NOTES,ENGLISH,PORTUGUESE
PROFESSION.MINER.PLURAL,,Miners,
PROFESSION.MINER.TOOLTIP,,Excavates new areas using a {{TOOL.PICKAXE}}.,Escave novas áreas usando um {{TOOL.PICKAXE}}.
PROFESSION.MINER.VERB,,Mining,Escavar
PROFESSION.NOBLE.FEMALE_NOUN,,Noble,Nobre
PROFESSION.NOBLE.MALE_NOUN,,Noble,Nobre
PROFESSION.NOBLE.TOOLTIP,,"Nobles do not fulfil jobs in the same way as common settlers, but bring fame and prestige to your settlement.","Os nobres não cumprem trabalhos da mesma forma que os colonos comuns, mas trazem fama e prestígio ao seu assentamento."
PROFESSION.NOBLE.VERB,,Reigning,Reinar
PROFESSION.RUNESMITH.FEMALE_NOUN,from “runes” and “blacksmith”,Runesmith,Criadora de runas
PROFESSION.RUNESMITH.MALE_NOUN,"This is an invented term for the game, but should be derived",Runesmith,Criador de runas
PROFESSION.RUNESMITH.TOOLTIP,,"Enchants weapons, armour and items with magical runes to boost their abilities.","Encanta armas, armaduras e itens com runas mágicas para aumentar suas habilidades."
PROFESSION.RUNESMITH.VERB,,Enchanting,Encantar
PROFESSION.SKILL_LEVEL.1,,Neophyte,
PROFESSION.SKILL_LEVEL.1.TOOLTIP,,An absolute beginner with little to no experience.,
PROFESSION.SKILL_LEVEL.2,,Novice,
PROFESSION.SKILL_LEVEL.2.TOOLTIP,,They only understand the basics of their craft.,
PROFESSION.SKILL_LEVEL.3,,Apprentice,
PROFESSION.SKILL_LEVEL.3.TOOLTIP,,"Though they are becoming skilled, there is still a lot of experience to be earned.",
PROFESSION.SKILL_LEVEL.4,,Journeyman,
PROFESSION.SKILL_LEVEL.4.TOOLTIP,,"No longer an apprentice, they have reasonable skill in their given craft.",
PROFESSION.SKILL_LEVEL.5,,Adept,
PROFESSION.SKILL_LEVEL.5.TOOLTIP,,They are well-skilled but still have further heights that can be reached.,
PROFESSION.SKILL_LEVEL.6,,Skilled,
PROFESSION.SKILL_LEVEL.6.TOOLTIP,,"Very skilled in their craft, they are now more than competent.",
PROFESSION.SKILL_LEVEL.7,,Expert,
PROFESSION.SKILL_LEVEL.7.TOOLTIP,,There is little that the expert does not know of their respective field.,
PROFESSION.SKILL_LEVEL.8,,Master,
PROFESSION.SKILL_LEVEL.8.TOOLTIP,,"Beyond even an expert, they are truly a master of their craft.",
PROFESSION.SKILL_LEVEL.9,,Grandmaster,
PROFESSION.SKILL_LEVEL.9.TOOLTIP,,There is nobody more skilled in their craft than a grandmaster.,
PROFESSION.STONEMASON.FEMALE_NOUN,,Stonemason,Pedreira
PROFESSION.STONEMASON.MALE_NOUN,,Stonemason,Pedreiro
PROFESSION.STONEMASON.PLURAL,,Stonemasons,
PROFESSION.STONEMASON.TOOLTIP,,Crafts furniture and items from stone.,Móveis de artesanato e itens de pedra.
PROFESSION.STONEMASON.VERB,,Sculpting,Esculpir
PROFESSION.VILLAGER.FEMALE_NOUN,,Villager,Aldeã
PROFESSION.VILLAGER.MALE_NOUN,,Villager,Aldeão
PROFESSION.VILLAGER.TOOLTIP,,This settler does not have any specific professions and will fulfil any mundane tasks like hauling items.,"Este colono não possui profissões específicas e cumprirá quaisquer tarefas mundanas, como o transporte de artigos."
PROFESSION.VILLAGER.VERB,,Working,Trabalhar
PROFESSION.WEAVER.FEMALE_NOUN,,Weaver,
PROFESSION.WEAVER.MALE_NOUN,,Weaver,
PROFESSION.WEAVER.PLURAL,,Weavers,
PROFESSION.WEAVER.TOOLTIP,,Processes materials into clothing and other fabrics.,
PROFESSION.WEAVER.VERB,,Weaving,
PROFESSION.WOODCUTTER.FEMALE_NOUN,This could be “lumberjack” and “lumberjane”,Woodcutter,Lenhadora
PROFESSION.WOODCUTTER.MALE_NOUN,,Woodcutter,Lenhador
PROFESSION.WOODCUTTER.PLURAL,,Woodcutters,
PROFESSION.WOODCUTTER.TOOLTIP,,Cuts down trees as lumber that can be used in a {{ROOMS.SAWMILL}}.,Corta árvores como madeira serrada que pode ser usada em um {{ROOMS.SAWMILL}}.
PROFESSION.WOODCUTTER.VERB,,Chopping,Cortar lenha

QUOTA.FIXED_AMOUNT,,in total,
QUOTA.PER_SETTLER,,per settler,

RACE.BOAR.NOUN,,Wild boar,
RACE.CARP.NOUN,,Carp,
RACE.DEER.FEMALE_NOUN,,Doe,
RACE.DEER.MALE_NOUN,,Stag,
RACE.DEER.TOOLTIP,,A deer is a non-threatening herbivore which will flee at any sign of danger,
RACE.DWARF.FEMALE_ADJECTIVE,,Dwarven,De anã
RACE.DWARF.FEMALE_NOUN,,Dwarf,Anã
RACE.DWARF.FEMALE_PLURAL,,Dwarves,Anãs
RACE.DWARF.MALE_ADJECTIVE,,Dwarven,De anão
RACE.DWARF.MALE_NOUN,The male and female forms are only for languages that need them,Dwarf,Anão
RACE.DWARF.MALE_PLURAL,Note that I'm going with Tolkein's spelling of “dwarves” rather than “dwarfs”,Dwarves,Anões
RACE.DWARF.TOOLTIP,,Dwarves are short and stocky humanoids. They are masters of working with stone and metal. Most dwarves distrust the sky and prefer to stay underground.,Os anões são humanóides curtos e cheios. Eles são mestres de trabalhar com pedra e metal. A maioria dos anões desconfia do céu e prefere ficar no subsolo.
RACE.ELEPHANT.NOUN,,Elephant,
RACE.FOX.FEMALE_NOUN,,Vixen,
RACE.FOX.MALE_NOUN,,Fox,
RACE.FUNGOLEM,,Fungolem,
RACE.HORSE.NOUN,,Horse,
RACE.ORC.MALE_ADJECTIVE,,Orcish,
RACE.ORC.MALE_NOUN,Orcs are only male,Orc,
RACE.PERCH.NOUN,,Perch,
RACE.PIKE.NOUN,,Pike,
RACE.SPIDER,,Spider,
RACE.UNDEAD_DWARF,,Undead dwarf,
RACE.WURM,,Wurm,

RESOURCE.BONE.LARGE.NOUN,,Large Bone,
RESOURCE.BONE.LARGE.PLURAL,,Large Bones,
RESOURCE.BONE.MEDIUM.NOUN,,Medium Bone,
RESOURCE.BONE.MEDIUM.PLURAL,,Medium Bones,
RESOURCE.BONE.SMALL.NOUN,,Small Bone,
RESOURCE.BONE.SMALL.PLURAL,,Small Bones,
RESOURCE.FLOUR.SACK.NOUN,,Flour,Farinha
RESOURCE.FLOUR.SACK.PLURAL,,Flour,Farinha
RESOURCE.FLOUR.SACK.TOOLTIP,,Grain that has been milled into a fine powder ready to be used as an ingredient in the production of food.,Grão que foi moído em pó fino pronto para ser usado como ingrediente na produção de alimentos.
RESOURCE.GEMS.UNREFINED.NOUN,,Uncut gem,Joia bruta
RESOURCE.GEMS.UNREFINED.PLURAL,,Uncut gems,Joias brutas
RESOURCE.GEMS.UNREFINED.TOOLTIP,,A hunk of rock containing gems ready to be cut and polished.,Um pedaço de rocha contendo pedras preciosas prontas para serem cortadas e polidas.
RESOURCE.GRAIN.SACK.NOUN,,Grain (sack),
RESOURCE.GRAIN.SACK.PLURAL,,Grain (sack),
RESOURCE.HEMP.BUNDLE.NOUN,,Hemp bundle,
RESOURCE.HEMP.BUNDLE.PLURAL,,Hemp bundles,
RESOURCE.HEMP.FIBRE.BUNDLE.NOUN,,Hemp fibre bundle,
RESOURCE.HEMP.FIBRE.BUNDLE.PLURAL,,Hemp fibre bundles,
RESOURCE.LOGS.NOUN,,Log,Tronco
RESOURCE.LOGS.PLURAL,,Logs,Troncos
RESOURCE.LOGS.TOOLTIP,,"Sections of a tree that are most commonly prepared into {{RESOURCE.PLANKS.PLURAL}}, but have other uses as well.","Seções de uma árvore que são mais comumente preparadas em {{RESOURCE.PLANKS.PLURAL}}, mas também têm outros usos."
RESOURCE.METAL.BLOOM.NOUN,,Bloom,Floresce
RESOURCE.METAL.BLOOM.PLURAL,,Blooms,Floresce
RESOURCE.METAL.BLOOM.TOOLTIP,,A lump of metal mixed with slag which must be hammered into a usable form.,Um pedaço de metal misturado com escória que deve ser martelado em uma forma utilizável.
RESOURCE.METAL.INGOT.NOUN,,Ingot,Lingote
RESOURCE.METAL.INGOT.PLURAL,,Ingots,Lingotes
RESOURCE.METAL.INGOT.TOOLTIP,,"Refined metal blocks, ready to be used as a crafting ingredient.","Blocos de metal refinados, prontos para serem usados como ingrediente de fabricação."
RESOURCE.METAL.PLATE.NOUN,,Plate,Prato
RESOURCE.METAL.PLATE.PLURAL,,Plates,Pratos
RESOURCE.METAL.PLATE.TOOLTIP,,"Large, flat plates that are used in some of the larger machinery.",Placas grandes e planas que são usadas em algumas das máquinas maiores.
RESOURCE.MUSHROOM.LOG.NOUN,,Mushroom log,Diário de cogumelos
RESOURCE.MUSHROOM.LOG.PLURAL,,Mushroom logs,Toros de cogumelos
RESOURCE.MUSHROOM.LOG.TOOLTIP,,A log that has been infused with {{INGREDIENT.MUSHROOM.SPAWN.NOUN}}. The body of the log itself is where the mushrooms draw nutrients from. It requires dousing in a {{FURNITURE.MUSHROOM_SHOCK_TANK}} after becoming fully innoculated.,Um log que foi infundido com {{INGREIENT.CUSHROOM.SPAWN.NOUN}}. O corpo do tronco em si é de onde os cogumelos extraem nutrientes. É necessário mergulhar em um {{MOBILITURE.MHOOM_SHOCK_TANK}} depois de se tornar totalmente inoculado.
RESOURCE.MUSHROOM.LUMBER.NOUN,,Mushroom log,Tronco
RESOURCE.MUSHROOM.LUMBER.PLURAL,,Mushroom logs,Troncos
RESOURCE.MUSHROOM.LUMBER.TOOLTIP,,Sections of a giant mushroom that can be used in the same way as wooden {{RESOURCE.LOGS.PLURAL}}.,Seções de um cogumelo gigante que podem ser usadas da mesma forma que madeira {{RESOURCE.LOGS.PLURAL}}.
RESOURCE.ORE.CRUSHED.NOUN,,Crushed ore,Minério triturado
RESOURCE.ORE.CRUSHED.PLURAL,,Crushed ore,Minério triturado
RESOURCE.ORE.CRUSHED.TOOLTIP,,"A metallic sand created by breaking down raw metal ore, ready for use in a {{FURNITURE.BLOOMERY_FURNACE}}.","Uma areia metálica criada pela quebra de minério de metal bruto, pronta para uso em um {{MOBILITURE.BLOOMERY_FURNE}}."
RESOURCE.ORE.UNREFINED.NOUN,,Ore,Minério
RESOURCE.ORE.UNREFINED.PLURAL,,Ore,Minérios
RESOURCE.ORE.UNREFINED.TOOLTIP,,Stone that contains metallic ores which can be processed into usable metal.,Pedra que contém minérios metálicos que podem ser transformados em metal utilizável.
RESOURCE.PLANKS.NOUN,,Plank,Tábua
RESOURCE.PLANKS.PLURAL,,Planks,Tábuas
RESOURCE.PLANKS.TOOLTIP,,Sections of wood of a fixed size so they can be easily used in constructions and crafting.,Seções de madeira de tamanho fixo para que possam ser facilmente usadas em construções e artesanato.
RESOURCE.SHOCKED.MUSHROOM.LOG.NOUN,,Mushroom log,Diário de cogumelos
RESOURCE.SHOCKED.MUSHROOM.LOG.PLURAL,,Mushroom logs,Toros de cogumelos
RESOURCE.SHOCKED.MUSHROOM.LOG.TOOLTIP,,This mushroom-infused log has been “shocked” in water to encourage the mushrooms to develop and should produce a harvest soon.,Este tronco com infusão de cogumelos foi “chocado” na água para incentivar os cogumelos a se desenvolverem e deve produzir uma colheita em breve.
RESOURCE.STONE.BLOCK.NOUN,,Block,Bloco
RESOURCE.STONE.BLOCK.PLURAL,,Blocks,Blocos
RESOURCE.STONE.BLOCK.TOOLTIP,,Stone that has been shaped into a cube so that it can be easily used in construction or crafting.,Pedra que foi moldada em um cubo de modo que é pode ser facilmente usado na construção ou fabricação.
RESOURCE.STONE.UNREFINED.NOUN,,Rough stone boulder,Pedregulho de pedra bruta
RESOURCE.STONE.UNREFINED.PLURAL,,Rough stone boulders,Pedregulhos de pedra bruta
RESOURCE.STONE.UNREFINED.TOOLTIP,,A huge piece of stone that must be chiselled into a more useful shape by a {{PROFESSION.STONEMASON}}.,Um enorme pedaço de pedra que deve ser cinzelado em uma forma mais útil por um {{PROFISSION.STONEMASON}}.
RESOURCE.WHEAT.SACK.NOUN,,Wheat (sack),
RESOURCE.WHEAT.SACK.PLURAL,,Wheat (sack),
RESOURCE.WHEAT.SACK.TOOLTIP,,Sacks of wheat are harvested from farm plots sown with wheat seeds.,

ROOMS.ARMOURY,,Armoury,
ROOMS.ARMOURY.TOOLTIP,,Weapons and armour are created here.,
ROOMS.ARTISAN_WORKSHOP,,Artisan workshop,
ROOMS.ARTISAN_WORKSHOP.TOOLTIP,,Intricate items are crafted here.,
ROOMS.BAKERY,,Bakery,
ROOMS.BAKERY.TOOLTIP,,Where bread dough is created and then baked into bread.,
ROOMS.BARRACKS,,Barracks,
ROOMS.BARRACKS.TOOLTIP,,A place for members of the military to sleep and train.,
ROOMS.BEDROOM,,Bedroom,Quarto
ROOMS.BEDROOM.TOOLTIP,,A place for your settlers to sleep.,"Um lugar para seus colonos dormirem. Eles preferem ter quartos individuais com pelo menos 9 azulejos de tamanho e, de preferência, pelo menos, 13 azulejos de tamanho."
ROOMS.BREWERY,,Brewery,
ROOMS.BREWERY.TOOLTIP,,Brews beer for your settlers to enjoy!,
ROOMS.BRIDGE,,Bridge,Ponte
ROOMS.BRIDGE.TOOLTIP,,Placed across the river to allow access to the other side.,Colocado do outro lado do rio para permitir o acesso ao outro lado.
ROOMS.CARPENTRY_WORKSHOP,,Carpentry workshop,Oficina de carpintaria
ROOMS.CARPENTRY_WORKSHOP.TOOLTIP,,This workshop produces most wooden tools and items,Esta oficina produz a maioria das ferramentas e itens de madeira.
ROOMS.COMPONENT.STOCKPILE.DESCRIPTION,,{{allocated}} of {{total}} spaces currently in use,{{allocated}} de {{total}} espaços em uso no momento
ROOMS.FARM,,Farm plot,Parcela de cultivo
ROOMS.FARM.PLURAL,,Farm plots,Parcelas agrícolas
ROOMS.FARM.TOOLTIP,,Grows crops using {{INGREDIENT.SEEDS.PLURAL}}. Must be placed on {{MATERIAL_TYPE.EARTH.NOUN}}.,Cultiva culturas usando {{INGREIENT.SEEDS.PLURAL}}. Deve ser colocado em {{MATERIAL_TYPE.EARTH.NOUN}}.
ROOMS.FEASTING_HALL,,Feasting hall,"Refeitório "
ROOMS.FEASTING_HALL.TOOLTIP,,"A place for settlers to gather to eat, drink and be merry!","Um lugar para os colonos se reunirem para comer, beber e ser feliz!"
ROOMS.FUEL_REFINERY,,Fuel refinery,
ROOMS.FUEL_REFINERY.TOOLTIP,,Produces fuel from {{RESOURCE.LOGS.PLURAL}} or {{ORE.BITUMINOUS_COAL.NOUN}}.,
ROOMS.GRAVEYARD,,Graveyard,Cemitério
ROOMS.GRAVEYARD.TOOLTIP,,Deceased settlers are laid to rest here.,Os colonos falecidos são colocados para descansar aqui.
ROOMS.ITERATIVE_NAMED_ROOM,,{{roomName}} #{{number}},
ROOMS.KITCHEN,,Kitchen,Cozinha
ROOMS.KITCHEN.TOOLTIP,,Most food is prepared here before being served in a {{ROOMS.FEASTING_HALL}}.,A maioria dos alimentos é preparada aqui antes de ser servida em {{ROOMS.FEASTING_HALL}}.
ROOMS.LEATHER_WORKSHOP,,Leatherworks,
ROOMS.LEATHER_WORKSHOP.TOOLTIP,,Craft items out of animal hide.,
ROOMS.MASONRY_WORKSHOP,,Masonry workshop,Oficina de alvenaria
ROOMS.MASONRY_WORKSHOP.TOOLTIP,,This workshop produces most items made out of stone.,Esta oficina produz a maioria dos itens feitos de pedra.
ROOMS.MUSHROOM_FARM,,Mushroom farm,Fazenda de cogumelos
ROOMS.MUSHROOM_FARM.TOOLTIP,,Mushrooms can be grown using {{INGREDIENT.MUSHROOM.SPAWN.NOUN}} and wooden {{RESOURCE.LOGS.PLURAL}}.,Os cogumelos podem ser cultivados usando {{INGREGIENT.CUSHROOM.SPAWN.NOUN}} e madeira {{RESOURCE.LOGS.PLURAL}}.
ROOMS.SAWMILL,,Sawmill,Serraria
ROOMS.SAWMILL.TOOLTIP,,Wooden {{RESOURCE.LOGS.PLURAL}} are refined into {{RESOURCE.PLANKS.PLURAL}} here.,{{RESOURCE.LOGS.PLURAL}} de madeira são refinados em {{RESOURCE.PLANKS.PLURAL}} aqui.
ROOMS.SMELTERY,,Smeltery,
ROOMS.SMELTERY.TOOLTIP,,Metallic ore is refined into usable ingots here.,
ROOMS.SMITHY,,Smithy,
ROOMS.SMITHY.TOOLTIP,,Used to craft metal tools.,
ROOMS.STOCKPILE,,Stockpile,
ROOMS.STOCKPILE.TOOLTIP,,This area stores different kinds of items depending on settings.,
ROOMS.STOCKPILES,,Stockpiles,Reservas
ROOMS.STOCKPILES.TOOLTIP,,Unused items are placed in stockpiles for easy access.,Itens não utilizados são colocados em estoques para facilitar o acesso.
ROOMS.STOCKPILE_WITH_GROUP_NAME,,{{stockpileGroupName}} {{roomTypeName}},
ROOMS.TEXTILE_WORKSHOP,,Textile workshop,
ROOMS.TEXTILE_WORKSHOP.TOOLTIP,,Processes {{SEED.HEMP_SEED}} into textiles for a variety of uses.,
ROOMS.TRADING_DEPOT,,Trading depot,
ROOMS.TRADING_DEPOT.TOOLTIP,,Buy and sell items with visiting merchants.,

ROPE.AGED_ROPE,,Aged,
ROPE.BRONZED_ROPE,,Bronzed,
ROPE.GRAY_ROPE,,Gray,
ROPE.HEMP-ROPE,,Hemp,
ROPE.TOBACCO_ROPE,Just to describe a light colour,Light,

RUSTED_SCRAP.NOUN,,Scrap,
RUSTED_SCRAP.TOOLTIP,,These are the remains of an item that has completed corroded due to rust.,

SEASON.AUTUMN,,Autumn,Outono
SEASON.SPRING,,Spring,Primavera
SEASON.SUMMER,,Summer,Verão
SEASON.WINTER,,Winter,Inverno

SEED.BARLEY_SEED,,Barley,Cevada
SEED.BARLEY_SEED.TOOLTIP,{{VEGETABLE.BARLEY.TOOLTIP}},"A grain used only in the production of beer. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Um grão usado apenas na produção de cerveja. Pode ser plantada em {{SEASON.SPRING}}, {{SEASON.SUMMER}} ou {{SEASON.AUTUMN}}."
SEED.BERSERKER_MUSHROOM_SPAWN,,Berserker,Berserker
SEED.BERSERKER_MUSHROOM_SPAWN.TOOLTIP,{{VEGETABLE.BERSERKER_MUSHROOM.TOOLTIP}},A mushroom with a pink-red cap bearing white spots. It has hallucinogenic properties which warriors sometimes use in preparation for battle.,Um cogumelo com uma tampa rosa-vermelha com manchas brancas. Tem propriedades alucinógenas que os guerreiros às vezes usam na preparação para a batalha.
SEED.CARROT_SEED,,Carrot,Cenoura
SEED.CARROT_SEED.TOOLTIP,{{VEGETABLE.CARROT.TOOLTIP}},"A hardy root vegetable that survives the {{SEASON.WINTER}} frost. Carrots grow quickly but only produce a small crop. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Um vegetal de raiz resistente que sobrevive à geada {{SEASON.WINTER}}. As cenouras crescem rapidamente, mas apenas produzem uma pequena colheita. Pode ser plantada em {{SEASON.SPRING}}, {{SEASON.SUMMER}} ou {{SEASON.AUTUMN}}."
SEED.CORN_SEED,,Corn,Milho
SEED.CORN_SEED.TOOLTIP,{{VEGETABLE.CORN.TOOLTIP}},"A cereal grain also known as maize. It produces a bountiful crop but takes around 2 seasons to grow and can not survive {{SEASON.WINTER}}, so it requires planting in early {{SEASON.SPRING}}.","Um grão de cereais também conhecido como milho. Produz uma colheita abundante, mas leva cerca de 2 estações para crescer e não pode sobreviver {{SEASON.WINTER}}, então requer plantio no início {{SEASON.SPRING}}."
SEED.DEATH_CAP_SPAWN,,Death cap,Boné de morte
SEED.DEATH_CAP_SPAWN.TOOLTIP,{{VEGETABLE.DEATH_CAP_MUSHROOM.TOOLTIP}},"A very poisonous mushroom with a wide, flat cap. Eating even a tiny amount will almost certainly cause poisoning which can lead to death.",Um cogumelo muito venenoso com uma tampa larga e plana. Comer até mesmo uma pequena quantidade quase certamente causará envenenamento que pode levar à morte.
SEED.ELFSBANE_SPAWN,,Elfsbane,Elfsbane
SEED.ELFSBANE_SPAWN.TOOLTIP,{{VEGETABLE.ELFSBANE_MUSHROOM.TOOLTIP}},"This mushroom has a simple, flavourless taste to most humanoids. Strangely, it tastes absolutely disgusting to elves, who often react with explosive vomiting upon consumption, or in extreme cases, a heart attack.","Este cogumelo tem um sabor simples e sem sabor para a maioria dos humanóides. Estranhamente, tem um gosto absolutamente nojento para os elfos, que muitas vezes reagem com vômitos explosivos ao consumir, ou em casos extremos, um ataque cardíaco."
SEED.FIST_SPAWN,,Fist,Punho
SEED.FIST_SPAWN.TOOLTIP,{{VEGETABLE.FIST_MUSHROOM.TOOLTIP}},A black-blue mushroom with a metallic taste. It is named for a group of bards from the age of darkness.,Um cogumelo preto-azul com um sabor metálico. É nomeado para um grupo de bardos da era das trevas.
SEED.GLOW_SPAWN,,Glow,Brilhar
SEED.GLOW_SPAWN.TOOLTIP,{{VEGETABLE.GLOW_MUSHROOM.TOOLTIP}},A magic-infused mushroom that gives off light and changes colour with the seasons.,Um cogumelo com infusão de magia que emite luz e muda de cor com as estações.
SEED.HEMP_SEED,,Hemp,
SEED.HEMP_SEED.TOOLTIP,,Used to produce rope and fabric after it hsa been processed.,
SEED.HOPS_SEED,,Hops,Lúpulo
SEED.HOPS_SEED.TOOLTIP,{{VEGETABLE.HOPS.TOOLTIP}},A flower used for the flavouring of beer. Must be planted in {{SEASON.SPRING}}.,Uma flor usada para o sabor da cerveja. Deve ser plantado em {{SEASON.SPRING}}.
SEED.MILTONIA_SPAWN,,Miltonia,Miltonia
SEED.MILTONIA_SPAWN.TOOLTIP,{{VEGETABLE.MILTONIA_MUSHROOM.TOOLTIP}},"Once thought to exist only in the Hudds region, it is now found throughout the world.","Uma vez que se pensa existir apenas na região de Hudds, ela é agora encontrada em todo o mundo."
SEED.POTATO_SEED,,Potato,Batata
SEED.POTATO_SEED.TOOLTIP,{{VEGETABLE.POTATO.TOOLTIP}},"A starchy root vegetable which can survive {{SEASON.WINTER}} making it a good choice for most settlements. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Um vegetal de raiz amido que pode sobreviver {{SEASON.WINTER}} tornando-o uma boa escolha para a maioria dos assentamentos. Pode ser plantada em {{SEASON.SPRING}}, {{SEASON.SUMMER}} ou {{SEASON.AUTUMN}}."
SEED.PURPLE_HELMET_SPAWN,,Purple helmet,Capacete roxo
SEED.PURPLE_HELMET_SPAWN.TOOLTIP,{{VEGETABLE.PURPLE_HELMET_MUSHROOM.TOOLTIP}},"Fat Hat, Plump Turban, Puffy Helmet; This fabled mushroom goes by many names. Legend holds that long ago, many communities of dwarves subsisted entirely on a domesticated strain of this fungus.","Gordo Hat, Turbante Gordo, Capacete Puffy; Este cogumelo lendário passa por muitos nomes. A lenda afirma que há muito tempo, muitas comunidades de anões subsistiram inteiramente em uma estirpe domesticada deste fungo."
SEED.ROCIOMYCOTA_MUSHROOM_SPAWN,,Rociomycota,Rociomicota
SEED.ROCIOMYCOTA_MUSHROOM_SPAWN.TOOLTIP,{{VEGETABLE.ROCIOMYCOTA_MUSHROOM.TOOLTIP}},A white and black spotted mushroom. It has been known to affect the appearance of those who ingest it.,Um cogumelo branco e preto manchado. Sabe-se que afecta a aparência daqueles que o ingerem.
SEED.SUNGLOW_SPAWN,,Sunglow,Brilho
SEED.SUNGLOW_SPAWN.TOOLTIP,{{VEGETABLE.SUNGLOW_MUSHROOM.TOOLTIP}},A bright yellow mushroom which glows with the appearance of sunlight. It loses this glow the moment it is harvested.,Um cogumelo amarelo brilhante que brilha com a aparência da luz solar. Perde este brilho no momento em que é colhida.
SEED.SYRUP_POWDER_SPAWN,,Syrup powder,Xarope em pó
SEED.SYRUP_POWDER_SPAWN.TOOLTIP,{{VEGETABLE.SYRUP_POWDER_MUSHROOM.TOOLTIP}},"A round orange/yellow mushroom with a white underside. It is said to have been used by mages long ago, but for what purpose, nobody knows.","Um cogumelo laranja/amarelo redondo com uma parte inferior branca. Dizem que foi usado por magos há muito tempo, mas para que propósito, ninguém sabe."
SEED.TOMATO_SEED,,Tomato,Tomate
SEED.TOMATO_SEED.TOOLTIP,{{VEGETABLE.TOMATO.TOOLTIP}},A plant which grows large red berries often used as a vegetable. Can only be planted in {{SEASON.SPRING}}.,Uma planta que cresce grandes bagas vermelhas muitas vezes usado como um vegetal. Só pode ser plantada em {{SEASON.SPRING}}.
SEED.WHEAT_SEED,,Wheat,Trigo
SEED.WHEAT_SEED.TOOLTIP,{{VEGETABLE.WHEAT.TOOLTIP}},"A cereal grain generally used for the production of bread. It can survive {{SEASON.WINTER}} but takes a while to grow, so it is either planted in {{SEASON.SPRING}} or {{SEASON.AUTUMN}}.","Um grão de cereais geralmente usado para a produção de pão. Ela pode sobreviver a {{SEASON.WINTER}}, mas leva um tempo para crescer, então é plantada em {{SEASON.SPRING}} ou {{SEASON.AUTUMN}}."

SHRUB.DESCRIPTION,Shrub or bush should do,Bush,Arbusto

SKILL.ARCHERY.FEMALE_NOUN,,Archer,
SKILL.ARCHERY.MALE_NOUN,,Archer,
SKILL.ARCHERY.TOOLTIP,,Skill with the bow,
SKILL.AXES.FEMALE_NOUN,,Axewoman,
SKILL.AXES.MALE_NOUN,,Axeman,
SKILL.AXES.TOOLTIP,,Skill with axes,
SKILL.CROSSBOWS.FEMALE_NOUN,,Arbalist,
SKILL.CROSSBOWS.MALE_NOUN,,Arbalist,
SKILL.CROSSBOWS.TOOLTIP,,Skill with the crossbow,
SKILL.MACES.FEMALE_NOUN,,Hammerer,
SKILL.MACES.MALE_NOUN,,Hammerer,
SKILL.MACES.TOOLTIP,,Skill with hammers and maces,
SKILL.SWORDSMANSHIP.FEMALE_NOUN,,Swordswoman,
SKILL.SWORDSMANSHIP.MALE_NOUN,,Swordsman,
SKILL.SWORDSMANSHIP.TOOLTIP,,Skill with the sword,
SKILL.UNARMED_COMBAT.FEMALE_NOUN,,Brawler,
SKILL.UNARMED_COMBAT.MALE_NOUN,,Brawler,
SKILL.UNARMED_COMBAT.TOOLTIP,,Skill in unarmed combat,

SKIN.BOAR_HIDE,,Boar,
SKIN.DEER_HIDE,,Deer,
SKIN.DWARF_HIDE,,Dwarf,
SKIN.ELEPHANT_HIDE,,Elephant,
SKIN.HORSE_HIDE,,Horse,

STATUS.ALCOHOL_WITHDRAWL,,Alcohol withdrawl,
STATUS.BLEEDING,,Bleeding,
STATUS.BLINDED,,Blind,
STATUS.DEATH,,Dead,
STATUS.DRUNK,,Drunk,
STATUS.DYING_OF_HUNGER,,Dying of hunger,
STATUS.DYING_OF_THIRST,,Dying of thirst,
STATUS.EXHAUSTED,,Exhausted,
STATUS.INTERNAL_BLEEDING,,Internal bleeding,
STATUS.KNOCKED_UNCONSCIOUS,,Unconscious,
STATUS.LOSS_MAIN_HAND,,Loss of main hand,
STATUS.LOSS_OFF_HAND,,Loss of off hand,
STATUS.MOVEMENT_IMPAIRED,,Impaired movement,
STATUS.ON_FIRE,,On fire,
STATUS.POISONED,,Poisoned,
STATUS.TEMPORARILY_BLINDED,,Temporarily blinded,
STATUS.VERY_HUNGRY,,Very hungry,
STATUS.VERY_THIRSTY,,Very thirsty,

STOCKPILE.GROUP.FOOD,,Food,
STOCKPILE.GROUP.FOOD.TOOLTIP,,Stores harvested fruit and vegetables which can expire.,
STOCKPILE.GROUP.FUEL,,Fuel,
STOCKPILE.GROUP.GRANARY,,Granary,Celeiro
STOCKPILE.GROUP.GRANARY.TOOLTIP,,Stores grains and seeds which will not expire.,
STOCKPILE.GROUP.PRODUCTS,,Products,
STOCKPILE.GROUP.RAW_MATERIALS,,Raw materials,
STOCKPILE.GROUP.SEEDS,,Seeds,
STOCKPILE.GROUP.TOOLS,,Tools,Ferramentas
STOCKPILE.GROUP.TOOLS.TOOLTIP,,Stores tools required for working on jobs.,
STOCKPILE.GROUP.TREASURE,,Treasure,
STOCKPILE.GROUP.WEAPONS,,Weapons,
