KEY,NOTES,ENGLISH,DANISH
NOTIFICATION.FISH_EXHAUSTED.TITLE,,Fish Depopulated,Overfisket
NOTIFICATION.GAME_OVER.DESCRIPTION,,All things must come to an end. Your settlement lies abandoned.,Alting har en ende. Din bosættelse er forladt.
NOTIFICATION.GAME_OVER.TITLE,,Game Over,Spil Ovre
NOTIFICATION.IMMIGRANTS_ARRIVED.DESCRIPTION,,The prosperity of your settlement has attracted a number of new immigrants to boost your population.,Velstanden i jeres bosættelse har tiltrukket en omgang nye migranter til at øge jeres befolkning.
NOTIFICATION.IMMIGRANTS_ARRIVED.TITLE,,Immigration,Indvandring
NOTIFICATION.INVASION.DESCRIPTION,,A raiding party of orcs has arrived. Prepare yourselves! They will attack after preparing for a while.,"En invaderende styrke af orker er ankommet. Forbered jer! De angriber, når de har forberedt sig til det efter et stykke tid."
NOTIFICATION.INVASION.TITLE,,You are being invaded!,Du bliver invaderet!
NOTIFICATION.MINING_COLLAPSE.DESCRIPTION,,An area has caved in due to a lack of pillars and supports.,Et område er styrtet sammen grundet manglende søjler og støtter.
NOTIFICATION.MINING_COLLAPSE.TITLE,,Mining Collapse,Minekollaps
NOTIFICATION.OXIDISATION_DESTRUCTION.DESCRIPTION,,An item or piece of furniture has been destroyed due to prolonged exposure to rain.\nSome materials such as iron and steel should not be left outside for a long period.,En ting eller et møbel er blevet ødelagt grundet længere udsættelse for regn.\nNogle materialer såsom jern og stål bør ikke efterlades udenfor i en længere periode.
NOTIFICATION.OXIDISATION_DESTRUCTION.TITLE,,Rusted Away,Rustet væk
NOTIFICATION.PIRATE_INVASION.DESCRIPTION,,Pirates have arrived! Don't let them steal your stuff!,
NOTIFICATION.PIRATE_INVASION.TITLE,,Pirates!,
NOTIFICATION.ROOFING_COLLAPSE.DESCRIPTION,,A roof has collapsed due to a lack of pillars and supports.,Et tag er kollapset grundet manglende søjler og støtter.
NOTIFICATION.ROOFING_COLLAPSE.TITLE,,Roof Collapsed,Tag kollapset
NOTIFICATION.SETTLER_MENTAL_BREAK.DESCRIPTION,,The gruelling hardship has proven to be too much to handle for {{character}}.,De hårde tider har vist sig at være for meget for {{character}}.
NOTIFICATION.SETTLER_MENTAL_BREAK.TITLE,,Mental Break,Mentalt knæk
NOTIFICATION.SETTLER_STUCK.DESCRIPTION,,"A settler has become stuck, unable to find a drink. Act quickly!",
NOTIFICATION.SETTLER_STUCK.TITLE,,Trapped!,
NOTIFICATION.SETTLER_TANTRUM.DESCRIPTION,,{{character}} has become so unhappy that they are throwing a tantrum!,"{{character}} er blevet så ulykkelig, at vedkommende har fået et raserianfald!"
NOTIFICATION.SETTLER_TANTRUM.TITLE,,Tantrum!,Raserianfald!
NOTIFICATION.TRADER_ARRIVED.DESCRIPTION,,They are heading to your Trading Depot to buy and sell goods.,De er på vej til dit handelsdepot for at købe og sælge varer.
NOTIFICATION.TRADER_ARRIVED.TITLE,,Traders have arrived!,Handelsmænd er ankommet!
NOTIFICATION.TRADER_ARRIVED_NO_DEPOT.DESCRIPTION,,You must construct a Trading Depot to buy and sell goods.,"Du bliver nød til at lave et handelsdepot, før du kan købe og sælge varer."
NOTIFICATION.TRADER_ARRIVED_NO_DEPOT.TITLE,,Traders have arrived!,Handelsmænd er ankommet!

ORE.BAUXITE.ADJECTIVE,,Bauxite,Bauxit
ORE.BAUXITE.NOUN,,Bauxite,Bauxit
ORE.BAUXITE.TOOLTIP,,"Bauxite is the primary ore of aluminium. Unfortunately, a means of aluminium production is yet to be discovered.",Bauxit er den primære aluminiumsmalm. Desværre er metoden til aluminiumsproduktion ikke blevet opdaget endnu.
ORE.BITUMINOUS_COAL.ADJECTIVE,,Bituminous coal,Bituminøst kul
ORE.BITUMINOUS_COAL.NOUN,,Bituminous coal,Bituminøst kul
ORE.BITUMINOUS_COAL.TOOLTIP,,This can be converted into {{ORE.COKE.NOUN}} using a {{FURNITURE.COKE_OVEN}}.,Dette kan konverteres til {{ORE.COKE.NOUN}} ved at bruge en {{FURNITURE.COKE_OVEN}}.
ORE.CASSITERITE.ADJECTIVE,,Cassiterite,Cassiterit
ORE.CASSITERITE.NOUN,,Cassiterite,Cassiterit
ORE.CASSITERITE.TOOLTIP,,An ore that can be smelted to produce {{METAL.TIN.NOUN}}.,"En malm, hvorfra {{METAL.TIN.NOUN}} kan udvindes."
ORE.CHARCOAL.ADJECTIVE,,Charcoal,Trækul
ORE.CHARCOAL.NOUN,,Charcoal,Trækul
ORE.CHARCOAL.TOOLTIP,,{{FUEL.SACK}} produced from wooden {{RESOURCE.LOGS.PLURAL}}.,{{FUEL.SACK}} fremstillet af træ {{RESOURCE.LOGS.PLURAL}}.
ORE.CHRYSOCOLLA.ADJECTIVE,,Chrysocolla,Chrysocolla
ORE.CHRYSOCOLLA.NOUN,,Chrysocolla,Chrysocolla
ORE.CHRYSOCOLLA.TOOLTIP,,"Often confused with turquoise, it is actually an ore of {{METAL.COPPER}}.","Ofte forvekslet med turkis, men er faktisk en {{METAL.COPPER}}malm."
ORE.COKE.ADJECTIVE,,Coke,Coke
ORE.COKE.NOUN,,Coke,Coke
ORE.COKE.TOOLTIP,,A refined form of {{ORE.BITUMINOUS_COAL}} which can be used as {{FUEL.SACK}}.,En raffineret form for {{ORE.BITUMINOUS_COAL}} der kan bruges som {{FUEL.SACK}}.
ORE.GALENA.ADJECTIVE,,Galena,Galena
ORE.GALENA.NOUN,,Galena,Galena
ORE.GALENA.TOOLTIP,,An ore that can be smelted to produce {{METAL.SILVER}}.,En malm hvorfra {{METAL.SILVER}} kan udvindes.
ORE.HEMATITE.ADJECTIVE,,Hematite,Hæmatit
ORE.HEMATITE.NOUN,,Hematite,Hæmatit
ORE.HEMATITE.TOOLTIP,,An ore that can be smelted to produce {{METAL.IRON}}.,En malm hvorfra {{METAL.IRON}} kan udvindes.
ORE.ILMENITE.ADJECTIVE,,Ilmenite,Ilmenit
ORE.ILMENITE.NOUN,,Ilmenite,Ilmenit
ORE.ILMENITE.TOOLTIP,,"Ilmenite is the primary ore of titanium. Unfortunately, a means of titanium production is yet to be discovered.",Ilmenit er den primære malm hvorfra titanium kan udvindes. Desværre er metoden til titaniumproduktion ikke blevet opdaget endnu.
ORE.MALACHITE.ADJECTIVE,,Malachite,Malakit
ORE.MALACHITE.NOUN,,Malachite,Malakit
ORE.MALACHITE.TOOLTIP,,An ore that can be smelted to produce {{METAL.COPPER}}.,En malm hvorfra {{METAL.COPPER}} kan udvindes.
ORE.NATIVE_COPPER.ADJECTIVE,,Native copper,Naturligt kobber
ORE.NATIVE_COPPER.NOUN,,Native copper,Naturligt kobber
ORE.NATIVE_COPPER.TOOLTIP,,Naturally-occuring {{METAL.COPPER}} which must be smelted before use.,"Naturligt forekommende {{METAL.COPPER}} som skal smeltes, før det kan bruges."
ORE.NATIVE_GOLD.ADJECTIVE,,Native gold,Naturligt guld
ORE.NATIVE_GOLD.NOUN,,Native gold,Naturligt guld
ORE.NATIVE_GOLD.TOOLTIP,,Naturally-occuring {{METAL.GOLD}} which must be smelted before use.,"Naturligt forekommende {{METAL.GOLD}} som skal smeltes, før det kan bruges."
ORE.NATIVE_PLATINUM.ADJECTIVE,,Native platinum,Naturligt platin
ORE.NATIVE_PLATINUM.NOUN,,Native platinum,Naturligt platin
ORE.NATIVE_PLATINUM.TOOLTIP,,Naturally-occuring {{METAL.PLATINUM}} which must be smelted before use.,"Naturligt forekommende {{METAL.PLATINUM}} som skal smeltes, før det kan bruges."
ORE.NATIVE_SILVER.ADJECTIVE,,Native silver,Naturligt sølv
ORE.NATIVE_SILVER.NOUN,,Native silver,Naturligt sølv
ORE.NATIVE_SILVER.TOOLTIP,,Naturally-occuring {{METAL.SILVER}} which must be smelted before use.,"Naturligt forekommende {{METAL.SILVER}} som skal smeltes, før det kan bruges."
ORE.POLLUCITE.ADJECTIVE,,Pollucite,Pollucit
ORE.POLLUCITE.NOUN,,Pollucite,Pollucit
ORE.POLLUCITE.TOOLTIP,,"Pollucite is an ore of Caesium, which is currently too dangerous to produce. Particularly crazy dwarven metalsmiths are currently trying to find a reliable method of production.","Pollucit er en cæsiummalm, som i øjeblikket er for farlig at producere. Særligt vanvittige dværgmetalsmede forsøger i øjeblikket at finde en pålidelig produktionsmetode."
ORE.PYRITE.ADJECTIVE,,Fool's gold,Svovlkis
ORE.PYRITE.NOUN,,Fool's gold,Svovlkis
ORE.PYRITE.TOOLTIP,,"Also known as Pyrite, its pale-yellow appearance causes some to mistake it for gold. It has several uses when crushed, but care must be taken as it sparks when struck.","Også kendt som pyrit, får dets lysegule udseende nogle til at forveksle det med guld. Det har flere anvendelsesmuligheder, når det knuses, men der skal udvises forsigtighed, da det gnister, når det rammes."
ORE.THORIUM.ADJECTIVE,,Thorium,Thorium
ORE.THORIUM.NOUN,,Thorium,Thorium
ORE.THORIUM.TOOLTIP,,A silvery metallic ore which turns black when exposed to air. It is strangely warm to the touch.,"En sølvfarvet metalmalm, der bliver sort, når den udsættes for luft. Det er på mærkelig vis varmt at røre ved."
ORE.WOLFRAMITE.ADJECTIVE,,Wolframite,Wolframit
ORE.WOLFRAMITE.NOUN,,Wolframite,Wolframit
ORE.WOLFRAMITE.TOOLTIP,,A metallic ore which complicates the smelting of tin. It has too high a melting point to be smelted with normal processes.,"En metallisk malm, der komplicerer udvindingen af tin. Det har for højt et smeltepunkt, til det kan smelte ved normale processer."

OTHER.ASH,,Charred,Forkullet
OTHER.BRICK.NOUN,,Brick,Mursten
OTHER.CLAY_SOIL.NOUN,,Clay soil,Lerjord
OTHER.GRASS.NOUN,,,Græs

PRIORITY.DISABLED,,Disabled,Slået fra
PRIORITY.HIGHER,,Higher priority,Højere prioritet
PRIORITY.HIGHEST,,Highest priority,Højeste prioritet
PRIORITY.LOWER,,Lower priority,Lavere prioritet
PRIORITY.LOWEST,,Lowest priority,Laveste prioritet
PRIORITY.NORMAL,,Normal priority,Normal prioritet

PRIVACY.OPT_IN.ACCEPT_BUTTON,,I Accept,Jeg accepterer
PRIVACY.OPT_IN.DATA_POINT.1,,• The version of the game client,•Spilklientens version
PRIVACY.OPT_IN.DATA_POINT.2,,• Your options settings,•Dine indstillinger i spillet
PRIVACY.OPT_IN.DATA_POINT.3,,• The status of the game at the time of the crash,•Spillets tilstand på fejl-tidspunktet
PRIVACY.OPT_IN.DESCRIPTION,,"Mountaincore is in active development. To help diagnose and fix bugs, please click ""I Accept"" below to send anonymous crash reports automatically. \n\nThis is made up of only the following data:","Mountaincore er i aktiv udvikling. For at hjælpe med at diagnosticere og reparere fejl, vær venlig at trykke på ""Jeg accepterer"" nedenfor for at sende anonyme fejlrapporter automatisk. \n\nDe består kun af følgende data:"
PRIVACY.OPT_IN.DO_NOT_ACCEPT_BUTTON,,Disable Reporting,Deaktiver rapportering

PRODUCT.ANVIL,,Anvil,Ambolt
PRODUCT.ANVIL.PLURAL,,Anvils,Ambolte
PRODUCT.ANVIL.TOOLTIP,,A large block of metal used to hammer heated metal into shape. Required to construct a {{FURNITURE.FORGE}}.,"En stor blok af metal der bruges til at hamre på og udforme opvarmet metal. Dette kræves, for at kunne konstruere en {{FURNITURE.FORGE}}."
PRODUCT.BARREL.HOOPS,,Barrel hoops,Tøndebånd
PRODUCT.BARREL.HOOPS.TOOLTIP,,Metal hoops used to construct a {{PRODUCT.BARREL.NOUN}}. Also used in some machinery.,Tøndebånd bruges til at konstruere en {{PRODUCT.BARREL.NOUN}}. Anvendes også i noget maskineri.
PRODUCT.BARREL.NOUN,,Barrel,Tønde
PRODUCT.BARREL.PLURAL,,Barrels,Tønder
PRODUCT.BARREL.STAVES,,Barrel staves,Tøndestave
PRODUCT.BARREL.STAVES.TOOLTIP,,Curved wooden planks used to construct a {{PRODUCT.BARREL.NOUN}}.,Buede træplanker der bruges til at konstruere en {{PRODUCT.BARREL.NOUN}}.
PRODUCT.BARREL.TOOLTIP,,A cylindrical container for liquids. The curved shape makes it easier to roll around.,En cylindrisk beholder til væsker. Den buede form gør den lettere at rulle rundt.
PRODUCT.BOWL,A bowl for eating from,Bowl,Skål
PRODUCT.BOWL.DESCRIPTION,E.g. “Bowl of vegetable soup”,Bowl of {{cooking.soup.description}},Skål med {{cooking.soup.description}}
PRODUCT.BOWL.PLURAL,,Bowls,Skåle
PRODUCT.BREAD.DOUGH.NOUN,,Dough,Dej
PRODUCT.BREAD.DOUGH.PLURAL,,Dough,Deje
PRODUCT.BREAD.DOUGH.TOOLTIP,,A mix of ingredients that can be baked into {{PRODUCT.BREAD.LOAF.PLURAL}} using an {{FURNITURE.BAKING_OVEN}}.,En blanding af ingredienser der kan bages i {{PRODUCT.BREAD.LOAF.PLURAL}} ved hjælp af en {{FURNITURE.BAKING_OVEN}}.
PRODUCT.BREAD.LOAF.NOUN,Translations incorrect and need fixing,Bread loaf,En del af et brød
PRODUCT.BREAD.LOAF.PLURAL,Translations incorrect and need fixing,Bread loaves,Flere dele af et brød
PRODUCT.BREAD.LOAF.TOOLTIP,,"Prepared bread, ready to eat!","Tilberedt brød, klar til at spise!"
PRODUCT.BUCKET.NOUN,,Bucket,Spand
PRODUCT.BUCKET.PLURAL,,Buckets,Spande
PRODUCT.BUCKET.TOOLTIP,,A small container used to move liquids around by hand.,En lille beholder beregnet til at flytte væsker rundt med.
PRODUCT.CAULDRON,A large metal pot for cooking (common with Halloween),Cauldron,Kedel
PRODUCT.CAULDRON.PLURAL,,Cauldrons,Kedler
PRODUCT.CAULDRON.TOOLTIP,,"Used by a {{PROFESSION.CHEF}} to prepare soup in a {{ROOMS.KITCHEN}}, where it is then moved to a {{ROOMS.FEASTING_HALL}}.","Bruges af en {{PROFESSION.CHEF}} til at tilberede suppe i et {{ROOMS.KITCHEN}}, hvor den derefter flyttes til en {{ROOMS.FEASTING_HALL}}."
PRODUCT.CHEST.NOUN,,Chest,Kiste
PRODUCT.CHEST.PLURAL,,Chests,Kister
PRODUCT.CHEST.TOOLTIP,,Used to store coins for trading.,Brugt til at lagre mønter til handel.
PRODUCT.LEATHER.NOUN,,Leather,Læder
PRODUCT.LEATHER.PLURAL,,Leather,Flere stykker læder
PRODUCT.LINEN.NOUN,,Linen,Linned
PRODUCT.LINEN.PLURAL,,Linen,Flere stykker linned
PRODUCT.LINEN.TOOLTIP,,"A roll of fabric, primarily used for bedding.",En rulle af stof der primært bruges til sengetøj
PRODUCT.LIQUID.TANK,,Tank,Tank
PRODUCT.LIQUID.TANK.PLURAL,,Tanks,Tanke
PRODUCT.LIQUID.TANK.TOOLTIP,,"This is a metal container used to store liquids, which must be crafted at the {{FURNITURE.FORGE}}.","Dette er en beholder af metal, som bruges til at lagre væsker, der skal laves ved {{FURNITURE.FORGE}}."
PRODUCT.MILLSTONE,,Millstone,Møllesten
PRODUCT.MILLSTONE.PLURAL,,Millstones,Møllesten
PRODUCT.MILLSTONE.TOOLTIP,,Two large stone discs that are ground together to mill harvested crops. Used to construct a {{FURNITURE.FLOUR_MILL}}.,To store stenskiver der bliver gnedet sammen for at male høstede afgrøder. Bruges til at konstruere en {{FURNITURE.FLOUR_MILL}}.
PRODUCT.RATION.DOUGH.NOUN,,Ration dough,Klar dej
PRODUCT.RATION.DOUGH.PLURAL,,Ration dough,Klare deje
PRODUCT.RATION.DOUGH.TOOLTIP,,A mix of ingredients that can be baked into {{PRODUCT.RATION.LOAF.PLURAL}} using an {{FURNITURE.BAKING_OVEN}}.,En blanding af ingredienser der kan laves til {{PRODUCT.RATION.LOAF.PLURAL}} ved at bruge en {{FURNITURE.BAKING_OVEN}}.
PRODUCT.RATION.NOUN,,Ration,Ration
PRODUCT.RATION.PLURAL,,Rations,Rationer
PRODUCT.RATION.TOOLTIP,,"These will last a long time to feed your settlers, but you will need other sources of food as a priority.","Disse kan mætte dine bosættere i lang tid, men du bliver nød til at prioritere andre kilder til mad."
PRODUCT.ROPE.NOUN,,Rope,Reb
PRODUCT.ROPE.PLURAL,,Ropes,Reb
PRODUCT.STONE.GEAR.NOUN,,Gear,Tandhjul
PRODUCT.STONE.GEAR.PLURAL,,Gears,Tandhjul
PRODUCT.STONE.GEAR.TOOLTIP,,Used in the construction of mechanisms.,Bruges til at konstruere mekanismer.
PRODUCT.STONE.PIPE.NOUN,,Pipe,Rør
PRODUCT.STONE.PIPE.PLURAL,,Pipes,Rør
PRODUCT.STONE.PIPE.TOOLTIP,,Used for liquids to flow between tiles underground.,Bruges til at sende væsker imellem felter under jorden.
PRODUCT.WATERSKIN.NOUN,,Waterskin,Drikkeskind
PRODUCT.WATERSKIN.PLURAL,,Waterskins,Drikkeskind
PRODUCT.WOODEN.SHAFT.HORIZONTAL.NOUN,,Horizontal shaft,Horisontal aksel
PRODUCT.WOODEN.SHAFT.HORIZONTAL.PLURAL,,Horizontal shafts,Horisontale aksler
PRODUCT.WOODEN.SHAFT.HORIZONTAL.TOOLTIP,,Used to connect mechanisms which produce and require power.,"Bruges til at forbinde mekanismer, der producerer eller kræver strøm."
PRODUCT.WOODEN.SHAFT.VERTICAL.NOUN,,Vertical shaft,Vertikal aksel
PRODUCT.WOODEN.SHAFT.VERTICAL.PLURAL,,Vertical shafts,Vertikale aksler
PRODUCT.WOODEN.SHAFT.VERTICAL.TOOLTIP,,Used to connect mechanisms which produce and require power.,"Bruges til at forbinde mekanismer, der producerer eller kræver strøm."

PROFESSION.ARTISAN.FEMALE_NOUN,,Artisan,Håndværker
PROFESSION.ARTISAN.MALE_NOUN,,Artisan,Håndværker
PROFESSION.ARTISAN.PLURAL,,Artisans,Håndværkere
PROFESSION.ARTISAN.VERB,,Fabricating,Fabrikerer
PROFESSION.BAKER.VERB,,Baking,Bager
PROFESSION.BLACKSMITH.FEMALE_NOUN,,Blacksmith,Smed
PROFESSION.BLACKSMITH.MALE_NOUN,,Blacksmith,Smed
PROFESSION.BLACKSMITH.PLURAL,,Blacksmiths,Smede
PROFESSION.BLACKSMITH.TOOLTIP,,Crafts items using metal and also produces metal from ore.,Laver genstande af metal og udvinder også metal fra malm.
PROFESSION.BLACKSMITH.VERB,,Forging,Smeder
PROFESSION.BREWER.FEMALE_NOUN,,Brewer,Brygger
PROFESSION.BREWER.MALE_NOUN,,Brewer,Brygger
PROFESSION.BREWER.PLURAL,,Brewers,Bryggere
PROFESSION.BREWER.TOOLTIP,,Produces beer in a {{ROOMS.BREWERY}}.,Producerer øl i et {{ROOMS.BREWERY}}.
PROFESSION.BREWER.VERB,,Brewing,Brygger
PROFESSION.CARPENTER.FEMALE_NOUN,,Carpenter,Tømrer
PROFESSION.CARPENTER.MALE_NOUN,,Carpenter,Tømrer
PROFESSION.CARPENTER.PLURAL,,Carpenters,Tømrere
PROFESSION.CARPENTER.TOOLTIP,,Creates wooden furniture and items.,Laver træmøbler og genstande.
PROFESSION.CARPENTER.VERB,,Crafting,Udfører håndværk
PROFESSION.CHEF.FEMALE_NOUN,,Chef,Kok
PROFESSION.CHEF.MALE_NOUN,,Chef,Kok
PROFESSION.CHEF.PLURAL,,Chefs,Kokke
PROFESSION.CHEF.TOOLTIP,,Prepares all of the food to be consumed by your settlers.,"Tilbereder al den mad, der bliver indtaget af dine bosættere."
PROFESSION.CHEF.VERB,,Cooking,Kokkererer
PROFESSION.DESCRIPTION,,{{skillLevelDescription.adjective}} {{profession.noun}},{{skillLevelDescription.adjective}} {{profession.noun}}
PROFESSION.FARMER.FEMALE_NOUN,,Farmer,Landmand
PROFESSION.FARMER.MALE_NOUN,,Farmer,Landmand
PROFESSION.FARMER.PLURAL,,Farmers,Landmænd
PROFESSION.FARMER.TOOLTIP,,"Plants, tends and harvests crops.","Planter, ser til og høster afgrøder."
PROFESSION.FARMER.VERB,,Farming,Landbrug
PROFESSION.FISHER.FEMALE_NOUN,This could be “fisherman” and “fisherwoman”,Fisher,Fisker
PROFESSION.FISHER.MALE_NOUN,,Fisher,Fisker
PROFESSION.FISHER.TOOLTIP,,Catches fish from bodies of water for use as food and resources.,Fanger fisk fra vandområder til brug som fødevarer og ressourcer.
PROFESSION.FISHER.VERB,,Fishing,Fisker
PROFESSION.HUNTER.FEMALE_NOUN,This could be “huntsman” and “huntress”,Hunter,Jæger
PROFESSION.HUNTER.MALE_NOUN,,Hunter,Jæger
PROFESSION.HUNTER.TOOLTIP,,Tracks and kills wild animals for their meat and pelts.,Sporer og dræber vilde dyr for deres kød og skind.
PROFESSION.HUNTER.VERB,,Hunting,Jager
PROFESSION.LEATHERWORKER.FEMALE_NOUN,,Leatherworker,Læderarbejder
PROFESSION.LEATHERWORKER.MALE_NOUN,,Leatherworker,Læderarbejder
PROFESSION.LEATHERWORKER.PLURAL,,Leatherworkers,Læderarbejdere
PROFESSION.LEATHERWORKER.TOOLTIP,,Treats the hides of creatures to produce leather goods.,Behandler dyrs huder for at producere genstande af læder.
PROFESSION.LEATHERWORKER.VERB,,Leatherworking,Læderarbejde
PROFESSION.MAYOR.FEMALE_NOUN,"In English at least, “mayoress” is incorrect",Mayor,Borgmester
PROFESSION.MAYOR.MALE_NOUN,,Mayor,Borgmester
PROFESSION.MAYOR.VERB,,Governing,Styrer
PROFESSION.MERCHANT.FEMALE_NOUN,,Merchant,Købmand
PROFESSION.MERCHANT.MALE_NOUN,,Merchant,Købmand
PROFESSION.MERCHANT.VERB,,Trading,Handler
PROFESSION.MILLER.VERB,"Not a fully implemented profession, just used to describe “Milling flour”",Milling,Maler
PROFESSION.MINER.FEMALE_NOUN,,Miner,Minearbejder
PROFESSION.MINER.MALE_NOUN,,Miner,Minearbejder
PROFESSION.MINER.PLURAL,,Miners,Minearbejdere
PROFESSION.MINER.TOOLTIP,,Excavates new areas using a {{TOOL.PICKAXE}}.,Udgraver nye områder ved hjælp af en {{TOOL.PICKAXE}}.
PROFESSION.MINER.VERB,,Mining,Minedrifter
PROFESSION.NOBLE.FEMALE_NOUN,,Noble,Adelskvinde
PROFESSION.NOBLE.MALE_NOUN,,Noble,Adelsmand
PROFESSION.NOBLE.TOOLTIP,,"Nobles do not fulfil jobs in the same way as common settlers, but bring fame and prestige to your settlement.","Adlen opfylder ikke jobs på samme måde som almindelige bosættere, men bringer berømmelse og prestige til din bosættelse."
PROFESSION.NOBLE.VERB,,Reigning,Regerer
PROFESSION.PIRATE.FEMALE_NOUN,,Pirate,
PROFESSION.PIRATE.MALE_NOUN,,Pirate,
PROFESSION.PIRATE.VERB,,Pilfering,
PROFESSION.RUNESMITH.FEMALE_NOUN,from “runes” and “blacksmith”,Runesmith,Runesmed
PROFESSION.RUNESMITH.MALE_NOUN,"This is an invented term for the game, but should be derived",Runesmith,Runesmed
PROFESSION.RUNESMITH.TOOLTIP,,"Enchants weapons, armour and items with magical runes to boost their abilities.","Fortryller våben, rustninger og genstande med magiske runer, for at øge deres evner."
PROFESSION.RUNESMITH.VERB,,Enchanting,Fortryller
PROFESSION.SKILL_LEVEL.1,,Neophyte,Neofyt
PROFESSION.SKILL_LEVEL.1.TOOLTIP,,An absolute beginner with little to no experience.,Så absolut en begynder med meget lidt erfaring.
PROFESSION.SKILL_LEVEL.2,,Novice,Nybegynder
PROFESSION.SKILL_LEVEL.2.TOOLTIP,,They only understand the basics of their craft.,De forstår kun det basale i deres fag.
PROFESSION.SKILL_LEVEL.3,,Apprentice,Lærling
PROFESSION.SKILL_LEVEL.3.TOOLTIP,,"Though they are becoming skilled, there is still a lot of experience to be earned.","De er ved at være god til faget, men der er stadig meget at lære."
PROFESSION.SKILL_LEVEL.4,,Journeyman,Svend
PROFESSION.SKILL_LEVEL.4.TOOLTIP,,"No longer an apprentice, they have reasonable skill in their given craft.",De er ikke længere lærling og har rimelige færdigheder i deres fag.
PROFESSION.SKILL_LEVEL.5,,Adept,Dygtig
PROFESSION.SKILL_LEVEL.5.TOOLTIP,,They are well-skilled but still have further heights that can be reached.,"De er godt øvet, men har stadig mere at lære."
PROFESSION.SKILL_LEVEL.6,,Skilled,Ret dygtig
PROFESSION.SKILL_LEVEL.6.TOOLTIP,,"Very skilled in their craft, they are now more than competent.",Meget dygtig til deres fag og kan betragtes som mere end kompetent.
PROFESSION.SKILL_LEVEL.7,,Expert,Ekspert
PROFESSION.SKILL_LEVEL.7.TOOLTIP,,There is little that the expert does not know of their respective field.,"Der er lidt, denne ekspert ikke ved om deres respektive fag."
PROFESSION.SKILL_LEVEL.8,,Master,Mester
PROFESSION.SKILL_LEVEL.8.TOOLTIP,,"Beyond even an expert, they are truly a master of their craft.",Selv bedre end en ekspert er de i sandhed en mester til deres fag.
PROFESSION.SKILL_LEVEL.9,,Grandmaster,Stormester
PROFESSION.SKILL_LEVEL.9.TOOLTIP,,There is nobody more skilled in their craft than a grandmaster.,Der er ingen dygtigere til deres fag end en stormester.
PROFESSION.STONEMASON.FEMALE_NOUN,,Stonemason,Stenhugger
PROFESSION.STONEMASON.MALE_NOUN,,Stonemason,Stenhugger
PROFESSION.STONEMASON.PLURAL,,Stonemasons,Stenhuggere
PROFESSION.STONEMASON.TOOLTIP,,Crafts furniture and items from stone.,Laver møbler og genstande af sten.
PROFESSION.STONEMASON.VERB,,Sculpting,Modellerer
PROFESSION.VILLAGER.FEMALE_NOUN,,Hauler,Landsbyboer
PROFESSION.VILLAGER.MALE_NOUN,,Hauler,Landsbyboer
PROFESSION.VILLAGER.TOOLTIP,,This settler does not have any specific professions and will fulfil any mundane tasks like hauling items.,Denne bosætter har ingen specifikke hverv og vil udføre en hvilken som helst opgave såsom at fragte genstande.
PROFESSION.VILLAGER.VERB,,Working,Arbejder
PROFESSION.WEAVER.FEMALE_NOUN,,Weaver,Væver
PROFESSION.WEAVER.MALE_NOUN,,Weaver,Væver
PROFESSION.WEAVER.PLURAL,,Weavers,Vævere
PROFESSION.WEAVER.TOOLTIP,,Processes materials into clothing and other fabrics.,Laver materialer om til tøj og andre stoffer.
PROFESSION.WEAVER.VERB,,Weaving,Vævning
PROFESSION.WOODCUTTER.FEMALE_NOUN,This could be “lumberjack” and “lumberjane”,Woodcutter,Skovhugger
PROFESSION.WOODCUTTER.MALE_NOUN,,Woodcutter,Skovhugger
PROFESSION.WOODCUTTER.PLURAL,,Woodcutters,Skovhuggere
PROFESSION.WOODCUTTER.TOOLTIP,,Cuts down trees as lumber that can be used in a {{ROOMS.SAWMILL}}.,"Fælder træer som tømmer, der kan bruges i en {{ROOMS.SAWMILL}}."
PROFESSION.WOODCUTTER.VERB,,Chopping,Hugger

QUOTA.FIXED_AMOUNT,,in total,total
QUOTA.PER_SETTLER,,per settler,per bosætter

RACE.BOAR.NOUN,,Wild boar,Vildt vildsvin
RACE.CARP.NOUN,,Carp,Karpe
RACE.DEER.FEMALE_NOUN,,Doe,Dådyr
RACE.DEER.MALE_NOUN,,Stag,Hjort
RACE.DEER.TOOLTIP,,A deer is a non-threatening herbivore which will flee at any sign of danger,"Et dådyr er en fredelige planteæder, som flygter ved ethvert tegn på fare."
RACE.DWARF.FEMALE_ADJECTIVE,,Dwarven,Dværg
RACE.DWARF.FEMALE_NOUN,,Dwarf,Dværg
RACE.DWARF.FEMALE_PLURAL,,Dwarves,Dværge
RACE.DWARF.MALE_ADJECTIVE,,Dwarven,Dværg
RACE.DWARF.MALE_NOUN,The male and female forms are only for languages that need them,Dwarf,Dværg
RACE.DWARF.MALE_PLURAL,Note that I'm going with Tolkein's spelling of “dwarves” rather than “dwarfs”,Dwarves,Dværge
RACE.DWARF.TOOLTIP,,Dwarves are short and stocky humanoids. They are masters of working with stone and metal. Most dwarves distrust the sky and prefer to stay underground.,Dværge er korte og 'tætte' humanoider. De er mestre i at arbejde med sten og metal. De fleste dværge nærer mistillid til himlen og foretrækker at blive under jorden.
RACE.ELEPHANT.NOUN,,Elephant,Elefant
RACE.FOX.FEMALE_NOUN,,Vixen,Ræv
RACE.FOX.MALE_NOUN,,Fox,Ræv
