KEY,NOTES,ENGLISH,JAPANESE
PRODUCT.CAULDRON.TOOLTIP,,"Used by a {{PROFESSION.CHEF}} to prepare soup in a {{ROOMS.KITCHEN}}, where it is then moved to a {{ROOMS.FEASTING_HALL}}.",{{PROFESSION.CHEF}}が{{ROOMS.KITCHEN}}でスープを作るために使います。また、そのまま{{ROOMS.FEASTING_HALL}}に持ち運ぶこともできます。
PRODUCT.CHEST.NOUN,,Chest,
PRODUCT.CHEST.PLURAL,,Chests,
PRODUCT.CHEST.TOOLTIP,,Used to store coins for trading.,
PRODUCT.LEATHER.NOUN,,Leather,
PRODUCT.LEATHER.PLURAL,,Leather,
PRODUCT.LINEN.NOUN,,Linen,リネン
PRODUCT.LINEN.PLURAL,,Linen,リネン
PRODUCT.LINEN.TOOLTIP,,"A roll of fabric, primarily used for bedding.",
PRODUCT.LIQUID.TANK,,Tank,タンク
PRODUCT.LIQUID.TANK.PLURAL,,Tanks,
PRODUCT.LIQUID.TANK.TOOLTIP,,"This is a metal container used to store liquids, which must be crafted at the {{FURNITURE.FORGE}}.",液体を保存するための金属製の容器です。{{FURNITURE.FORGE}}で製作します。
PRODUCT.MILLSTONE,,Millstone,挽き臼
PRODUCT.MILLSTONE.PLURAL,,Millstones,
PRODUCT.MILLSTONE.TOOLTIP,,Two large stone discs that are ground together to mill harvested crops. Used to construct a {{FURNITURE.FLOUR_MILL}}.,収穫した作物を粉にするために必要な、大きな石の円盤をふたつ重ね合わせたものです。{{FURNITURE.FLOUR_MILL}}の建設に使用します。
PRODUCT.RATION.DOUGH.NOUN,,Ration dough,
PRODUCT.RATION.DOUGH.PLURAL,,Ration dough,
PRODUCT.RATION.DOUGH.TOOLTIP,,A mix of ingredients that can be baked into {{PRODUCT.RATION.LOAF.PLURAL}} using an {{FURNITURE.BAKING_OVEN}}.,
PRODUCT.RATION.NOUN,,Ration,携帯食
PRODUCT.RATION.PLURAL,,Rations,携帯食
PRODUCT.RATION.TOOLTIP,,"These will last a long time to feed your settlers, but you will need other sources of food as a priority.",これらは長期にわたって入植者のとりあえずの食料として使えますが、しかし他の食料源を確保することを優先した方がよいでしょう。
PRODUCT.ROPE.NOUN,,Rope,ロープ
PRODUCT.ROPE.PLURAL,,Ropes,ロープ
PRODUCT.STONE.GEAR.NOUN,,Gear,ギア
PRODUCT.STONE.GEAR.PLURAL,,Gears,ギア
PRODUCT.STONE.GEAR.TOOLTIP,,Used in the construction of mechanisms.,器械設備の構築に用いられます。
PRODUCT.STONE.PIPE.NOUN,,Pipe,配管
PRODUCT.STONE.PIPE.PLURAL,,Pipes,配管
PRODUCT.STONE.PIPE.TOOLTIP,,Used for liquids to flow between tiles underground.,タイルの地下に水などの液体を流すために使います。
PRODUCT.WATERSKIN.NOUN,,Waterskin,
PRODUCT.WATERSKIN.PLURAL,,Waterskins,
PRODUCT.WOODEN.SHAFT.HORIZONTAL.NOUN,,Horizontal shaft,シャフト(水平)
PRODUCT.WOODEN.SHAFT.HORIZONTAL.PLURAL,,Horizontal shafts,シャフト(水平)
PRODUCT.WOODEN.SHAFT.HORIZONTAL.TOOLTIP,,Used to connect mechanisms which produce and require power.,動力源と動力を必要とする設備を結ぶために使います。
PRODUCT.WOODEN.SHAFT.VERTICAL.NOUN,,Vertical shaft,シャフト(垂直)
PRODUCT.WOODEN.SHAFT.VERTICAL.PLURAL,,Vertical shafts,シャフト(垂直)
PRODUCT.WOODEN.SHAFT.VERTICAL.TOOLTIP,,Used to connect mechanisms which produce and require power.,動力源と動力を必要とする設備を結ぶために使います。

PROFESSION.ARTISAN.FEMALE_NOUN,,Artisan,
PROFESSION.ARTISAN.MALE_NOUN,,Artisan,
PROFESSION.ARTISAN.PLURAL,,Artisans,
PROFESSION.ARTISAN.VERB,,Fabricating,
PROFESSION.BAKER.VERB,,Baking,パンを焼いている
PROFESSION.BLACKSMITH.FEMALE_NOUN,,Blacksmith,鍛冶師
PROFESSION.BLACKSMITH.MALE_NOUN,,Blacksmith,鍛冶師
PROFESSION.BLACKSMITH.PLURAL,,Blacksmiths,
PROFESSION.BLACKSMITH.TOOLTIP,,Crafts items using metal and also produces metal from ore.,鉱石を製錬して金属にし、金属を材料にしてアイテムを作ります。
PROFESSION.BLACKSMITH.VERB,,Forging,鍛造している
PROFESSION.BREWER.FEMALE_NOUN,,Brewer,醸造家
PROFESSION.BREWER.MALE_NOUN,,Brewer,醸造家
PROFESSION.BREWER.PLURAL,,Brewers,
PROFESSION.BREWER.TOOLTIP,,Produces beer in a {{ROOMS.BREWERY}}.,{{ROOMS.BREWERY}}でビールを造ります。
PROFESSION.BREWER.VERB,,Brewing,醸造している
PROFESSION.CARPENTER.FEMALE_NOUN,,Carpenter,大工
PROFESSION.CARPENTER.MALE_NOUN,,Carpenter,大工
PROFESSION.CARPENTER.PLURAL,,Carpenters,
PROFESSION.CARPENTER.TOOLTIP,,Creates wooden furniture and items.,木製の家具やアイテムを作成します。
PROFESSION.CARPENTER.VERB,,Crafting,製作している
PROFESSION.CHEF.FEMALE_NOUN,,Chef,料理人
PROFESSION.CHEF.MALE_NOUN,,Chef,料理人
PROFESSION.CHEF.PLURAL,,Chefs,
PROFESSION.CHEF.TOOLTIP,,Prepares all of the food to be consumed by your settlers.,入植者たちの食を一手に担います。
PROFESSION.CHEF.VERB,,Cooking,調理している
PROFESSION.DESCRIPTION,,{{skillLevelDescription.adjective}} {{profession.noun}},
PROFESSION.FARMER.FEMALE_NOUN,,Farmer,農夫
PROFESSION.FARMER.MALE_NOUN,,Farmer,農夫
PROFESSION.FARMER.PLURAL,,Farmers,農夫
PROFESSION.FARMER.TOOLTIP,,"Plants, tends and harvests crops.",作物を植え、害虫から守り、収穫します。
PROFESSION.FARMER.VERB,,Farming,耕作している
PROFESSION.FISHER.FEMALE_NOUN,This could be “fisherman” and “fisherwoman”,Fisher,漁師
PROFESSION.FISHER.MALE_NOUN,,Fisher,漁師
PROFESSION.FISHER.TOOLTIP,,Catches fish from bodies of water for use as food and resources.,水中から魚を捕まえ、食料や資源として活用します。
PROFESSION.FISHER.VERB,,Fishing,釣りをしている
PROFESSION.HUNTER.FEMALE_NOUN,This could be “huntsman” and “huntress”,Hunter,狩人
PROFESSION.HUNTER.MALE_NOUN,,Hunter,狩人
PROFESSION.HUNTER.TOOLTIP,,Tracks and kills wild animals for their meat and pelts.,肉や皮を得るために野生動物を追い、殺します。
PROFESSION.HUNTER.VERB,,Hunting,狩りをしている
PROFESSION.LEATHERWORKER.FEMALE_NOUN,,Leatherworker,
PROFESSION.LEATHERWORKER.MALE_NOUN,,Leatherworker,
PROFESSION.LEATHERWORKER.PLURAL,,Leatherworkers,
PROFESSION.LEATHERWORKER.TOOLTIP,,Treats the hides of creatures to produce leather goods.,
PROFESSION.LEATHERWORKER.VERB,,Leatherworking,
PROFESSION.MAYOR.FEMALE_NOUN,"In English at least, “mayoress” is incorrect",Mayor,長
PROFESSION.MAYOR.MALE_NOUN,,Mayor,長
PROFESSION.MAYOR.VERB,,Governing,統治している
PROFESSION.MERCHANT.FEMALE_NOUN,,Merchant,商人
PROFESSION.MERCHANT.MALE_NOUN,,Merchant,商人
PROFESSION.MERCHANT.VERB,,Trading,取引している
PROFESSION.MILLER.VERB,"Not a fully implemented profession, just used to describe “Milling flour”",Milling,粉を挽いている
PROFESSION.MINER.FEMALE_NOUN,,Miner,鉱夫
PROFESSION.MINER.MALE_NOUN,,Miner,鉱夫
PROFESSION.MINER.PLURAL,,Miners,
PROFESSION.MINER.TOOLTIP,,Excavates new areas using a {{TOOL.PICKAXE}}.,{{TOOL.PICKAXE}}を使い岩盤を掘ります。
PROFESSION.MINER.VERB,,Mining,採掘している
PROFESSION.NOBLE.FEMALE_NOUN,,Noble,貴族
PROFESSION.NOBLE.MALE_NOUN,,Noble,貴族
PROFESSION.NOBLE.TOOLTIP,,"Nobles do not fulfil jobs in the same way as common settlers, but bring fame and prestige to your settlement.",貴族は平民の入植者と同様の労働を行いませんが、あなたの入植地に名声と威信をもたらします。
PROFESSION.NOBLE.VERB,,Reigning,君臨している
PROFESSION.RUNESMITH.FEMALE_NOUN,from “runes” and “blacksmith”,Runesmith,ルーンスミス
PROFESSION.RUNESMITH.MALE_NOUN,"This is an invented term for the game, but should be derived",Runesmith,ルーンスミス
PROFESSION.RUNESMITH.TOOLTIP,,"Enchants weapons, armour and items with magical runes to boost their abilities.",武器、防具、その他のアイテムに魔法のルーンでエンチャントを施し、それらを強化します。
PROFESSION.RUNESMITH.VERB,,Enchanting,エンチャントしている
PROFESSION.SKILL_LEVEL.1,,Neophyte,
PROFESSION.SKILL_LEVEL.1.TOOLTIP,,An absolute beginner with little to no experience.,
PROFESSION.SKILL_LEVEL.2,,Novice,
PROFESSION.SKILL_LEVEL.2.TOOLTIP,,They only understand the basics of their craft.,
PROFESSION.SKILL_LEVEL.3,,Apprentice,
PROFESSION.SKILL_LEVEL.3.TOOLTIP,,"Though they are becoming skilled, there is still a lot of experience to be earned.",
PROFESSION.SKILL_LEVEL.4,,Journeyman,
PROFESSION.SKILL_LEVEL.4.TOOLTIP,,"No longer an apprentice, they have reasonable skill in their given craft.",
PROFESSION.SKILL_LEVEL.5,,Adept,
PROFESSION.SKILL_LEVEL.5.TOOLTIP,,They are well-skilled but still have further heights that can be reached.,
PROFESSION.SKILL_LEVEL.6,,Skilled,
PROFESSION.SKILL_LEVEL.6.TOOLTIP,,"Very skilled in their craft, they are now more than competent.",
PROFESSION.SKILL_LEVEL.7,,Expert,
PROFESSION.SKILL_LEVEL.7.TOOLTIP,,There is little that the expert does not know of their respective field.,
PROFESSION.SKILL_LEVEL.8,,Master,
PROFESSION.SKILL_LEVEL.8.TOOLTIP,,"Beyond even an expert, they are truly a master of their craft.",
PROFESSION.SKILL_LEVEL.9,,Grandmaster,
PROFESSION.SKILL_LEVEL.9.TOOLTIP,,There is nobody more skilled in their craft than a grandmaster.,
PROFESSION.STONEMASON.FEMALE_NOUN,,Stonemason,石工
PROFESSION.STONEMASON.MALE_NOUN,,Stonemason,石工
PROFESSION.STONEMASON.PLURAL,,Stonemasons,
PROFESSION.STONEMASON.TOOLTIP,,Crafts furniture and items from stone.,石から建築物やアイテムを作ります。
PROFESSION.STONEMASON.VERB,,Sculpting,石を加工している
PROFESSION.VILLAGER.FEMALE_NOUN,,Villager,村人
PROFESSION.VILLAGER.MALE_NOUN,,Villager,村人
PROFESSION.VILLAGER.TOOLTIP,,This settler does not have any specific professions and will fulfil any mundane tasks like hauling items.,この入植者は特定の役割を持ちませんが、アイテムを運搬するなどの誰でもできるような仕事を果たします。
PROFESSION.VILLAGER.VERB,,Working,働いている
PROFESSION.WEAVER.FEMALE_NOUN,,Weaver,
PROFESSION.WEAVER.MALE_NOUN,,Weaver,
PROFESSION.WEAVER.PLURAL,,Weavers,
PROFESSION.WEAVER.TOOLTIP,,Processes materials into clothing and other fabrics.,
PROFESSION.WEAVER.VERB,,Weaving,
PROFESSION.WOODCUTTER.FEMALE_NOUN,This could be “lumberjack” and “lumberjane”,Woodcutter,木こり
PROFESSION.WOODCUTTER.MALE_NOUN,,Woodcutter,木こり
PROFESSION.WOODCUTTER.PLURAL,,Woodcutters,
PROFESSION.WOODCUTTER.TOOLTIP,,Cuts down trees as lumber that can be used in a {{ROOMS.SAWMILL}}.,木を伐採し、{{ROOMS.SAWMILL}}で使用できる木材にします。
PROFESSION.WOODCUTTER.VERB,,Chopping,伐採する

QUOTA.FIXED_AMOUNT,,in total,総所持数
QUOTA.PER_SETTLER,,per settler,入植者1名あたり

RACE.BOAR.NOUN,,Wild boar,イノシシ
RACE.CARP.NOUN,,Carp,コイ
RACE.DEER.FEMALE_NOUN,,Doe,シカ
RACE.DEER.MALE_NOUN,,Stag,シカ
RACE.DEER.TOOLTIP,,A deer is a non-threatening herbivore which will flee at any sign of danger,シカは無害な草食動物です。危険を察知すると逃亡します。
RACE.DWARF.FEMALE_ADJECTIVE,,Dwarven,ドワーフの
RACE.DWARF.FEMALE_NOUN,,Dwarf,ドワーフ
RACE.DWARF.FEMALE_PLURAL,,Dwarves,ドワーフたち
RACE.DWARF.MALE_ADJECTIVE,,Dwarven,ドワーフの
RACE.DWARF.MALE_NOUN,The male and female forms are only for languages that need them,Dwarf,ドワーフ
RACE.DWARF.MALE_PLURAL,Note that I'm going with Tolkein's spelling of “dwarves” rather than “dwarfs”,Dwarves,ドワーフたち
RACE.DWARF.TOOLTIP,,Dwarves are short and stocky humanoids. They are masters of working with stone and metal. Most dwarves distrust the sky and prefer to stay underground.,ドワーフは背が低く、がっしりとした体型の亜人種です。石や金属の加工に長けています。ほとんどのドワーフは空の下にいることを喜ばず、また好んで地下に潜ります。
RACE.ELEPHANT.NOUN,,Elephant,ゾウ
RACE.FOX.FEMALE_NOUN,,Vixen,キツネ
RACE.FOX.MALE_NOUN,,Fox,キツネ
RACE.FUNGOLEM,,Fungolem,
RACE.HORSE.NOUN,,Horse,
RACE.ORC.MALE_ADJECTIVE,,Orcish,
RACE.ORC.MALE_NOUN,Orcs are only male,Orc,
RACE.PERCH.NOUN,,Perch,パーチ
RACE.PIKE.NOUN,,Pike,マス
RACE.SPIDER,,Spider,
RACE.UNDEAD_DWARF,,Undead dwarf,
RACE.WURM,,Wurm,

RESOURCE.BONE.LARGE.NOUN,,Large Bone,
RESOURCE.BONE.LARGE.PLURAL,,Large Bones,
RESOURCE.BONE.MEDIUM.NOUN,,Medium Bone,
RESOURCE.BONE.MEDIUM.PLURAL,,Medium Bones,
RESOURCE.BONE.SMALL.NOUN,,Small Bone,
RESOURCE.BONE.SMALL.PLURAL,,Small Bones,
RESOURCE.FLOUR.SACK.NOUN,,Flour,穀粉
RESOURCE.FLOUR.SACK.PLURAL,,Flour,穀粉
RESOURCE.FLOUR.SACK.TOOLTIP,,Grain that has been milled into a fine powder ready to be used as an ingredient in the production of food.,穀粉は食品として利用するために粉末にされた穀物です。
RESOURCE.GEMS.UNREFINED.NOUN,,Uncut gem,原石
RESOURCE.GEMS.UNREFINED.PLURAL,,Uncut gems,原石
RESOURCE.GEMS.UNREFINED.TOOLTIP,,A hunk of rock containing gems ready to be cut and polished.,宝石の混ざった岩石の塊です。カットしたり磨いたりする必要があります。
RESOURCE.GRAIN.SACK.NOUN,,Grain (sack),穀物(袋入り)
RESOURCE.GRAIN.SACK.PLURAL,,Grain (sack),穀物(袋入り)
RESOURCE.HEMP.BUNDLE.NOUN,,Hemp bundle,麻の束
RESOURCE.HEMP.BUNDLE.PLURAL,,Hemp bundles,麻の束
RESOURCE.HEMP.FIBRE.BUNDLE.NOUN,,Hemp fibre bundle,麻繊維の束
RESOURCE.HEMP.FIBRE.BUNDLE.PLURAL,,Hemp fibre bundles,麻繊維の束
RESOURCE.LOGS.NOUN,,Log,丸太
RESOURCE.LOGS.PLURAL,,Logs,丸太
RESOURCE.LOGS.TOOLTIP,,"Sections of a tree that are most commonly prepared into {{RESOURCE.PLANKS.PLURAL}}, but have other uses as well.",{{RESOURCE.PLANKS.PLURAL}}の材料となる丸太です。あるいは加工せず使われることもあります。
RESOURCE.METAL.BLOOM.NOUN,,Bloom,地金
RESOURCE.METAL.BLOOM.PLURAL,,Blooms,地金
RESOURCE.METAL.BLOOM.TOOLTIP,,A lump of metal mixed with slag which must be hammered into a usable form.,不純物の混じった金属のかたまりです。何かに利用するには、鍛冶台で叩いて不純物を取り除く必要があります。
RESOURCE.METAL.INGOT.NOUN,,Ingot,インゴット
RESOURCE.METAL.INGOT.PLURAL,,Ingots,インゴット
RESOURCE.METAL.INGOT.TOOLTIP,,"Refined metal blocks, ready to be used as a crafting ingredient.",精錬された金属のかたまりです。アイテムの材料として使用できます。
RESOURCE.METAL.PLATE.NOUN,,Plate,板金
RESOURCE.METAL.PLATE.PLURAL,,Plates,板金
RESOURCE.METAL.PLATE.TOOLTIP,,"Large, flat plates that are used in some of the larger machinery.",大型器械の建材として使われる、大きな板金です。
RESOURCE.MUSHROOM.LOG.NOUN,,Mushroom log,キノコ原木
RESOURCE.MUSHROOM.LOG.PLURAL,,Mushroom logs,キノコ原木
RESOURCE.MUSHROOM.LOG.TOOLTIP,,A log that has been infused with {{INGREDIENT.MUSHROOM.SPAWN.NOUN}}. The body of the log itself is where the mushrooms draw nutrients from. It requires dousing in a {{FURNITURE.MUSHROOM_SHOCK_TANK}} after becoming fully innoculated.,原木に{{INGREDIENT.MUSHROOM.SPAWN.NOUN}}を注入したものです。原木はキノコの栄養分になります。注入後、キノコの発生を促すには一度{{FURNITURE.MUSHROOM_SHOCK_TANK}}に浸す必要があります。
RESOURCE.MUSHROOM.LUMBER.NOUN,,Mushroom log,巨大キノコの茎
RESOURCE.MUSHROOM.LUMBER.PLURAL,,Mushroom logs,巨大キノコの茎
RESOURCE.MUSHROOM.LUMBER.TOOLTIP,,Sections of a giant mushroom that can be used in the same way as wooden {{RESOURCE.LOGS.PLURAL}}.,{{RESOURCE.LOGS.PLURAL}}と同じように使用できる巨大キノコの茎です。
RESOURCE.ORE.CRUSHED.NOUN,,Crushed ore,砕いた鉱石
RESOURCE.ORE.CRUSHED.PLURAL,,Crushed ore,砕いた鉱石
RESOURCE.ORE.CRUSHED.TOOLTIP,,"A metallic sand created by breaking down raw metal ore, ready for use in a {{FURNITURE.BLOOMERY_FURNACE}}.",金属成分の混ざった岩を砕いて砂利ほどの大きにしたもので、{{FURNITURE.BLOOMERY_FURNACE}}に投入することができます。
RESOURCE.ORE.UNREFINED.NOUN,,Ore,鉱石
RESOURCE.ORE.UNREFINED.PLURAL,,Ore,鉱石
RESOURCE.ORE.UNREFINED.TOOLTIP,,Stone that contains metallic ores which can be processed into usable metal.,金属成分を含んだ岩です。加工することで金属として利用できるようになります。
RESOURCE.PLANKS.NOUN,,Plank,厚板
RESOURCE.PLANKS.PLURAL,,Planks,厚板
RESOURCE.PLANKS.TOOLTIP,,Sections of wood of a fixed size so they can be easily used in constructions and crafting.,建築や工作に使うために、均一な寸法に切りそろえられた木材です。
RESOURCE.SHOCKED.MUSHROOM.LOG.NOUN,,Mushroom log,キノコ原木
RESOURCE.SHOCKED.MUSHROOM.LOG.PLURAL,,Mushroom logs,キノコ原木
RESOURCE.SHOCKED.MUSHROOM.LOG.TOOLTIP,,This mushroom-infused log has been “shocked” in water to encourage the mushrooms to develop and should produce a harvest soon.,この原木は外部からの刺激でキノコの発生を促すために水に漬けられており、収穫期が早まります。
RESOURCE.STONE.BLOCK.NOUN,,Block,ブロック
RESOURCE.STONE.BLOCK.PLURAL,,Blocks,ブロック
RESOURCE.STONE.BLOCK.TOOLTIP,,Stone that has been shaped into a cube so that it can be easily used in construction or crafting.,建築や工作に使いやすいよう、キューブ状に切り分けられた石です。
RESOURCE.STONE.UNREFINED.NOUN,,Rough stone boulder,岩
RESOURCE.STONE.UNREFINED.PLURAL,,Rough stone boulders,岩
RESOURCE.STONE.UNREFINED.TOOLTIP,,A huge piece of stone that must be chiselled into a more useful shape by a {{PROFESSION.STONEMASON}}.,巨大な石です。何かに利用するには{{PROFESSION.STONEMASON}}で石材に整えなければなりません。
RESOURCE.WHEAT.SACK.NOUN,,Wheat (sack),小麦(袋入り)
RESOURCE.WHEAT.SACK.PLURAL,,Wheat (sack),小麦(袋入り)
RESOURCE.WHEAT.SACK.TOOLTIP,,Sacks of wheat are harvested from farm plots sown with wheat seeds.,

ROOMS.ARMOURY,,Armoury,武器製造所
ROOMS.ARMOURY.TOOLTIP,,Weapons and armour are created here.,武器や防具を作成します。
ROOMS.ARTISAN_WORKSHOP,,Artisan workshop,
ROOMS.ARTISAN_WORKSHOP.TOOLTIP,,Intricate items are crafted here.,
ROOMS.BAKERY,,Bakery,
ROOMS.BAKERY.TOOLTIP,,Where bread dough is created and then baked into bread.,
ROOMS.BARRACKS,,Barracks,
ROOMS.BARRACKS.TOOLTIP,,A place for members of the military to sleep and train.,
ROOMS.BEDROOM,,Bedroom,寝室
ROOMS.BEDROOM.TOOLTIP,,A place for your settlers to sleep.,入植者たちが寝る場所です。最低でも9タイル、できれば13タイル以上の大きさの寝室を持つことを彼らは期待しています。
ROOMS.BREWERY,,Brewery,醸造所
ROOMS.BREWERY.TOOLTIP,,Brews beer for your settlers to enjoy!,ビールを醸造し、入植者に楽しみを提供します。将来的には他のアルコール飲料にも対応する予定です。
ROOMS.BRIDGE,,Bridge,橋
ROOMS.BRIDGE.TOOLTIP,,Placed across the river to allow access to the other side.,川の反対側に渡れるようにします。
ROOMS.CARPENTRY_WORKSHOP,,Carpentry workshop,木工作業所
ROOMS.CARPENTRY_WORKSHOP.TOOLTIP,,This workshop produces most wooden tools and items,木材から道具やその他のアイテムを生産する場所です。
ROOMS.COMPONENT.STOCKPILE.DESCRIPTION,,{{allocated}} of {{total}} spaces currently in use,全{{total}}タイル中{{allocated}}タイルを使用中
ROOMS.FARM,,Farm plot,農地
ROOMS.FARM.PLURAL,,Farm plots,農地
ROOMS.FARM.TOOLTIP,,Grows crops using {{INGREDIENT.SEEDS.PLURAL}}. Must be placed on {{MATERIAL_TYPE.EARTH.NOUN}}.,{{INGREDIENT.SEEDS.PLURAL}}を使って作物を育てます。{{MATERIAL_TYPE.EARTH.NOUN}}の上でなければなりません。
ROOMS.FEASTING_HALL,,Feasting hall,宴会場
ROOMS.FEASTING_HALL.TOOLTIP,,"A place for settlers to gather to eat, drink and be merry!",入植者たちが食べ、飲み、騒ぐための場所です！
ROOMS.FUEL_REFINERY,,Fuel refinery,
ROOMS.FUEL_REFINERY.TOOLTIP,,Produces fuel from {{RESOURCE.LOGS.PLURAL}} or {{ORE.BITUMINOUS_COAL.NOUN}}.,
ROOMS.GRAVEYARD,,Graveyard,墓地
ROOMS.GRAVEYARD.TOOLTIP,,Deceased settlers are laid to rest here.,死せる入植者たちに安息の眠りを提供する場所です。
ROOMS.ITERATIVE_NAMED_ROOM,,{{roomName}} #{{number}},
ROOMS.KITCHEN,,Kitchen,調理場
ROOMS.KITCHEN.TOOLTIP,,Most food is prepared here before being served in a {{ROOMS.FEASTING_HALL}}.,{{ROOMS.FEASTING_HALL}}で提供する食事を作る場所です。
ROOMS.LEATHER_WORKSHOP,,Leatherworks,
ROOMS.LEATHER_WORKSHOP.TOOLTIP,,Craft items out of animal hide.,
ROOMS.MASONRY_WORKSHOP,,Masonry workshop,石工作業所
ROOMS.MASONRY_WORKSHOP.TOOLTIP,,This workshop produces most items made out of stone.,石を加工してアイテムを生産する場所です。
ROOMS.MUSHROOM_FARM,,Mushroom farm,キノコ農場
ROOMS.MUSHROOM_FARM.TOOLTIP,,Mushrooms can be grown using {{INGREDIENT.MUSHROOM.SPAWN.NOUN}} and wooden {{RESOURCE.LOGS.PLURAL}}.,キノコを育て、収穫する場所です。栽培には{{INGREDIENT.MUSHROOM.SPAWN.NOUN}}や{{RESOURCE.LOGS.PLURAL}}が必要です。
ROOMS.SAWMILL,,Sawmill,製材所
ROOMS.SAWMILL.TOOLTIP,,Wooden {{RESOURCE.LOGS.PLURAL}} are refined into {{RESOURCE.PLANKS.PLURAL}} here.,{{RESOURCE.LOGS.PLURAL}}を{{RESOURCE.PLANKS.PLURAL}}などの材料に加工する場所です。
ROOMS.SMELTERY,,Smeltery,
ROOMS.SMELTERY.TOOLTIP,,Metallic ore is refined into usable ingots here.,
ROOMS.SMITHY,,Smithy,
ROOMS.SMITHY.TOOLTIP,,Used to craft metal tools.,
ROOMS.STOCKPILE,,Stockpile,保管場
ROOMS.STOCKPILE.TOOLTIP,,This area stores different kinds of items depending on settings.,このエリアには、設定に応じてさまざまな種類のアイテムを置くことができます。
ROOMS.STOCKPILES,,Stockpiles,保管場
ROOMS.STOCKPILES.TOOLTIP,,Unused items are placed in stockpiles for easy access.,使わないものを後で取り出しやすい場所に保管します。
ROOMS.STOCKPILE_WITH_GROUP_NAME,,{{stockpileGroupName}} {{roomTypeName}},
ROOMS.TEXTILE_WORKSHOP,,Textile workshop,紡績場
ROOMS.TEXTILE_WORKSHOP.TOOLTIP,,Processes {{SEED.HEMP_SEED}} into textiles for a variety of uses.,{{SEED.HEMP_SEED}}を色々な用途に使える繊維に加工します。
ROOMS.TRADING_DEPOT,,Trading depot,
ROOMS.TRADING_DEPOT.TOOLTIP,,Buy and sell items with visiting merchants.,

ROPE.AGED_ROPE,,Aged,
ROPE.BRONZED_ROPE,,Bronzed,
ROPE.GRAY_ROPE,,Gray,
ROPE.HEMP-ROPE,,Hemp,麻
ROPE.TOBACCO_ROPE,Just to describe a light colour,Light,

RUSTED_SCRAP.NOUN,,Scrap,スクラップ
RUSTED_SCRAP.TOOLTIP,,These are the remains of an item that has completed corroded due to rust.,錆びて使用できなくなったアイテムの残骸です。

SEASON.AUTUMN,,Autumn,秋
SEASON.SPRING,,Spring,春
SEASON.SUMMER,,Summer,夏
SEASON.WINTER,,Winter,冬

SEED.BARLEY_SEED,,Barley,大麦
SEED.BARLEY_SEED.TOOLTIP,{{VEGETABLE.BARLEY.TOOLTIP}},"A grain used only in the production of beer. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.",ビールの製造にのみ利用できる穀物です。植えられる時期は{{SEASON.SPRING}}、{{SEASON.SUMMER}}および{{SEASON.AUTUMN}}です。
SEED.BERSERKER_MUSHROOM_SPAWN,,Berserker,ベルセルク
SEED.BERSERKER_MUSHROOM_SPAWN.TOOLTIP,{{VEGETABLE.BERSERKER_MUSHROOM.TOOLTIP}},A mushroom with a pink-red cap bearing white spots. It has hallucinogenic properties which warriors sometimes use in preparation for battle.,ピンク色の傘に白い斑点のあるキノコです。幻覚作用があり、戦士が戦いの前に使う薬物として用いられます。
SEED.CARROT_SEED,,Carrot,ニンジン
SEED.CARROT_SEED.TOOLTIP,{{VEGETABLE.CARROT.TOOLTIP}},"A hardy root vegetable that survives the {{SEASON.WINTER}} frost. Carrots grow quickly but only produce a small crop. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.",ニンジンは{{SEASON.WINTER}}の霜にも耐える丈夫な根菜です。成長が早いものの少量しか収穫できません。植え付け時期は{{SEASON.SPRING}}、{{SEASON.SUMMER}}および{{SEASON.AUTUMN}}です。
SEED.CORN_SEED,,Corn,トウモロコシ
SEED.CORN_SEED.TOOLTIP,{{VEGETABLE.CORN.TOOLTIP}},"A cereal grain also known as maize. It produces a bountiful crop but takes around 2 seasons to grow and can not survive {{SEASON.WINTER}}, so it requires planting in early {{SEASON.SPRING}}.",トウモロコシからは豊かな収穫が得られます。しかし栽培には2季節かかり、{{SEASON.WINTER}}の寒さには耐えられないので、{{SEASON.SPRING}}の早い時期に植え付ける必要があります。
SEED.DEATH_CAP_SPAWN,,Death cap,デスキャップ
SEED.DEATH_CAP_SPAWN.TOOLTIP,{{VEGETABLE.DEATH_CAP_MUSHROOM.TOOLTIP}},"A very poisonous mushroom with a wide, flat cap. Eating even a tiny amount will almost certainly cause poisoning which can lead to death.",幅広で平らな傘を持つ猛毒のキノコです。少し食べればほぼ確実に中毒を起こし、死に至ります。
SEED.ELFSBANE_SPAWN,,Elfsbane,エルフスベイン
SEED.ELFSBANE_SPAWN.TOOLTIP,{{VEGETABLE.ELFSBANE_MUSHROOM.TOOLTIP}},"This mushroom has a simple, flavourless taste to most humanoids. Strangely, it tastes absolutely disgusting to elves, who often react with explosive vomiting upon consumption, or in extreme cases, a heart attack.",このキノコは、ほとんどの人間と亜人間にとっては味のないただのキノコです。不思議なことにエルフには生理的に受け付けない味で、食べると凄い勢いで嘔吐しますし、ひどい場合には心臓発作を起こすこともあります。
SEED.FIST_SPAWN,,Fist,フィスト
