KEY,NOTES,ENGLISH,KOREAN
PROFESSION.FARMER.FEMALE_NOUN,,Farmer,농부
PROFESSION.FARMER.MALE_NOUN,,Farmer,농부
PROFESSION.FARMER.PLURAL,,Farmers,농부들
PROFESSION.FARMER.TOOLTIP,,"Plants, tends and harvests crops.","식물, 경향 및 작물 작물."
PROFESSION.FARMER.VERB,,Farming,농업
PROFESSION.FISHER.FEMALE_NOUN,This could be “fisherman” and “fisherwoman”,Fisher,피셔
PROFESSION.FISHER.MALE_NOUN,,Fisher,피셔
PROFESSION.FISHER.TOOLTIP,,Catches fish from bodies of water for use as food and resources.,음식과 자원으로 사용하기 위해 수역에서 물고기를 잡습니다.
PROFESSION.FISHER.VERB,,Fishing,낚시
PROFESSION.HUNTER.FEMALE_NOUN,This could be “huntsman” and “huntress”,Hunter,헌터
PROFESSION.HUNTER.MALE_NOUN,,Hunter,헌터
PROFESSION.HUNTER.TOOLTIP,,Tracks and kills wild animals for their meat and pelts.,육류와 펠트를 위해 야생 동물을 추적하고 죽입니다.
PROFESSION.HUNTER.VERB,,Hunting,사냥
PROFESSION.LEATHERWORKER.FEMALE_NOUN,,Leatherworker,
PROFESSION.LEATHERWORKER.MALE_NOUN,,Leatherworker,
PROFESSION.LEATHERWORKER.PLURAL,,Leatherworkers,
PROFESSION.LEATHERWORKER.TOOLTIP,,Treats the hides of creatures to produce leather goods.,
PROFESSION.LEATHERWORKER.VERB,,Leatherworking,
PROFESSION.MAYOR.FEMALE_NOUN,"In English at least, “mayoress” is incorrect",Mayor,시장님
PROFESSION.MAYOR.MALE_NOUN,,Mayor,시장님
PROFESSION.MAYOR.VERB,,Governing,관리
PROFESSION.MERCHANT.FEMALE_NOUN,,Merchant,상인
PROFESSION.MERCHANT.MALE_NOUN,,Merchant,상인
PROFESSION.MERCHANT.VERB,,Trading,거래
PROFESSION.MILLER.VERB,"Not a fully implemented profession, just used to describe “Milling flour”",Milling,밀링
PROFESSION.MINER.FEMALE_NOUN,,Miner,광부
PROFESSION.MINER.MALE_NOUN,,Miner,광부
PROFESSION.MINER.PLURAL,,Miners,
PROFESSION.MINER.TOOLTIP,,Excavates new areas using a {{TOOL.PICKAXE}}.,{{TOOL.PICKAXE}} 를 사용하여 새 영역을 발굴합니다.
PROFESSION.MINER.VERB,,Mining,광업
PROFESSION.NOBLE.FEMALE_NOUN,,Noble,노블
PROFESSION.NOBLE.MALE_NOUN,,Noble,노블
PROFESSION.NOBLE.TOOLTIP,,"Nobles do not fulfil jobs in the same way as common settlers, but bring fame and prestige to your settlement.","귀족은 일반적인 정착민과 같은 방식으로 일자리를 성취하지 못하지만, 귀하의 정착촌에 명성과 명성을 가져다줍니다."
PROFESSION.NOBLE.VERB,,Reigning,통치
PROFESSION.RUNESMITH.FEMALE_NOUN,from “runes” and “blacksmith”,Runesmith,룬스미스
PROFESSION.RUNESMITH.MALE_NOUN,"This is an invented term for the game, but should be derived",Runesmith,룬스미스
PROFESSION.RUNESMITH.TOOLTIP,,"Enchants weapons, armour and items with magical runes to boost their abilities.","무기, 갑옷, 아이템에 마법 룬을 부여하여 능력을 향상시킵니다."
PROFESSION.RUNESMITH.VERB,,Enchanting,매혹적인
PROFESSION.SKILL_LEVEL.1,,Neophyte,
PROFESSION.SKILL_LEVEL.1.TOOLTIP,,An absolute beginner with little to no experience.,
PROFESSION.SKILL_LEVEL.2,,Novice,
PROFESSION.SKILL_LEVEL.2.TOOLTIP,,They only understand the basics of their craft.,
PROFESSION.SKILL_LEVEL.3,,Apprentice,
PROFESSION.SKILL_LEVEL.3.TOOLTIP,,"Though they are becoming skilled, there is still a lot of experience to be earned.",
PROFESSION.SKILL_LEVEL.4,,Journeyman,
PROFESSION.SKILL_LEVEL.4.TOOLTIP,,"No longer an apprentice, they have reasonable skill in their given craft.",
PROFESSION.SKILL_LEVEL.5,,Adept,
PROFESSION.SKILL_LEVEL.5.TOOLTIP,,They are well-skilled but still have further heights that can be reached.,
PROFESSION.SKILL_LEVEL.6,,Skilled,
PROFESSION.SKILL_LEVEL.6.TOOLTIP,,"Very skilled in their craft, they are now more than competent.",
PROFESSION.SKILL_LEVEL.7,,Expert,
PROFESSION.SKILL_LEVEL.7.TOOLTIP,,There is little that the expert does not know of their respective field.,
PROFESSION.SKILL_LEVEL.8,,Master,
PROFESSION.SKILL_LEVEL.8.TOOLTIP,,"Beyond even an expert, they are truly a master of their craft.",
PROFESSION.SKILL_LEVEL.9,,Grandmaster,
PROFESSION.SKILL_LEVEL.9.TOOLTIP,,There is nobody more skilled in their craft than a grandmaster.,
PROFESSION.STONEMASON.FEMALE_NOUN,,Stonemason,스톤메이슨
PROFESSION.STONEMASON.MALE_NOUN,,Stonemason,스톤메이슨
PROFESSION.STONEMASON.PLURAL,,Stonemasons,
PROFESSION.STONEMASON.TOOLTIP,,Crafts furniture and items from stone.,공예품 가구 및 돌에서 항목.
PROFESSION.STONEMASON.VERB,,Sculpting,조각
PROFESSION.VILLAGER.FEMALE_NOUN,,Villager,마을 주민
PROFESSION.VILLAGER.MALE_NOUN,,Villager,마을 주민
PROFESSION.VILLAGER.TOOLTIP,,This settler does not have any specific professions and will fulfil any mundane tasks like hauling items.,이 정착민은 특정 직업이 없으며 물품 운반과 같은 일상적인 작업을 수행합니다.
PROFESSION.VILLAGER.VERB,,Working,일하면서
PROFESSION.WEAVER.FEMALE_NOUN,,Weaver,
PROFESSION.WEAVER.MALE_NOUN,,Weaver,
PROFESSION.WEAVER.PLURAL,,Weavers,
PROFESSION.WEAVER.TOOLTIP,,Processes materials into clothing and other fabrics.,
PROFESSION.WEAVER.VERB,,Weaving,
PROFESSION.WOODCUTTER.FEMALE_NOUN,This could be “lumberjack” and “lumberjane”,Woodcutter,나무꾼
PROFESSION.WOODCUTTER.MALE_NOUN,,Woodcutter,나무꾼
PROFESSION.WOODCUTTER.PLURAL,,Woodcutters,
PROFESSION.WOODCUTTER.TOOLTIP,,Cuts down trees as lumber that can be used in a {{ROOMS.SAWMILL}}.,나무를 {{ROOMS.SAWMILL}} 에서 사용할 수 있는 목재로 자릅니다.
PROFESSION.WOODCUTTER.VERB,,Chopping,도마

QUOTA.FIXED_AMOUNT,,in total,
QUOTA.PER_SETTLER,,per settler,

RACE.BOAR.NOUN,,Wild boar,
RACE.CARP.NOUN,,Carp,
RACE.DEER.FEMALE_NOUN,,Doe,
RACE.DEER.MALE_NOUN,,Stag,
RACE.DEER.TOOLTIP,,A deer is a non-threatening herbivore which will flee at any sign of danger,
RACE.DWARF.FEMALE_ADJECTIVE,,Dwarven,드워프
RACE.DWARF.FEMALE_NOUN,,Dwarf,드워프
RACE.DWARF.FEMALE_PLURAL,,Dwarves,드워프
RACE.DWARF.MALE_ADJECTIVE,,Dwarven,드워프
RACE.DWARF.MALE_NOUN,The male and female forms are only for languages that need them,Dwarf,드워프
RACE.DWARF.MALE_PLURAL,Note that I'm going with Tolkein's spelling of “dwarves” rather than “dwarfs”,Dwarves,드워프
RACE.DWARF.TOOLTIP,,Dwarves are short and stocky humanoids. They are masters of working with stone and metal. Most dwarves distrust the sky and prefer to stay underground.,드워프는 짧고 땅딸막 한 휴머노이드입니다. 그들은 돌과 금속으로 일하는 주인입니다. 대부분의 드워프는 하늘을 불신하고 지하에 머물 것을 선호합니다.
RACE.ELEPHANT.NOUN,,Elephant,
RACE.FOX.FEMALE_NOUN,,Vixen,
RACE.FOX.MALE_NOUN,,Fox,
RACE.FUNGOLEM,,Fungolem,
RACE.HORSE.NOUN,,Horse,
RACE.ORC.MALE_ADJECTIVE,,Orcish,
RACE.ORC.MALE_NOUN,Orcs are only male,Orc,
RACE.PERCH.NOUN,,Perch,
RACE.PIKE.NOUN,,Pike,
RACE.SPIDER,,Spider,
RACE.UNDEAD_DWARF,,Undead dwarf,
RACE.WURM,,Wurm,

RESOURCE.BONE.LARGE.NOUN,,Large Bone,
RESOURCE.BONE.LARGE.PLURAL,,Large Bones,
RESOURCE.BONE.MEDIUM.NOUN,,Medium Bone,
RESOURCE.BONE.MEDIUM.PLURAL,,Medium Bones,
RESOURCE.BONE.SMALL.NOUN,,Small Bone,
RESOURCE.BONE.SMALL.PLURAL,,Small Bones,
RESOURCE.FLOUR.SACK.NOUN,,Flour,밀가루
RESOURCE.FLOUR.SACK.PLURAL,,Flour,밀가루
RESOURCE.FLOUR.SACK.TOOLTIP,,Grain that has been milled into a fine powder ready to be used as an ingredient in the production of food.,미세한 분말로 가공한 곡물을 식품 생산의 성분으로 사용할 수 있습니다.
RESOURCE.GEMS.UNREFINED.NOUN,,Uncut gem,포경 보석
RESOURCE.GEMS.UNREFINED.PLURAL,,Uncut gems,자르지 않은 보석
RESOURCE.GEMS.UNREFINED.TOOLTIP,,A hunk of rock containing gems ready to be cut and polished.,절단 및 광택이 가능한 보석을 담고 있는 바위 덩어리.
RESOURCE.GRAIN.SACK.NOUN,,Grain (sack),
RESOURCE.GRAIN.SACK.PLURAL,,Grain (sack),
RESOURCE.HEMP.BUNDLE.NOUN,,Hemp bundle,
RESOURCE.HEMP.BUNDLE.PLURAL,,Hemp bundles,
RESOURCE.HEMP.FIBRE.BUNDLE.NOUN,,Hemp fibre bundle,
RESOURCE.HEMP.FIBRE.BUNDLE.PLURAL,,Hemp fibre bundles,
RESOURCE.LOGS.NOUN,,Log,로그
RESOURCE.LOGS.PLURAL,,Logs,로그
RESOURCE.LOGS.TOOLTIP,,"Sections of a tree that are most commonly prepared into {{RESOURCE.PLANKS.PLURAL}}, but have other uses as well.",{{RESOURCE.PLANKS.PLURAL}} 로 가장 일반적으로 준비되지만 다른 용도가있는 트리의 섹션입니다.
RESOURCE.METAL.BLOOM.NOUN,,Bloom,블룸
RESOURCE.METAL.BLOOM.PLURAL,,Blooms,꽃
RESOURCE.METAL.BLOOM.TOOLTIP,,A lump of metal mixed with slag which must be hammered into a usable form.,슬래그와 혼합 된 금속 덩어리로 사용 가능한 형태로 망치질해야합니다.
RESOURCE.METAL.INGOT.NOUN,,Ingot,잉곳
RESOURCE.METAL.INGOT.PLURAL,,Ingots,잉곳
RESOURCE.METAL.INGOT.TOOLTIP,,"Refined metal blocks, ready to be used as a crafting ingredient.",정제된 금속 블록으로 제작 성분으로 사용할 수 있습니다.
RESOURCE.METAL.PLATE.NOUN,,Plate,플레이트
RESOURCE.METAL.PLATE.PLURAL,,Plates,플레이트
RESOURCE.METAL.PLATE.TOOLTIP,,"Large, flat plates that are used in some of the larger machinery.",대형 기계류의 일부에 사용되는 대형 평판.
RESOURCE.MUSHROOM.LOG.NOUN,,Mushroom log,머쉬룸 로그
RESOURCE.MUSHROOM.LOG.PLURAL,,Mushroom logs,버섯 통나무
RESOURCE.MUSHROOM.LOG.TOOLTIP,,A log that has been infused with {{INGREDIENT.MUSHROOM.SPAWN.NOUN}}. The body of the log itself is where the mushrooms draw nutrients from. It requires dousing in a {{FURNITURE.MUSHROOM_SHOCK_TANK}} after becoming fully innoculated.,{{INGREDIENT.MUSHROOM.SPAWN.NOUN}} 이 주입된 통나무. 로그 자체의 몸은 버섯이 영양분을 끌어내는 곳입니다. 완전히 무큐레이션된 후 {{FURNITURE.MUSHROOM_SHOCK_TANK}} 에 담가 두어야 한다.
RESOURCE.MUSHROOM.LUMBER.NOUN,,Mushroom log,로그
RESOURCE.MUSHROOM.LUMBER.PLURAL,,Mushroom logs,로그
RESOURCE.MUSHROOM.LUMBER.TOOLTIP,,Sections of a giant mushroom that can be used in the same way as wooden {{RESOURCE.LOGS.PLURAL}}.,나무와 같은 방법으로 사용할 수있는 거대한 버섯의 섹션 {{RESOURCE.LOGS.PLURAL}}.
RESOURCE.ORE.CRUSHED.NOUN,,Crushed ore,분쇄된 광석
RESOURCE.ORE.CRUSHED.PLURAL,,Crushed ore,분쇄된 광석
RESOURCE.ORE.CRUSHED.TOOLTIP,,"A metallic sand created by breaking down raw metal ore, ready for use in a {{FURNITURE.BLOOMERY_FURNACE}}.","원금속 광석을 분해하여 만든 금속 모래로, {{FURNITURE.BLOOMERY_FURNACE}} 에서 사용할 수 있습니다."
RESOURCE.ORE.UNREFINED.NOUN,,Ore,광석
RESOURCE.ORE.UNREFINED.PLURAL,,Ore,광석
RESOURCE.ORE.UNREFINED.TOOLTIP,,Stone that contains metallic ores which can be processed into usable metal.,사용 가능한 금속으로 가공할 수 있는 금속 광석을 포함하는 석재.
RESOURCE.PLANKS.NOUN,,Plank,판자
RESOURCE.PLANKS.PLURAL,,Planks,널빤지
RESOURCE.PLANKS.TOOLTIP,,Sections of wood of a fixed size so they can be easily used in constructions and crafting.,고정 된 크기의 나무 섹션 그래서 그들은 쉽게 건설 및 공예에 사용할 수 있습니다.
RESOURCE.SHOCKED.MUSHROOM.LOG.NOUN,,Mushroom log,머쉬룸 로그
RESOURCE.SHOCKED.MUSHROOM.LOG.PLURAL,,Mushroom logs,버섯 통나무
RESOURCE.SHOCKED.MUSHROOM.LOG.TOOLTIP,,This mushroom-infused log has been “shocked” in water to encourage the mushrooms to develop and should produce a harvest soon.,버섯이 주입된 이 통나무들은 버섯이 자라도록 격려하기 위해 물에 “충격을 받으며” 곧 수확을 만들어야 합니다.
RESOURCE.STONE.BLOCK.NOUN,,Block,블록
RESOURCE.STONE.BLOCK.PLURAL,,Blocks,블록
RESOURCE.STONE.BLOCK.TOOLTIP,,Stone that has been shaped into a cube so that it can be easily used in construction or crafting.,건축이나 공예에 쉽게 사용할 수 있도록 입방체로 된 돌.
RESOURCE.STONE.UNREFINED.NOUN,,Rough stone boulder,러프 스톤 볼더
RESOURCE.STONE.UNREFINED.PLURAL,,Rough stone boulders,거친 돌 바위
RESOURCE.STONE.UNREFINED.TOOLTIP,,A huge piece of stone that must be chiselled into a more useful shape by a {{PROFESSION.STONEMASON}}.,{{PROFESSION.STONEMASON}} 이 (가) 더 유용한 모양으로 깎아야 하는 거대한 돌 조각입니다.
RESOURCE.WHEAT.SACK.NOUN,,Wheat (sack),
RESOURCE.WHEAT.SACK.PLURAL,,Wheat (sack),
RESOURCE.WHEAT.SACK.TOOLTIP,,Sacks of wheat are harvested from farm plots sown with wheat seeds.,

ROOMS.ARMOURY,,Armoury,
ROOMS.ARMOURY.TOOLTIP,,Weapons and armour are created here.,
ROOMS.ARTISAN_WORKSHOP,,Artisan workshop,
ROOMS.ARTISAN_WORKSHOP.TOOLTIP,,Intricate items are crafted here.,
ROOMS.BAKERY,,Bakery,
ROOMS.BAKERY.TOOLTIP,,Where bread dough is created and then baked into bread.,
ROOMS.BARRACKS,,Barracks,
ROOMS.BARRACKS.TOOLTIP,,A place for members of the military to sleep and train.,
ROOMS.BEDROOM,,Bedroom,침실
ROOMS.BEDROOM.TOOLTIP,,A place for your settlers to sleep.,"당신의 정착민을위한 장소. 그들은 크기가 최소 9 개의 타일, 바람직하게는 적어도 13 개의 타일 크기의 개별 침실을 선호합니다."
ROOMS.BREWERY,,Brewery,
ROOMS.BREWERY.TOOLTIP,,Brews beer for your settlers to enjoy!,
ROOMS.BRIDGE,,Bridge,다리
ROOMS.BRIDGE.TOOLTIP,,Placed across the river to allow access to the other side.,다른 측면에 액세스 할 수 있도록 강을 가로 질러 배치.
ROOMS.CARPENTRY_WORKSHOP,,Carpentry workshop,목공 작업장
ROOMS.CARPENTRY_WORKSHOP.TOOLTIP,,This workshop produces most wooden tools and items,이 워크숍은 대부분의 목재 도구와 아이템을 생산합니다.
ROOMS.COMPONENT.STOCKPILE.DESCRIPTION,,{{allocated}} of {{total}} spaces currently in use,현재 사용 중인 {{allocated}} 개 공간의 {{total}} 개
ROOMS.FARM,,Farm plot,농장 플롯
ROOMS.FARM.PLURAL,,Farm plots,농장 플롯
ROOMS.FARM.TOOLTIP,,Grows crops using {{INGREDIENT.SEEDS.PLURAL}}. Must be placed on {{MATERIAL_TYPE.EARTH.NOUN}}.,{{INGREDIENT.SEEDS.PLURAL}} 을 사용하여 작물을 재배합니다. {{MATERIAL_TYPE.EARTH.NOUN}} 에 배치해야 합니다.
ROOMS.FEASTING_HALL,,Feasting hall,잔치 홀
ROOMS.FEASTING_HALL.TOOLTIP,,"A place for settlers to gather to eat, drink and be merry!",이주민들이 모여 먹고 마시고 즐거운 시간을 보내실 수 있는 장소!
ROOMS.FUEL_REFINERY,,Fuel refinery,
ROOMS.FUEL_REFINERY.TOOLTIP,,Produces fuel from {{RESOURCE.LOGS.PLURAL}} or {{ORE.BITUMINOUS_COAL.NOUN}}.,
ROOMS.GRAVEYARD,,Graveyard,묘지
ROOMS.GRAVEYARD.TOOLTIP,,Deceased settlers are laid to rest here.,사망 한 정착민들은 여기에서 휴식을 취합니다.
ROOMS.ITERATIVE_NAMED_ROOM,,{{roomName}} #{{number}},
ROOMS.KITCHEN,,Kitchen,주방
ROOMS.KITCHEN.TOOLTIP,,Most food is prepared here before being served in a {{ROOMS.FEASTING_HALL}}.,대부분의 음식은 {{ROOMS.FEASTING_HALL}} 에서 제공되기 전에 여기에서 준비됩니다.
ROOMS.LEATHER_WORKSHOP,,Leatherworks,
ROOMS.LEATHER_WORKSHOP.TOOLTIP,,Craft items out of animal hide.,
ROOMS.MASONRY_WORKSHOP,,Masonry workshop,석조 워크샵
ROOMS.MASONRY_WORKSHOP.TOOLTIP,,This workshop produces most items made out of stone.,이 워크숍은 대부분의 돌로 만든 아이템을 제작합니다.
ROOMS.MUSHROOM_FARM,,Mushroom farm,버섯 농장
ROOMS.MUSHROOM_FARM.TOOLTIP,,Mushrooms can be grown using {{INGREDIENT.MUSHROOM.SPAWN.NOUN}} and wooden {{RESOURCE.LOGS.PLURAL}}.,버섯은 {{INGREDIENT.MUSHROOM.SPAWN.NOUN}} 와 나무 {{RESOURCE.LOGS.PLURAL}} 를 사용하여 재배 할 수 있습니다.
ROOMS.SAWMILL,,Sawmill,제재소
ROOMS.SAWMILL.TOOLTIP,,Wooden {{RESOURCE.LOGS.PLURAL}} are refined into {{RESOURCE.PLANKS.PLURAL}} here.,나무 {{RESOURCE.LOGS.PLURAL}} 은 (는) 여기서 {{RESOURCE.PLANKS.PLURAL}} 으로 정제되어 있습니다.
ROOMS.SMELTERY,,Smeltery,
ROOMS.SMELTERY.TOOLTIP,,Metallic ore is refined into usable ingots here.,
ROOMS.SMITHY,,Smithy,
ROOMS.SMITHY.TOOLTIP,,Used to craft metal tools.,
ROOMS.STOCKPILE,,Stockpile,
ROOMS.STOCKPILE.TOOLTIP,,This area stores different kinds of items depending on settings.,
ROOMS.STOCKPILES,,Stockpiles,비축
ROOMS.STOCKPILES.TOOLTIP,,Unused items are placed in stockpiles for easy access.,사용하지 않은 품목은 쉽게 접근 할 수 있도록 비축 보관에 보관됩니다.
ROOMS.STOCKPILE_WITH_GROUP_NAME,,{{stockpileGroupName}} {{roomTypeName}},
ROOMS.TEXTILE_WORKSHOP,,Textile workshop,
ROOMS.TEXTILE_WORKSHOP.TOOLTIP,,Processes {{SEED.HEMP_SEED}} into textiles for a variety of uses.,
ROOMS.TRADING_DEPOT,,Trading depot,
ROOMS.TRADING_DEPOT.TOOLTIP,,Buy and sell items with visiting merchants.,

ROPE.AGED_ROPE,,Aged,
ROPE.BRONZED_ROPE,,Bronzed,
ROPE.GRAY_ROPE,,Gray,
ROPE.HEMP-ROPE,,Hemp,
ROPE.TOBACCO_ROPE,Just to describe a light colour,Light,

RUSTED_SCRAP.NOUN,,Scrap,
RUSTED_SCRAP.TOOLTIP,,These are the remains of an item that has completed corroded due to rust.,

SEASON.AUTUMN,,Autumn,가을
SEASON.SPRING,,Spring,봄
SEASON.SUMMER,,Summer,여름
SEASON.WINTER,,Winter,겨울

SEED.BARLEY_SEED,,Barley,보리
SEED.BARLEY_SEED.TOOLTIP,{{VEGETABLE.BARLEY.TOOLTIP}},"A grain used only in the production of beer. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","맥주의 생산에만 사용되는 곡물. {{SEASON.SPRING}}, {{SEASON.SUMMER}} 또는 {{SEASON.AUTUMN}} 에 심을 수 있습니다."
SEED.BERSERKER_MUSHROOM_SPAWN,,Berserker,버서커
SEED.BERSERKER_MUSHROOM_SPAWN.TOOLTIP,{{VEGETABLE.BERSERKER_MUSHROOM.TOOLTIP}},A mushroom with a pink-red cap bearing white spots. It has hallucinogenic properties which warriors sometimes use in preparation for battle.,흰 반점이 있는 핑크 레드 캡이 달린 버섯. 그것은 전사가 전투 준비에 사용하는 환각 특성을 가지고 있습니다.
SEED.CARROT_SEED,,Carrot,당근
SEED.CARROT_SEED.TOOLTIP,{{VEGETABLE.CARROT.TOOLTIP}},"A hardy root vegetable that survives the {{SEASON.WINTER}} frost. Carrots grow quickly but only produce a small crop. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","{{SEASON.WINTER}} 서리에서 살아남은 튼튼한 뿌리 채소. 당근은 빨리 자라지 만 작은 작물을 생산합니다. {{SEASON.SPRING}}, {{SEASON.SUMMER}} 또는 {{SEASON.AUTUMN}} 에 심을 수 있습니다."
SEED.CORN_SEED,,Corn,옥수수
SEED.CORN_SEED.TOOLTIP,{{VEGETABLE.CORN.TOOLTIP}},"A cereal grain also known as maize. It produces a bountiful crop but takes around 2 seasons to grow and can not survive {{SEASON.WINTER}}, so it requires planting in early {{SEASON.SPRING}}.",옥수수 라고도 하는 시리얼 곡물. 풍성한 작물을 생산하지만 성장하는데 약 2시즌이 걸리며 {{SEASON.WINTER}} 생존할 수 없으므로 초기 {{SEASON.SPRING}} 에 심어야 합니다.
SEED.DEATH_CAP_SPAWN,,Death cap,데스 캡
SEED.DEATH_CAP_SPAWN.TOOLTIP,{{VEGETABLE.DEATH_CAP_MUSHROOM.TOOLTIP}},"A very poisonous mushroom with a wide, flat cap. Eating even a tiny amount will almost certainly cause poisoning which can lead to death.",넓고 평평한 뚜껑이 달린 매우 유독 한 버섯. 조금이라도 먹으면 중독을 일으켜 죽음으로 이어질 수 있습니다.
SEED.ELFSBANE_SPAWN,,Elfsbane,엘프스베인
SEED.ELFSBANE_SPAWN.TOOLTIP,{{VEGETABLE.ELFSBANE_MUSHROOM.TOOLTIP}},"This mushroom has a simple, flavourless taste to most humanoids. Strangely, it tastes absolutely disgusting to elves, who often react with explosive vomiting upon consumption, or in extreme cases, a heart attack.","이 버섯은 대부분의 휴머노이드에게 단순하고 맛이 없습니다. 이상하게도, 그것은 종종 소비시 폭발성 구토에 반응하거나 극단적 인 경우 심장 마비에 반응하는 엘프에게 절대적으로 역겨운 맛입니다."
SEED.FIST_SPAWN,,Fist,주먹
SEED.FIST_SPAWN.TOOLTIP,{{VEGETABLE.FIST_MUSHROOM.TOOLTIP}},A black-blue mushroom with a metallic taste. It is named for a group of bards from the age of darkness.,금속 맛을 지닌 검은 파란색 버섯. 그것은 어둠 시대의 바지선 그룹의 이름을 따서 명명되었습니다.
SEED.GLOW_SPAWN,,Glow,글로우
SEED.GLOW_SPAWN.TOOLTIP,{{VEGETABLE.GLOW_MUSHROOM.TOOLTIP}},A magic-infused mushroom that gives off light and changes colour with the seasons.,계절에 따라 빛을 발하고 색채를 바꾸는 마법이 주입된 버섯.
SEED.HEMP_SEED,,Hemp,
SEED.HEMP_SEED.TOOLTIP,,Used to produce rope and fabric after it hsa been processed.,
SEED.HOPS_SEED,,Hops,홉
SEED.HOPS_SEED.TOOLTIP,{{VEGETABLE.HOPS.TOOLTIP}},A flower used for the flavouring of beer. Must be planted in {{SEASON.SPRING}}.,맥주의 맛을 내기 위해 사용되는 꽃입니다. {{SEASON.SPRING}} 에 심어야 합니다.
SEED.MILTONIA_SPAWN,,Miltonia,밀토니아
SEED.MILTONIA_SPAWN.TOOLTIP,{{VEGETABLE.MILTONIA_MUSHROOM.TOOLTIP}},"Once thought to exist only in the Hudds region, it is now found throughout the world.","한때 허드 지역에만 존재한다고 생각되면, 지금은 전 세계에서 발견되고 있습니다."
SEED.POTATO_SEED,,Potato,감자
SEED.POTATO_SEED.TOOLTIP,{{VEGETABLE.POTATO.TOOLTIP}},"A starchy root vegetable which can survive {{SEASON.WINTER}} making it a good choice for most settlements. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","{{SEASON.WINTER}} 생존할 수 있는 녹말 뿌리 채소로서 대부분의 정착촌에 좋은 선택입니다. {{SEASON.SPRING}}, {{SEASON.SUMMER}} 또는 {{SEASON.AUTUMN}} 에 심을 수 있습니다."
SEED.PURPLE_HELMET_SPAWN,,Purple helmet,보라색 헬멧
SEED.PURPLE_HELMET_SPAWN.TOOLTIP,{{VEGETABLE.PURPLE_HELMET_MUSHROOM.TOOLTIP}},"Fat Hat, Plump Turban, Puffy Helmet; This fabled mushroom goes by many names. Legend holds that long ago, many communities of dwarves subsisted entirely on a domesticated strain of this fungus.","뚱뚱한 모자, 통통한 소라, 푹신한 헬멧; 이 전설적인 버섯은 많은 이름으로 이어집니다. 전설에 따르면, 오래 전에 많은 드워프 공동체가 이 곰팡이의 길들여진 균주에 전적으로 의존했습니다."
SEED.ROCIOMYCOTA_MUSHROOM_SPAWN,,Rociomycota,로시오미코타
SEED.ROCIOMYCOTA_MUSHROOM_SPAWN.TOOLTIP,{{VEGETABLE.ROCIOMYCOTA_MUSHROOM.TOOLTIP}},A white and black spotted mushroom. It has been known to affect the appearance of those who ingest it.,흰색과 검은 색 얼룩진 버섯. 그것을 섭취하는 사람들의 모습에 영향을 미치는 것으로 알려져 있습니다.
SEED.SUNGLOW_SPAWN,,Sunglow,햇빛
SEED.SUNGLOW_SPAWN.TOOLTIP,{{VEGETABLE.SUNGLOW_MUSHROOM.TOOLTIP}},A bright yellow mushroom which glows with the appearance of sunlight. It loses this glow the moment it is harvested.,햇빛이 비치는 밝은 노란색 버섯. 그것은 수확되는 순간 이 빛을 잃습니다.
SEED.SYRUP_POWDER_SPAWN,,Syrup powder,시럽 분말
SEED.SYRUP_POWDER_SPAWN.TOOLTIP,{{VEGETABLE.SYRUP_POWDER_MUSHROOM.TOOLTIP}},"A round orange/yellow mushroom with a white underside. It is said to have been used by mages long ago, but for what purpose, nobody knows.","흰색 밑면이 둥근 오렌지/노란색 버섯. 오래 전에 마법사가 사용했다고 알려져 있지만, 어떤 목적을 위해 아무도 모릅니다."
SEED.TOMATO_SEED,,Tomato,토마토
SEED.TOMATO_SEED.TOOLTIP,{{VEGETABLE.TOMATO.TOOLTIP}},A plant which grows large red berries often used as a vegetable. Can only be planted in {{SEASON.SPRING}}.,큰 붉은 열매를 자라는 식물은 종종 야채로 사용됩니다. {{SEASON.SPRING}} 에서만 심을 수 있습니다.
SEED.WHEAT_SEED,,Wheat,밀
SEED.WHEAT_SEED.TOOLTIP,{{VEGETABLE.WHEAT.TOOLTIP}},"A cereal grain generally used for the production of bread. It can survive {{SEASON.WINTER}} but takes a while to grow, so it is either planted in {{SEASON.SPRING}} or {{SEASON.AUTUMN}}.",곡물 곡물은 일반적으로 빵 생산에 사용됩니다. 이 생기는 {{SEASON.WINTER}} 생존할 수 있지만 성장하는 데 시간이 걸리므로 {{SEASON.SPRING}} 또는 {{SEASON.AUTUMN}} 에 심습니다.

SHRUB.DESCRIPTION,Shrub or bush should do,Bush,부시

SKILL.ARCHERY.FEMALE_NOUN,,Archer,
SKILL.ARCHERY.MALE_NOUN,,Archer,
SKILL.ARCHERY.TOOLTIP,,Skill with the bow,
SKILL.AXES.FEMALE_NOUN,,Axewoman,
SKILL.AXES.MALE_NOUN,,Axeman,
SKILL.AXES.TOOLTIP,,Skill with axes,
SKILL.CROSSBOWS.FEMALE_NOUN,,Arbalist,
SKILL.CROSSBOWS.MALE_NOUN,,Arbalist,
SKILL.CROSSBOWS.TOOLTIP,,Skill with the crossbow,
