KEY,NOTES,ENGLISH,FRENCH
FURNITURE.FLETCHERS_WORKBENCH,,Fletcher's workbench,Etabli d'archerie
FURNITURE.FLETCHERS_WORKBENCH.TOOLTIP,,This is a crafting station for ranged weapons and ammunition.,C'est un établi utilisé pour les armes à distances et les munitions.
FURNITURE.FLOUR_MILL,This is a table with a hand-operated flour mill stone on top,Gristmill,Moulin à grains
FURNITURE.FLOUR_MILL.TOOLTIP,,The gristmill grinds {{VEGETABLE.WHEAT}} into {{RESOURCE.FLOUR.SACK.NOUN}} so that it can be used by a {{PROFESSION.CHEF}}.,Le moulin à grains broie {{Vegetable.WHEAT}} en {{RESOURCE.FLOUR.SACK.NOUN}} afin qu'il puisse être utilisé par un {{PROFESSION.CHEF}}.
FURNITURE.FORGE,,Forge,Forge
FURNITURE.FORGE.TOOLTIP,,This is where a {{PROFESSION.BLACKSMITH}} works with {{MATERIAL_TYPE.METAL.ADJECTIVE}} {{RESOURCE.METAL.INGOT.PLURAL}} and {{FUEL.SACK}} to craft items and weapons.,C'est là que {{PROFESSION.BLACKSMITH}} travaille le {{MATERIAL_TYPE.METAL.ADJECTIVE}} {{RESOURCE.META.INGOT.PLURAL}} et {{FUEL.SACK}} pour fabriquer des objets et des armes.
FURNITURE.GRAVE,,Grave,Tombe
FURNITURE.GRAVE.TOOLTIP,,A hastily-dug grave for deceased settlers that can only be dug into {{MATERIAL_TYPE.EARTH}}.,Une tombe creusée à la hâte pour les colons décédés qui ne peut être placée que dans {{MATERIAL_TYPE.EARTH}}.
FURNITURE.HITCHING_POST,,Hitching post,Piquet d'attelage
FURNITURE.HITCHING_POST.TOOLTIP,,Visiting merchants will park their wagons here.,Les marchands en visite vont se garer ici avec leur chariot.
FURNITURE.IMPORT_PALLET,,Import pallet,Palette d'importation
FURNITURE.IMPORT_PALLET.TOOLTIP,,Use this to determine which items to import to the room.,Utilisé pour déterminer quels objets seront amené dans la pièce.
FURNITURE.INVADER_CAMPFIRE,,Campfire,Feu de camp
FURNITURE.KITCHEN_WORKTOP,Simple piece of furniture in a kitchen used to hold ingredients on top of it,Kitchen worktop,Plan de travail de cuisine
FURNITURE.KITCHEN_WORKTOP.TOOLTIP,,An area to store ingredients for a {{PROFESSION.CHEF}} to cook soup.,Un espace pour stocker les ingrédients pour un {{PROFESSION.CHEF}} pour cuisiner la soupe.
FURNITURE.LANTERN,,Lantern,Lanterne
FURNITURE.LANTERN.TOOLTIP,,A lantern provides light. This does not currently have an in-game effect.,"Une lanterne fournit de la lumière, ce qui n'a pas d'effet dans le jeu actuellement."
FURNITURE.LEATHERWORKING_STATION,,Leatherworking station,Atelier de tannage
FURNITURE.LEATHERWORKING_STATION.TOOLTIP,,A workbench to produce leather goods like armour and waterskins.,Un atelier qui produit des biens en cuirs tel que les armures et les gourdes.
FURNITURE.LEDGER_TABLE,,Ledger table,Table de registre
FURNITURE.LEDGER_TABLE.TOOLTIP,,A landmark for the {{ROOMS.TRADING_DEPOT}}. This does not currently have an in-game effect.,Un repère pour la {{ROOMS.TRADING_DEPOT}}. Cela n'a pas d'effet actuellement en jeu.
FURNITURE.LOOM,,Loom,Métier à tisser
FURNITURE.LOOM.TOOLTIP,,Used to craft textiles such as {{PRODUCT.LINEN.NOUN}} from {{RESOURCE.HEMP.FIBRE.BUNDLE.PLURAL}}.,Utilisé pour créer des tissus tel que {{PRODUCT.LINEN.NOUN}} avec du {{RESOURCE.HEMP.FIBRE.BUNDLE.PLURAL}}.
FURNITURE.MALTING_STATION,,Malting station,Malterie
FURNITURE.MALTING_STATION.TOOLTIP,,Here brewers steep barley and then dry it out using a kiln to produce malt.,"Ici, les brasseurs infusent de l'orge et la font sécher à l'aide d'un four pour produire du malt."
FURNITURE.MASH_TUN,,Mash tun,Cuve-matière
FURNITURE.MASH_TUN.TOOLTIP,,This is used to produce wort (unfermented beer) from milled malt and water.,Ceci est utilisé pour produire du moût (bière non fermentée) à partir de malt moulu et d'eau.
FURNITURE.MUSHROOM_LOG,,Mushroom log,Buche de culture pour champignons
FURNITURE.MUSHROOM_LOG.TOOLTIP,,"A log that has been injected with {{INGREDIENT.MUSHROOM.SPAWN.PLURAL}} to produce several harvests of delicious, juicy mushrooms.",Une bûche qui a été injectée avec {{INGREDIENT.MUSHROOM.SPAWN.PLURAL}} pour produire plusieurs récoltes de délicieux champignons juteux.
FURNITURE.MUSHROOM_SHOCK_TANK,This is a trough of water used to immerse mushroom logs in for a period of time,Shock tank,Réservoir d’eau pour champignons
FURNITURE.MUSHROOM_SHOCK_TANK.TOOLTIP,,"After innoculation, a {{FURNITURE.MUSHROOM_LOG}} is placed in this tank to “shock” the mushroom colony and encourage it to grow mushrooms.","Après l'inoculation, un {{FURNITURE.MUSHROOM_LOG}} est placé dans ce réservoir pour «fructifier» la colonie de champignons et l'encourager à cultiver des champignons."
FURNITURE.ORE_CRUSHING_STATION,,Ore crushing station,Station de concassage du minerai
FURNITURE.ORE_CRUSHING_STATION.TOOLTIP,,Raw {{RESOURCE.ORE.UNREFINED.PLURAL}} is crushed to a more workable size so that it can be used in a {{FURNITURE.BLOOMERY_FURNACE}}.,Le {{RESOURCE.ORE.UNREFINED.PLURAL}} brut est broyé à une taille plus pratique afin qu'il puisse être utilisé dans un {{FURNITURE.BLOOMERY_FURNACE}}.
FURNITURE.PILLAR,A pillar used to support a roof,Pillar,Pilier
FURNITURE.PILLAR.TOOLTIP,,A pillar is required to stop large mined-out areas from collapsing. An area of 7x7 tiles that have been mined without any pillars or other supports in place will eventually collapse.,Un pilier est nécessaire pour empêcher l'effondrement de grandes zones minées. Une zone de tuiles 7x7 qui ont été extraites sans piliers ou autres supports en place finira par s'effondrer.
FURNITURE.RETTING_TANK,,Retting tank,Cuve de rouissage
FURNITURE.RETTING_TANK.TOOLTIP,,This is used to process raw {{VEGETABLE.HEMP}} into hemp fibre that can be worked into useful materials.,C'est utilisé pour transformer le {{VEGETABLE.HEMP}} en fibre de chanvre qui peut ensuite être utilisable.
FURNITURE.SARCOPHAGUS,A stone tomb,Sarcophagus,Sarcophage
FURNITURE.SARCOPHAGUS.TOOLTIP,,This elaborate stone container is the final resting place of a deceased settler.,Ce conteneur en pierre élaboré est le dernier lieu de repos d'un colon décédé.
FURNITURE.SELLING_PALLET,,Selling pallet,
FURNITURE.SELLING_PALLET.TOOLTIP,,Use this to determine which items to sell to the merchants.,
FURNITURE.SERVING_TABLE,A table used to hold food for serving,Serving table,Buffet
FURNITURE.SERVING_TABLE.TOOLTIP,,{{PRODUCT.BREAD.LOAF.PLURAL}} are placed here for serving after being baked in a {{FURNITURE.BAKING_OVEN}}.,{{PRODUCT.BREAD.LOAF.PLURAL}} sont placés ici pour servir après avoir été cuit dans un {{FURNITURE.BAKING_OVEN}}.
FURNITURE.SINGLE_BED,,Bed,Lit
FURNITURE.SINGLE_BED.TOOLTIP,,A bed is the best place for a comfortable night’s rest.,Un lit est le meilleur endroit pour une nuit de repos confortable.
FURNITURE.SINGLE_DOOR,,Door,Porte
FURNITURE.SINGLE_DOOR_FRAME,,Door frame,Encadrement de porte
FURNITURE.SLEEPING_SPOT,,Sleeping spot,Lieu de couchage
FURNITURE.SLEEPING_SPOT.TOOLTIP,,Your settlers will use this space to sleep on the floor. Not very comfortable!,Le colon utilise ce espace pour dormir sur le sol. Ce n'est pas très confortable!
FURNITURE.STONEMASON_WORKBENCH,,Stonemason workbench,Établi du tailleur de pierre
FURNITURE.STONEMASON_WORKBENCH.TOOLTIP,,A {{PROFESSION.STONEMASON}} works here with {{MATERIAL_TYPE.STONE.ADJECTIVE}} resources.,Un {{PROFESSION.STONEMASON}} travaille ici avec {{MATERIAL_TYPE.STONE.ADJECTIVE}} ressources.
FURNITURE.TANNING_FRAME,,Tanning frame,Support pour tannage
FURNITURE.TANNING_FRAME.TOOLTIP,,Used to turn {{CARCASS.HIDE.PLURAL}} into {{PRODUCT.LEATHER.PLURAL}}.,Utilisé pour transformer les {{CARCASS.HIDE.PLURAL}} en {{PRODUCT.LEATHER.PLURAL}}.
FURNITURE.TRADE_BANNER,,Banner,Bannière
FURNITURE.TRADE_BANNER.TOOLTIP,,A decorative banner to denote the trading depot.,Une bannière décorative pour indiquer la zone de commerce
FURNITURE.TRAINING_DUMMY,,Training dummy,Manequin d'entraînement
FURNITURE.TRAINING_DUMMY.TOOLTIP,,Military settlers will practice their melee combat skills here up to level 50.,Les colons militaire s'entraineront pour améliorer leur compétence de combat au corps à corps jusqu'au niveau 50.
FURNITURE.WAGON_PARKED,,Wagon,Chariot
FURNITURE.WATERWHEEL,,Water Wheel,Roue à eau
FURNITURE.WATERWHEEL.PLURAL,,Water Wheels,Roues à eau
FURNITURE.WATERWHEEL.TOOLTIP,,Provides mechanical power to other contraptions via {{PRODUCT.STONE.GEAR.PLURAL}} and shafts. Must be built adjacent to a river.,Fournit de la puissance mécanique aux autres installations via des {{PRODUCT.STONE.GEAR.PLURAL}} et des arbres de transmissions. Doit être construit adjacent à une rivière.
FURNITURE.WATER_BARREL,,Water Barrel,Tonneau à eau
FURNITURE.WATER_BARREL.TOOLTIP,,"A water barrel is a place for your settlers to get a thirst-quenching drink, rather than having to find a natural water source like the river.","Un tonneau à eau est un objet où vos colons peuvent venir se désaltérer, plutôt que d'avoir à trouver une source d'eau naturelle comme la rivière."
FURNITURE.WATER_PUMP,,Water Pump,Pompe à eau
FURNITURE.WATER_PUMP.PLURAL,,Water Pumps,Pompes à eau
FURNITURE.WATER_PUMP.TOOLTIP,,Moves water from the river to a pipe system.,Achemine l'eau de la rivière dans des tuyaux
FURNITURE.WEAPON_RACK,,Weapon Rack,Ratelier d'arme
FURNITURE.WEAPON_RACK.TOOLTIP,,Used to store weapons.,Utilisé pour entreproser les armes
FURNITURE.WELL,,Well,Puits
FURNITURE.WELL.TOOLTIP,,"A well provides a source of water, but must be connected to a working pipe system.","Un puit est un point d'approvisionnement d'eau, mais doit être connecté à des tuyaux fonctionnel"
FURNITURE.WINDMILL,,Windmill,Moulin à vent
FURNITURE.WINDMILL.PLURAL,,Windmills,Moulins à vent
FURNITURE.WINDMILL.TOOLTIP,,Provides mechanical power to other contraptions via {{PRODUCT.STONE.GEAR.PLURAL}} and shafts.,Fournit de la puissance mécanique aux autres installations via des {{PRODUCT.STONE.GEAR.PLURAL}} et arbres de transmissions.
FURNITURE.WOODCUTTERS_BENCH,,Woodcutting Bench,Etabli de bucheron
FURNITURE.WOODCUTTERS_BENCH.TOOLTIP,,A {{PROFESSION.WOODCUTTER}} works here to turn {{RESOURCE.LOGS.PLURAL}} into {{RESOURCE.PLANKS.PLURAL}}.,Un {{PROFESSION.WOODCUTTER}} travaille ici pour transformer les {{RESOURCE.LOGS.PLURAL}} en {{RESOURCE.PLANKS.PLURAL}}.

GEM.AMETHYST.ADJECTIVE,,Amethyst,en améthyste
GEM.AMETHYST.NOUN,,Amethyst,Améthyste
GEM.AMETHYST.TOOLTIP,,A violet-hued variety of quartz. Ancient humans believed it could magically protect them from becoming too drunk. For this reason it is not very popular in dwarven culture.,"Une variété de quartz violet. Les anciens humains croyaient que cela pouvait les protéger magiquement de devenir trop ivres. Pour cette raison, il n'est pas très populaire dans la culture naine."
GEM.AMMOLITE.ADJECTIVE,,Ammolite,en ammolite
GEM.AMMOLITE.NOUN,,Ammolite,Ammolite
GEM.AMMOLITE.TOOLTIP,,An opal-like gemstone which has a red to green iridescence. It is known as the “hunting stone” and amulets made from it are meant to bring good luck to a hunt.,Une pierre précieuse de type opale qui a une irisation de rouge à vert. Elle est connue sous le nom de «pierre de chasse» et les amulettes fabriquées à partir de celle-ci sont destinées à porter chance durant une chasse.
GEM.AQUAMARINE.ADJECTIVE,,Aquamarine,en aigue-marine
GEM.AQUAMARINE.NOUN,,Aquamarine,Aigue-marine
GEM.AQUAMARINE.TOOLTIP,,A cyan-coloured variety of beryl. Some humans believe it offers magical protection against the dangers of the seas. This is because an ancient mage used a combination of sky and ice magic to protect trading ships during the age of darkness.,Une variété de béryl de couleur bleutée. Certains humains croient qu'elle offre une protection magique contre les dangers des mers. C'est parce qu'un ancien mage utilisait une combinaison de magie du ciel et de glace pour protéger les navires de commerce à l'ère des ténèbres.
GEM.BIXBITE.ADJECTIVE,,Bixbite,en béryl rouge
GEM.BIXBITE.NOUN,,Bixbite,Béryl rouge
GEM.BIXBITE.TOOLTIP,,"Also known as red beryl, it is a very rare gemstone. It is often confused for a red-coloured emerald.","Également connue sous le nom de béryl rouge, c'est une pierre précieuse très rare. Il est souvent confondu avec une émeraude grenat"
GEM.CINNABAR.ADJECTIVE,,Cinnabar,en cinabre
GEM.CINNABAR.NOUN,,Cinnabar,Cinabre
GEM.CINNABAR.TOOLTIP,,An ore of mercury which is often used in jewellery due to its deep-red hue. It is also used to produce the dye known as vermillion.,Un minerai de mercure qui est souvent utilisé dans les bijoux en raison de sa teinte rouge profond. Il est également utilisé pour produire le colorant connu sous le nom de vermillion.
GEM.CITRINE.ADJECTIVE,,Citrine,en citrine
GEM.CITRINE.NOUN,,Citrine,Citrine
GEM.CITRINE.TOOLTIP,,"A yellowish variety of quartz. It is the gemstone most similar in colour to gold, so most dwarves think citrine is lucky.","Une variété de quartz jaunâtre. C'est la pierre précieuse la plus proche de la couleur de l'or, donc la plupart des nains pensent que la citrine porte chance."
GEM.DIAMOND.ADJECTIVE,,Diamond,en diamant
GEM.DIAMOND.NOUN,,Diamond,Diamant
GEM.DIAMOND.TOOLTIP,,The hardest known material and one of the most important of the seven heavenly stones. Diamonds are the most condensed form of the neutral element known as “spirit” or “aether”.,Le matériau le plus dur connu et l'une des plus importantes des sept pierres célestes. Le diamant est la forme la plus condensée de l'élément neutre connu sous le nom d' «esprit» ou d' «éther».
GEM.EMERALD.ADJECTIVE,,Emerald,en émeraude
GEM.EMERALD.NOUN,,Emerald,Émeraude
GEM.EMERALD.TOOLTIP,,A vibrant green variety of beryl. It is thought that engraving on an emerald brings great misfortune. Emeralds are closely related to elemental life and associated magic.,Une variété de béryl vert vif. On pense que la gravure sur une émeraude apporte un grand malheur. Les émeraudes sont étroitement liées à la vie élémentaire et associé à la magie.
GEM.GARNET.ADJECTIVE,,Garnet,en grenat
GEM.GARNET.NOUN,,Garnet,Grenat
GEM.GARNET.TOOLTIP,,"Garnets cover a variety of minerals used as gemstones, all with a deep red colour. Some garnet gems are actually a condensed form of elemental fire.","Les grenats couvrent une variété de minéraux utilisés comme pierres précieuses, tous d'une couleur rouge foncé. Certaines gemmes grenat sont en fait une forme condensée de feu élémentaire."
GEM.JADE.ADJECTIVE,,Jade,en jade
GEM.JADE.NOUN,,Jade,Jade
GEM.JADE.TOOLTIP,,"A mineral with a light-green colour often used for decoration. Also, elves have been known to use jade to produce medicine which can cure ailments of the gut.","Un minéral de couleur vert clair souvent utilisé pour la décoration. En outre, on sait que les elfes utilisent du jade pour produire des médicaments qui peuvent guérir les maux de l'intestin."
GEM.JASPER.ADJECTIVE,,Jasper,en jaspe
GEM.JASPER.NOUN,,Jasper,Jaspe
GEM.JASPER.TOOLTIP,,"An impure variety of silica which can occur in several colours, but most commonly red. Jasper is favoured as a decoration material by orcs due to its variety.","Une variété impure de silice qui peut se trouver en plusieurs couleurs, mais le plus souvent en rouge. Le jaspe est favorisé comme matériau de décoration par les orcs en raison de sa variété."
GEM.LABRADORITE.ADJECTIVE,,Labradorite,en labradorite
GEM.LABRADORITE.NOUN,,Labradorite,Labradorite
GEM.LABRADORITE.TOOLTIP,,A rock which shines with a typically light-blue iridescence. Rarer specimens can reflect a wide range of colours.,Un rocher qui brille avec une irridescence typiquement bleu clair. Des spécimens plus rares peuvent refléter une large gamme de couleurs.
GEM.LAPIS.ADJECTIVE,,Lapis lazuli,en lapis lazuli
GEM.LAPIS.NOUN,,Lapis lazuli,Lapis lazuli
GEM.LAPIS.TOOLTIP,,A rock with a brilliant deep blue hue which is used as a precious stone.,Un rocher avec une teinte bleu profond brillant qui est utilisé comme pierre précieuse.
GEM.MAGNESITE.ADJECTIVE,,Magnesite,en magnésite
GEM.MAGNESITE.NOUN,,Magnesite,Magnésite
GEM.MAGNESITE.TOOLTIP,,A mineral which can be polished into beads for use in jewellery. These beads can by dyed into many different colours.,Un minéral qui peut être poli en perles pour une utilisation dans les bijoux. Ces perles peuvent être teintes dans de nombreuses couleurs différentes.
GEM.MOONSTONE.ADJECTIVE,,Moonstone,en pierre de lune
GEM.MOONSTONE.NOUN,,Moonstone,Pierre de lune
GEM.MOONSTONE.TOOLTIP,,"Thought to be formed by moonlight captured in rock, which makes this gemstone a favourite of the elves.","On pense qu'elle a été formée par le clair de lune capturé dans la roche, ce qui fait de cette pierre précieuse une des préférées des elfes."
GEM.MORGANITE.ADJECTIVE,,Morganite,en morganite
GEM.MORGANITE.NOUN,,Morganite,Morganite
GEM.MORGANITE.TOOLTIP,,A rose-coloured variety of beryl. It was named after being popularised by a particularly wealthy merchant in the age of myth.,Une variété de béryl rose. Il a été nommé d'après avoir été popularisé par un marchand particulièrement riche à l'époque du mythe.
GEM.OPAL.ADJECTIVE,,Opal,en opale
GEM.OPAL.NOUN,,Opal,Opale
GEM.OPAL.TOOLTIP,,"A form of silica infused with the magic of the oceans, which makes this a favourite of sailors and fishermen.","Une forme de silice imprégnée de la magie des océans, ce qui en fait un favori des marins et des pêcheurs."
GEM.PAINITE.ADJECTIVE,,Painite,en painite
GEM.PAINITE.NOUN,,Painite,Painite
GEM.PAINITE.TOOLTIP,,A very rare gemstone which is often identified as an off-colour sapphire. The crystals are naturally hexagonal in shape and a favourite of tacticians.,Une pierre précieuse très rare qui est souvent identifiée comme un saphir décoloré. Ces cristaux sont naturellement hexagonaux et les favoris des tacticiens.
GEM.RHODOCHROSITE.ADJECTIVE,,Rhodochrosite,en rhodochrosite
GEM.RHODOCHROSITE.NOUN,,Rhodochrosite,Rhodochrosite
GEM.RHODOCHROSITE.TOOLTIP,,Found in varying shades of red to pink. It is not as hard as most gemstones making it a poor choice for rings and other high-impact jewellery.,"Trouvé dans différentes nuances de rouge à rose. Elle n'est pas aussi dure que la plupart des pierres précieuses, ce qui en fait un mauvais choix pour les bagues et autres bijoux à fort impact."
GEM.ROCK_CRYSTAL.ADJECTIVE,,Rock crystal,en cristal de roche
GEM.ROCK_CRYSTAL.NOUN,,Rock crystal,Cristal de roche
GEM.ROCK_CRYSTAL.TOOLTIP,,The purest form of quartz. Rock crystals often feature in magical artifacts as they are a condensed form of the element of ice.,La forme la plus pure des cristaux de roche. Le quartz est souvent présents dans des artefacts magiques car ils sont une forme condensée de l'élément de glace.
GEM.RUBY.ADJECTIVE,,Ruby,en rubis
GEM.RUBY.NOUN,,Ruby,Rubis
GEM.RUBY.TOOLTIP,,"One of the seven heavenly stones, rubies are the element of fire condensed into a solid form.","L'une des sept pierres célestes, les rubis sont l'élément du feu condensé dans une forme solide."
GEM.SAPPHIRE.ADJECTIVE,,Sapphire,en saphir
GEM.SAPPHIRE.NOUN,,Sapphire,Saphir
GEM.SAPPHIRE.TOOLTIP,,"Often believed to protect the wearer from the attention of daemons, sapphires are much sought-after by mages for use in sky and air-based magic.","Souvent censés protéger le porteur de l'attention des démons, les saphirs sont très recherchés par les mages pour une utilisation dans les magies du ciel et de l'air."
GEM.SPINEL.ADJECTIVE,,Spinel,en spinelle
GEM.SPINEL.NOUN,,Spinel,Spinelle
GEM.SPINEL.TOOLTIP,,"Often confused with heavenly stones like true rubies and sapphires, spinels are a lesser form of magic-infused gem which can be associated with any of the elements, depending on colour.","Souvent confondus avec des pierres célestes comme de vrais rubis et saphirs, les spinelles sont une forme moindre de gemme imprégnée de magie qui peut être associée à n'importe quel élément, selon la couleur."
GEM.TANZANITE.ADJECTIVE,,Tanzanite,en tanzanite
GEM.TANZANITE.NOUN,,Tanzanite,Tanzanite
GEM.TANZANITE.TOOLTIP,,A rare gemstone that can alternate between blue and violet. It is thought to be formed from the material body of a dead god.,Une pierre précieuse rare qui peut alterner entre le bleu et le violet. Elle est supposée être formée à partir du corps physique d'un dieu mort.
GEM.TOPAZ.ADJECTIVE,,Topaz,en topaze
