KEY,NOTES,ENGLISH,ITALIAN
FURNITURE.FEASTING_TABLE.TOOLTIP,,"With a {{FURNITURE.CHAIR}} in place, your settlers will enjoy their meals at this table.","Con un {{FURNITURE.CHAIR}} in atto, i tuoi coloni potranno gustare i loro pasti a questo tavolo."
FURNITURE.FERMENTATION_TANK,,Fermentation tank,Serbatoio di fermentazione
FURNITURE.FERMENTATION_TANK.TOOLTIP,,This is where {{LIQUID.HOPPED_WORT}} is fermented into {{LIQUID.BEER}}.,Qui è dove {{LIQUID.HOPPED_WORT}} viene fermentato in {{LIQUID.BEER}}.
FURNITURE.FISH_BARREL,,Fish barrel,Barile per pesce
FURNITURE.FISH_BARREL.TOOLTIP,,Neatly store away your caught fish for future cooking.,Conservate ordinatamente il pesce pescato per cucinarlo in futuro.
FURNITURE.FLETCHERS_WORKBENCH,,Fletcher's workbench,Il banco di lavoro di Fletcher
FURNITURE.FLETCHERS_WORKBENCH.TOOLTIP,,This is a crafting station for ranged weapons and ammunition.,Si tratta di una stazione di produzione di armi e munizioni a distanza.
FURNITURE.FLOUR_MILL,This is a table with a hand-operated flour mill stone on top,Gristmill,Gristmill
FURNITURE.FLOUR_MILL.TOOLTIP,,The gristmill grinds {{VEGETABLE.WHEAT}} into {{RESOURCE.FLOUR.SACK.NOUN}} so that it can be used by a {{PROFESSION.CHEF}}.,Il mulino macina {{VEGETALE.WHEAT}} in {{RESOURCE.FLOUR.SACK.NOUN}} in modo che possa essere utilizzato da un {{PROFESSION.CHEF}}.
FURNITURE.FORGE,,Forge,Forgia
FURNITURE.FORGE.TOOLTIP,,This is where a {{PROFESSION.BLACKSMITH}} works with {{MATERIAL_TYPE.METAL.ADJECTIVE}} {{RESOURCE.METAL.INGOT.PLURAL}} and {{FUEL.SACK}} to craft items and weapons.,È qui che un {PROFESSION.BLACKSMITH}} lavora con {{MATERIAL_TYPE.METAL.ADJETTIVE}} {{RESOURCE.METAL.INGOT.PLURAL}} e {{FUEL.SACK}} per creare oggetti e armi.
FURNITURE.GRAVE,,Grave,Una tomba
FURNITURE.GRAVE.TOOLTIP,,A hastily-dug grave for deceased settlers that can only be dug into {{MATERIAL_TYPE.EARTH}}.,Una tomba scavata in fretta per i coloni defunti che può essere collocata solo in {{MATERIAL_TYPE.EARTH}}.
FURNITURE.HITCHING_POST,,Hitching post,Palo di aggancio
FURNITURE.HITCHING_POST.TOOLTIP,,Visiting merchants will park their wagons here.,I mercanti in visita potranno stazionare qui i loro carri.
FURNITURE.IMPORT_PALLET,,Import pallet,Pallet d'importazione
FURNITURE.IMPORT_PALLET.TOOLTIP,,Use this to determine which items to import to the room.,Utilizzare questo elemento per determinare quali oggetti importare nella stanza.
FURNITURE.INVADER_CAMPFIRE,,Campfire,Fuoco da campo
FURNITURE.KITCHEN_WORKTOP,Simple piece of furniture in a kitchen used to hold ingredients on top of it,Kitchen worktop,Piano di lavoro da cucina
FURNITURE.KITCHEN_WORKTOP.TOOLTIP,,An area to store ingredients for a {{PROFESSION.CHEF}} to cook soup.,Un'area dove conservare gli ingredienti per un {{PROFESSION.CHEF}} per cucinare la zuppa.
FURNITURE.LANTERN,,Lantern,Lanterna
FURNITURE.LANTERN.TOOLTIP,,A lantern provides light. This does not currently have an in-game effect.,Una lanterna fornisce luce â€” al momento non ha un effetto di gioco.
FURNITURE.LEATHERWORKING_STATION,,Leatherworking station,Stazione di lavorazione della pelle
FURNITURE.LEATHERWORKING_STATION.TOOLTIP,,A workbench to produce leather goods like armour and waterskins.,Un banco di lavoro per produrre oggetti in pelle come armature e otri.
FURNITURE.LEDGER_TABLE,,Ledger table,Tabella dei libri mastri
FURNITURE.LEDGER_TABLE.TOOLTIP,,A landmark for the {{ROOMS.TRADING_DEPOT}}. This does not currently have an in-game effect.,Un punto di riferimento per il {{ROOMS.TRADING_DEPOT}}. Al momento non ha alcun effetto nel gioco.
FURNITURE.LOOM,,Loom,Telaio
FURNITURE.LOOM.TOOLTIP,,Used to craft textiles such as {{PRODUCT.LINEN.NOUN}} from {{RESOURCE.HEMP.FIBRE.BUNDLE.PLURAL}}.,Utilizzato per la produzione di tessuti come il {{PRODUCT.LINEN.NOUN}} da {{RESOURCE.HEMP.FIBRE.BUNDLE.PLURAL}}.
FURNITURE.MALTING_STATION,,Malting station,Stazione del malto
FURNITURE.MALTING_STATION.TOOLTIP,,Here brewers steep barley and then dry it out using a kiln to produce malt.,Qui i birrai mettono in infusione l'orzo e poi lo asciugano con un forno per produrre il malto.
FURNITURE.MASH_TUN,,Mash tun,Tino di ammostamento
FURNITURE.MASH_TUN.TOOLTIP,,This is used to produce wort (unfermented beer) from milled malt and water.,Si usa per produrre mosto (birra non fermentata) dal malto macinato e dall'acqua.
FURNITURE.MUSHROOM_LOG,,Mushroom log,Tronco di funghi
FURNITURE.MUSHROOM_LOG.TOOLTIP,,"A log that has been injected with {{INGREDIENT.MUSHROOM.SPAWN.PLURAL}} to produce several harvests of delicious, juicy mushrooms.",Un tronco che è stato iniettato con {{INGREDIENT.MUSHROOM.SPAWN.PLURAL}} per produrre diversi raccolti di deliziosi e succosi funghi.
FURNITURE.MUSHROOM_SHOCK_TANK,This is a trough of water used to immerse mushroom logs in for a period of time,Shock tank,Serbatoio ammortizzatore
FURNITURE.MUSHROOM_SHOCK_TANK.TOOLTIP,,"After innoculation, a {{FURNITURE.MUSHROOM_LOG}} is placed in this tank to “shock” the mushroom colony and encourage it to grow mushrooms.","Dopo l'innoculazione, un {{FURNITURE.MUSHROOM_LOG}} viene posto in questo serbatoio per Â«scioccareÂ» la colonia di funghi e incoraggiarla a coltivare funghi."
FURNITURE.ORE_CRUSHING_STATION,,Ore crushing station,Stazione di frantumazione dei minerali
FURNITURE.ORE_CRUSHING_STATION.TOOLTIP,,Raw {{RESOURCE.ORE.UNREFINED.PLURAL}} is crushed to a more workable size so that it can be used in a {{FURNITURE.BLOOMERY_FURNACE}}.,{{RESOURCE.ORE.UNREFINED.PLURAL}} grezzo viene schiacciato in una dimensione più praticabile in modo che possa essere utilizzato in un {{FURNITURE.BLOOMERY_FURNCE}}.
FURNITURE.PILLAR,A pillar used to support a roof,Pillar,Pilastro
FURNITURE.PILLAR.TOOLTIP,,A pillar is required to stop large mined-out areas from collapsing. An area of 7x7 tiles that have been mined without any pillars or other supports in place will eventually collapse.,È necessario un pilastro per impedire il collasso di grandi aree estratte. Un'area di tessere 7x7 che sono state estratte senza pilastri o altri supporti in posizione alla fine crollerà.
FURNITURE.RETTING_TANK,,Retting tank,Serbatoio di reticolazione
FURNITURE.RETTING_TANK.TOOLTIP,,This is used to process raw {{VEGETABLE.HEMP}} into hemp fibre that can be worked into useful materials.,Si usa per lavorare la {{VEGETABLE.HEMP}} grezza in fibra di canapa che può essere lavorata in materiali utili.
FURNITURE.SARCOPHAGUS,A stone tomb,Sarcophagus,Sarcofago
FURNITURE.SARCOPHAGUS.TOOLTIP,,This elaborate stone container is the final resting place of a deceased settler.,Questo elaborato contenitore di pietra è il luogo di riposo finale di un colono defunto.
FURNITURE.SELLING_PALLET,,Selling pallet,Pallet di vendita
FURNITURE.SELLING_PALLET.TOOLTIP,,Use this to determine which items to sell to the merchants.,Utilizza questo parametro per determinare quali articoli vendere ai commercianti.
FURNITURE.SERVING_TABLE,A table used to hold food for serving,Serving table,Tavolo di servizio
FURNITURE.SERVING_TABLE.TOOLTIP,,{{PRODUCT.BREAD.LOAF.PLURAL}} are placed here for serving after being baked in a {{FURNITURE.BAKING_OVEN}}.,{{PRODUCT.BREAD.LOAF.PLURAL}} vengono posti qui per servire dopo essere stati cotti in un {{FURNITURE.BAKING_OVEN}}.
FURNITURE.SINGLE_BED,,Bed,Letto
FURNITURE.SINGLE_BED.TOOLTIP,,A bed is the best place for a comfortable night’s rest.,Un letto è il posto migliore per un riposo notturno confortevole.
FURNITURE.SINGLE_DOOR,,Door,Porta
FURNITURE.SINGLE_DOOR_FRAME,,Door frame,Telaio per porta
FURNITURE.SLEEPING_SPOT,,Sleeping spot,Posto per dormire
FURNITURE.SLEEPING_SPOT.TOOLTIP,,Your settlers will use this space to sleep on the floor. Not very comfortable!,I tuoi coloni useranno questo spazio per dormire sul pavimento. Non è molto comodo!
FURNITURE.STONEMASON_WORKBENCH,,Stonemason workbench,Banco da tagliapietre
FURNITURE.STONEMASON_WORKBENCH.TOOLTIP,,A {{PROFESSION.STONEMASON}} works here with {{MATERIAL_TYPE.STONE.ADJECTIVE}} resources.,Un {{PROFESSION.STONEMASON}} funziona qui con risorse {{MATERIAL_TYPE.STONE.ADJEXTIVE}}.
FURNITURE.TANNING_FRAME,,Tanning frame,Telaio per la conciatura
FURNITURE.TANNING_FRAME.TOOLTIP,,Used to turn {{CARCASS.HIDE.PLURAL}} into {{PRODUCT.LEATHER.PLURAL}}.,Utilizzato per trasformare {{CARCASS.HIDE.PLURAL}} in {{PRODUCT.LEATHER.PLURAL}}.
FURNITURE.TRADE_BANNER,,Banner,Stendardo
FURNITURE.TRADE_BANNER.TOOLTIP,,A decorative banner to denote the trading depot.,Uno stendardo decorativo per indicare il deposito commerciale.
FURNITURE.TRAINING_DUMMY,,Training dummy,Manichino di addestramento
FURNITURE.TRAINING_DUMMY.TOOLTIP,,Military settlers will practice their melee combat skills here up to level 50.,I coloni militari eserciteranno qui le loro abilità nel combattimento corpo a corpo.
FURNITURE.WAGON_PARKED,,Wagon,Carro
FURNITURE.WATERWHEEL,,Water Wheel,Ruota ad acqua
FURNITURE.WATERWHEEL.PLURAL,,Water Wheels,Ruote per acqua
FURNITURE.WATERWHEEL.TOOLTIP,,Provides mechanical power to other contraptions via {{PRODUCT.STONE.GEAR.PLURAL}} and shafts. Must be built adjacent to a river.,Fornisce potenza meccanica ad altri aggeggi tramite {{PRODUCT.STONE.GEAR.PLURAL}} e alberi. Deve essere costruito adiacente a un fiume.
FURNITURE.WATER_BARREL,,Water Barrel,Barile d'acqua
FURNITURE.WATER_BARREL.TOOLTIP,,"A water barrel is a place for your settlers to get a thirst-quenching drink, rather than having to find a natural water source like the river.","Un barile d'acqua è un luogo dove i tuoi coloni possono bere una bevanda dissetante, piuttosto che dover trovare una fonte d'acqua naturale come il fiume."
FURNITURE.WATER_PUMP,,Water Pump,Pompa d'acqua
FURNITURE.WATER_PUMP.PLURAL,,Water Pumps,Pompe per acqua
FURNITURE.WATER_PUMP.TOOLTIP,,Moves water from the river to a pipe system.,Sposta l'acqua dal fiume a un sistema di tubature.
FURNITURE.WEAPON_RACK,,Weapon Rack,Porta-armi
FURNITURE.WEAPON_RACK.TOOLTIP,,Used to store weapons.,Utilizzato per conservare le armi.
FURNITURE.WELL,,Cistern,Pozzo
FURNITURE.WELL.TOOLTIP,,"A cistern provides a source of water, but must be connected to a working pipe system.","Un pozzo fornisce una fonte d'acqua, ma deve essere collegato a un sistema di tubature funzionante."
FURNITURE.WINDMILL,,Windmill,Mulino a vento
FURNITURE.WINDMILL.PLURAL,,Windmills,Mulini a vento
FURNITURE.WINDMILL.TOOLTIP,,Provides mechanical power to other contraptions via {{PRODUCT.STONE.GEAR.PLURAL}} and shafts.,Fornisce potenza meccanica ad altri aggeggi tramite {{PRODUCT.STONE.GEAR.PLURAL}} e alberi.
FURNITURE.WOODCUTTERS_BENCH,,Woodcutting Bench,Banco da taglialegna
FURNITURE.WOODCUTTERS_BENCH.TOOLTIP,,A {{PROFESSION.WOODCUTTER}} works here to turn {{RESOURCE.LOGS.PLURAL}} into {{RESOURCE.PLANKS.PLURAL}}.,Un {{PROFESSION.WOODCUTTER}} lavora qui per trasformare {{RESOURCE.LOGS.PLURAL}} in {{RESOURCE.PLANKS.PLURAL}}.

GEM.AMETHYST.ADJECTIVE,,Amethyst,di ametista
GEM.AMETHYST.NOUN,,Amethyst,Ametista
GEM.AMETHYST.TOOLTIP,,A violet-hued variety of quartz. Ancient humans believed it could magically protect them from becoming too drunk. For this reason it is not very popular in dwarven culture.,Una varietà di quarzo viola. Gli antichi umani credevano che potesse magicamente proteggerli dal diventare troppo ubriachi. Per questo motivo non è molto popolare nella cultura nana.
GEM.AMMOLITE.ADJECTIVE,,Ammolite,Ammolite
GEM.AMMOLITE.NOUN,,Ammolite,Ammolite
GEM.AMMOLITE.TOOLTIP,,An opal-like gemstone which has a red to green iridescence. It is known as the “hunting stone” and amulets made from it are meant to bring good luck to a hunt.,Una gemma simile all'opale che ha un'iridescenza dal rosso al verde. È noto come la Â«pietra da cacciaÂ» e gli amuleti fatti da esso hanno lo scopo di portare fortuna a una caccia.
GEM.AQUAMARINE.ADJECTIVE,,Aquamarine,di acquamarina
GEM.AQUAMARINE.NOUN,,Aquamarine,Acquamarina
GEM.AQUAMARINE.TOOLTIP,,A cyan-coloured variety of beryl. Some humans believe it offers magical protection against the dangers of the seas. This is because an ancient mage used a combination of sky and ice magic to protect trading ships during the age of darkness.,Una varietà di berillo di colore ciano. Alcuni umani credono che offra una protezione magica contro i pericoli dei mari. Questo perchÃ© un antico mago usava una combinazione di cielo e magia del ghiaccio per proteggere le navi commerciali durante l'era delle tenebre.
GEM.BIXBITE.ADJECTIVE,,Bixbite,Bixbite
GEM.BIXBITE.NOUN,,Bixbite,Bixbite
GEM.BIXBITE.TOOLTIP,,"Also known as red beryl, it is a very rare gemstone. It is often confused for a red-coloured emerald.","Conosciuto anche come berillo rosso, è una pietra preziosa molto rara. Spesso è confuso per uno smeraldo di colore rosso."
GEM.CINNABAR.ADJECTIVE,,Cinnabar,Cinnabro
GEM.CINNABAR.NOUN,,Cinnabar,Cinnabro
GEM.CINNABAR.TOOLTIP,,An ore of mercury which is often used in jewellery due to its deep-red hue. It is also used to produce the dye known as vermillion.,Un minerale di mercurio che viene spesso utilizzato nei gioielli per la sua tonalità rosso intenso. Viene anche usato per produrre il colorante noto come vermiglio.
GEM.CITRINE.ADJECTIVE,,Citrine,di citrino
GEM.CITRINE.NOUN,,Citrine,Citrino
GEM.CITRINE.TOOLTIP,,"A yellowish variety of quartz. It is the gemstone most similar in colour to gold, so most dwarves think citrine is lucky.","Una varietà giallastra di quarzo. È la gemma di colore più simile all'oro, quindi la maggior parte dei nani pensa che il citrino sia fortunato."
GEM.DIAMOND.ADJECTIVE,,Diamond,di diamante
GEM.DIAMOND.NOUN,,Diamond,Diamante
GEM.DIAMOND.TOOLTIP,,The hardest known material and one of the most important of the seven heavenly stones. Diamonds are the most condensed form of the neutral element known as “spirit” or “aether”.,Il materiale più conosciuto e una delle più importanti delle sette pietre celesti. I diamanti sono la forma più condensata dell'elemento neutro noto come Â«spiritoÂ» o Â«etereÂ».
GEM.EMERALD.ADJECTIVE,,Emerald,di smeraldo
GEM.EMERALD.NOUN,,Emerald,Smeraldo
GEM.EMERALD.TOOLTIP,,A vibrant green variety of beryl. It is thought that engraving on an emerald brings great misfortune. Emeralds are closely related to elemental life and associated magic.,Una vivace varietà verde di berillo. Si pensa che l'incisione su uno smeraldo porti grande disgrazia. Gli smeraldi sono strettamente correlati alla vita elementale e alla magia associata.
GEM.GARNET.ADJECTIVE,,Garnet,di granato
GEM.GARNET.NOUN,,Garnet,Granato
GEM.GARNET.TOOLTIP,,"Garnets cover a variety of minerals used as gemstones, all with a deep red colour. Some garnet gems are actually a condensed form of elemental fire.","I granati coprono una varietà di minerali usati come pietre preziose, tutti con un colore rosso intenso. Alcune gemme di granato sono in realtà una forma condensata di fuoco elementale."
GEM.JADE.ADJECTIVE,,Jade,di giada
GEM.JADE.NOUN,,Jade,"Giada "
GEM.JADE.TOOLTIP,,"A mineral with a light-green colour often used for decoration. Also, elves have been known to use jade to produce medicine which can cure ailments of the gut.","Un minerale dal colore verde chiaro spesso utilizzato per la decorazione. Inoltre, gli elfi sono noti per usare la giada per produrre medicine che possono curare i disturbi dell'intestino."
GEM.JASPER.ADJECTIVE,,Jasper,di diaspro
GEM.JASPER.NOUN,,Jasper,Diaspro
GEM.JASPER.TOOLTIP,,"An impure variety of silica which can occur in several colours, but most commonly red. Jasper is favoured as a decoration material by orcs due to its variety.","Una varietà impura di silice che può presentarsi in diversi colori, ma più comunemente rosso. Jasper è preferito come materiale decorativo dagli orchi per la sua varietà."
GEM.LABRADORITE.ADJECTIVE,,Labradorite,Labradorite
GEM.LABRADORITE.NOUN,,Labradorite,Labradorite
GEM.LABRADORITE.TOOLTIP,,A rock which shines with a typically light-blue iridescence. Rarer specimens can reflect a wide range of colours.,Una roccia che brilla con un'iridescenza tipicamente azzurra. Gli esemplari più rari possono riflettere una vasta gamma di colori.
GEM.LAPIS.ADJECTIVE,,Lapis lazuli,Lapislazzuli
GEM.LAPIS.NOUN,,Lapis lazuli,Lapislazzuli
GEM.LAPIS.TOOLTIP,,A rock with a brilliant deep blue hue which is used as a precious stone.,Una roccia con una brillante tonalità blu intenso che viene utilizzata come pietra preziosa.
GEM.MAGNESITE.ADJECTIVE,,Magnesite,Magnesite
GEM.MAGNESITE.NOUN,,Magnesite,Magnesite
GEM.MAGNESITE.TOOLTIP,,A mineral which can be polished into beads for use in jewellery. These beads can by dyed into many different colours.,Un minerale che può essere lucidato in perline per l'uso in gioielleria. Queste perline possono essere tinte in molti colori diversi.
GEM.MOONSTONE.ADJECTIVE,,Moonstone,di pietra di luna
GEM.MOONSTONE.NOUN,,Moonstone,Pietra di luna
GEM.MOONSTONE.TOOLTIP,,"Thought to be formed by moonlight captured in rock, which makes this gemstone a favourite of the elves.","Pensato per essere formato dal chiaro di luna catturato nella roccia, che rende questa gemma una delle preferite degli elfi."
GEM.MORGANITE.ADJECTIVE,,Morganite,di morganite
GEM.MORGANITE.NOUN,,Morganite,Morganite
GEM.MORGANITE.TOOLTIP,,A rose-coloured variety of beryl. It was named after being popularised by a particularly wealthy merchant in the age of myth.,Una varietà di berillo di colore rosa. Il suo nome è stato reso popolare da un mercante particolarmente ricco nell'era del mito.
GEM.OPAL.ADJECTIVE,,Opal,di opale
GEM.OPAL.NOUN,,Opal,Opale
GEM.OPAL.TOOLTIP,,"A form of silica infused with the magic of the oceans, which makes this a favourite of sailors and fishermen.","Una forma di silice infusa con la magia degli oceani, che lo rende uno dei preferiti di marinai e pescatori."
GEM.PAINITE.ADJECTIVE,,Painite,Painite
GEM.PAINITE.NOUN,,Painite,Painite
GEM.PAINITE.TOOLTIP,,A very rare gemstone which is often identified as an off-colour sapphire. The crystals are naturally hexagonal in shape and a favourite of tacticians.,"Una pietra preziosa molto rara, spesso identificata come uno zaffiro di colore. I cristalli sono naturalmente esagonali e preferiti dai tattici."
GEM.RHODOCHROSITE.ADJECTIVE,,Rhodochrosite,Rodocrosite
GEM.RHODOCHROSITE.NOUN,,Rhodochrosite,Rodocrosite
GEM.RHODOCHROSITE.TOOLTIP,,Found in varying shades of red to pink. It is not as hard as most gemstones making it a poor choice for rings and other high-impact jewellery.,"Trovato in varie tonalità dal rosso al rosa. Non è dura come la maggior parte delle gemme, il che lo rende una scelta sbagliata per anelli e altri gioielli ad alto impatto."
GEM.ROCK_CRYSTAL.ADJECTIVE,,Rock crystal,di cristallo di rocca
GEM.ROCK_CRYSTAL.NOUN,,Rock crystal,Cristallo di rocca
GEM.ROCK_CRYSTAL.TOOLTIP,,The purest form of quartz. Rock crystals often feature in magical artifacts as they are a condensed form of the element of ice.,La forma più pura di quarzo. I cristalli di roccia spesso presentano artefatti magici in quanto sono una forma condensata dell'elemento del ghiaccio.
GEM.RUBY.ADJECTIVE,,Ruby,di rubino
GEM.RUBY.NOUN,,Ruby,Rubino
GEM.RUBY.TOOLTIP,,"One of the seven heavenly stones, rubies are the element of fire condensed into a solid form.","Una delle sette pietre celesti, i rubini sono l'elemento del fuoco condensato in una forma solida."
GEM.SAPPHIRE.ADJECTIVE,,Sapphire,di zaffiro
GEM.SAPPHIRE.NOUN,,Sapphire,Zaffiro
GEM.SAPPHIRE.TOOLTIP,,"Often believed to protect the wearer from the attention of daemons, sapphires are much sought-after by mages for use in sky and air-based magic.","Spesso si ritiene che protegga chi lo indossa dall'attenzione dei demoni, gli zaffiri sono molto ricercati dai maghi per l'uso nel cielo e nella magia basata sull'aria."
GEM.SPINEL.ADJECTIVE,,Spinel,di smeriglio
GEM.SPINEL.NOUN,,Spinel,Smeriglio
GEM.SPINEL.TOOLTIP,,"Often confused with heavenly stones like true rubies and sapphires, spinels are a lesser form of magic-infused gem which can be associated with any of the elements, depending on colour.","Spesso confusi con pietre celesti come veri rubini e zaffiri, gli spinelli sono una forma minore di gemma infusa magia che può essere associata a qualsiasi elemento, a seconda del colore."
GEM.TANZANITE.ADJECTIVE,,Tanzanite,di tanzanite
GEM.TANZANITE.NOUN,,Tanzanite,Tanzanite
GEM.TANZANITE.TOOLTIP,,A rare gemstone that can alternate between blue and violet. It is thought to be formed from the material body of a dead god.,Una gemma rara che può alternarsi tra blu e viola. Si pensa che sia formato dal corpo materiale di un dio morto.
