KEY,NOTES,ENGLISH,TURKISH
PRODUCT.LIQUID.TANK.TOOLTIP,,"This is a metal container used to store liquids, which must be crafted at the {{FURNITURE.FORGE}}.","{{FURNITURE.FORGE}} yapılması gerken ve sıvıların saklanmasında kullanılan, metalden yapılma bir kap."
PRODUCT.MILLSTONE,,Millstone,Değirmen taşı
PRODUCT.MILLSTONE.PLURAL,,Millstones,
PRODUCT.MILLSTONE.TOOLTIP,,Two large stone discs that are ground together to mill harvested crops. Used to construct a {{FURNITURE.FLOUR_MILL}}.,Hasat edilmiş mahülleri öğütmek için birbirine sürtünen iki büyük taş disk. {{FURNITURE.FLOUR_MILL}} inşasın da kullanılır.
PRODUCT.RATION.DOUGH.NOUN,,Ration dough,
PRODUCT.RATION.DOUGH.PLURAL,,Ration dough,
PRODUCT.RATION.DOUGH.TOOLTIP,,A mix of ingredients that can be baked into {{PRODUCT.RATION.LOAF.PLURAL}} using an {{FURNITURE.BAKING_OVEN}}.,
PRODUCT.RATION.NOUN,,Ration,Pay
PRODUCT.RATION.PLURAL,,Rations,Pay
PRODUCT.RATION.TOOLTIP,,"These will last a long time to feed your settlers, but you will need other sources of food as a priority.",Bu özelliği vatandaşlarını uzun sürelerde beslemek için kullanabilirsin ancak diğer birincil besin kaynaklarına ihtiyacın olacak.
PRODUCT.ROPE.NOUN,,Rope,
PRODUCT.ROPE.PLURAL,,Ropes,
PRODUCT.STONE.GEAR.NOUN,,Gear,
PRODUCT.STONE.GEAR.PLURAL,,Gears,
PRODUCT.STONE.GEAR.TOOLTIP,,Used in the construction of mechanisms.,
PRODUCT.STONE.PIPE.NOUN,,Pipe,
PRODUCT.STONE.PIPE.PLURAL,,Pipes,
PRODUCT.STONE.PIPE.TOOLTIP,,Used for liquids to flow between tiles underground.,
PRODUCT.WATERSKIN.NOUN,,Waterskin,
PRODUCT.WATERSKIN.PLURAL,,Waterskins,
PRODUCT.WOODEN.SHAFT.HORIZONTAL.NOUN,,Horizontal shaft,
PRODUCT.WOODEN.SHAFT.HORIZONTAL.PLURAL,,Horizontal shafts,
PRODUCT.WOODEN.SHAFT.HORIZONTAL.TOOLTIP,,Used to connect mechanisms which produce and require power.,
PRODUCT.WOODEN.SHAFT.VERTICAL.NOUN,,Vertical shaft,
PRODUCT.WOODEN.SHAFT.VERTICAL.PLURAL,,Vertical shafts,
PRODUCT.WOODEN.SHAFT.VERTICAL.TOOLTIP,,Used to connect mechanisms which produce and require power.,

PROFESSION.ARTISAN.FEMALE_NOUN,,Artisan,
PROFESSION.ARTISAN.MALE_NOUN,,Artisan,
PROFESSION.ARTISAN.PLURAL,,Artisans,
PROFESSION.ARTISAN.VERB,,Fabricating,
PROFESSION.BAKER.VERB,,Baking,Pişirmek
PROFESSION.BLACKSMITH.FEMALE_NOUN,,Blacksmith,Demirci
PROFESSION.BLACKSMITH.MALE_NOUN,,Blacksmith,Demirci
PROFESSION.BLACKSMITH.PLURAL,,Blacksmiths,
PROFESSION.BLACKSMITH.TOOLTIP,,Crafts items using metal and also produces metal from ore.,Metalden ürünler yapmanın yanı sıra ayrıca cevherden metal üretir.
PROFESSION.BLACKSMITH.VERB,,Forging,Dövme
PROFESSION.BREWER.FEMALE_NOUN,,Brewer,Bira üreticisi
PROFESSION.BREWER.MALE_NOUN,,Brewer,Bira üreticisi
PROFESSION.BREWER.PLURAL,,Brewers,
PROFESSION.BREWER.TOOLTIP,,Produces beer in a {{ROOMS.BREWERY}}.,{{ROOMS.BREWERY}} da bira  üretir.
PROFESSION.BREWER.VERB,,Brewing,Mayalama
PROFESSION.CARPENTER.FEMALE_NOUN,,Carpenter,Marangoz
PROFESSION.CARPENTER.MALE_NOUN,,Carpenter,Marangoz
PROFESSION.CARPENTER.PLURAL,,Carpenters,
PROFESSION.CARPENTER.TOOLTIP,,Creates wooden furniture and items.,Tahtadan eşya ve mobilya üretir.
PROFESSION.CARPENTER.VERB,,Crafting,Üretiliyor
PROFESSION.CHEF.FEMALE_NOUN,,Chef,Şef
PROFESSION.CHEF.MALE_NOUN,,Chef,Şef
PROFESSION.CHEF.PLURAL,,Chefs,
PROFESSION.CHEF.TOOLTIP,,Prepares all of the food to be consumed by your settlers.,Vatandaşların tarafından tüketilecek tüm yemekleri hazırlar.
PROFESSION.CHEF.VERB,,Cooking,Pişiriliyor
PROFESSION.DESCRIPTION,,{{skillLevelDescription.adjective}} {{profession.noun}},
PROFESSION.FARMER.FEMALE_NOUN,,Farmer,Çiftci
PROFESSION.FARMER.MALE_NOUN,,Farmer,Çiftçi
PROFESSION.FARMER.PLURAL,,Farmers,Çiftçi
PROFESSION.FARMER.TOOLTIP,,"Plants, tends and harvests crops.","Ekinleri eker, biçer ve göz kulak olur."
PROFESSION.FARMER.VERB,,Farming,Çiftçilik
PROFESSION.FISHER.FEMALE_NOUN,This could be “fisherman” and “fisherwoman”,Fisher,Balıkcı
PROFESSION.FISHER.MALE_NOUN,,Fisher,Balıkcı
PROFESSION.FISHER.TOOLTIP,,Catches fish from bodies of water for use as food and resources.,Yemek veya başka kaynaklar olarak kullanılması için balık tutar.
PROFESSION.FISHER.VERB,,Fishing,Balıkçılık
PROFESSION.HUNTER.FEMALE_NOUN,This could be “huntsman” and “huntress”,Hunter,Avcı
PROFESSION.HUNTER.MALE_NOUN,,Hunter,Avcı
PROFESSION.HUNTER.TOOLTIP,,Tracks and kills wild animals for their meat and pelts.,Eti ve postu için vahşi hayvanları takip eder ve avlar.
PROFESSION.HUNTER.VERB,,Hunting,Avcılık
PROFESSION.LEATHERWORKER.FEMALE_NOUN,,Leatherworker,
PROFESSION.LEATHERWORKER.MALE_NOUN,,Leatherworker,
PROFESSION.LEATHERWORKER.PLURAL,,Leatherworkers,
PROFESSION.LEATHERWORKER.TOOLTIP,,Treats the hides of creatures to produce leather goods.,
PROFESSION.LEATHERWORKER.VERB,,Leatherworking,
PROFESSION.MAYOR.FEMALE_NOUN,"In English at least, “mayoress” is incorrect",Mayor,Vali
PROFESSION.MAYOR.MALE_NOUN,,Mayor,Vali
PROFESSION.MAYOR.VERB,,Governing,Yönetim
PROFESSION.MERCHANT.FEMALE_NOUN,,Merchant,Tüccar
PROFESSION.MERCHANT.MALE_NOUN,,Merchant,Tüccar
PROFESSION.MERCHANT.VERB,,Trading,Ticaret
PROFESSION.MILLER.VERB,"Not a fully implemented profession, just used to describe “Milling flour”",Milling,Öğütme
PROFESSION.MINER.FEMALE_NOUN,,Miner,Madenci
PROFESSION.MINER.MALE_NOUN,,Miner,Madenci
PROFESSION.MINER.PLURAL,,Miners,
PROFESSION.MINER.TOOLTIP,,Excavates new areas using a {{TOOL.PICKAXE}}.," {{TOOL.PICKAXE}} kullanarak yeni alanlar kazar."
PROFESSION.MINER.VERB,,Mining,Madencilik
PROFESSION.NOBLE.FEMALE_NOUN,,Noble,Soylu
PROFESSION.NOBLE.MALE_NOUN,,Noble,Soylu
PROFESSION.NOBLE.TOOLTIP,,"Nobles do not fulfil jobs in the same way as common settlers, but bring fame and prestige to your settlement.",Soylular görevlerini sıradan vatandaşlar gibi yerine getirmezler ancak yerleşkene ün ve pretij getirirler.
PROFESSION.NOBLE.VERB,,Reigning,Hüküm süren
PROFESSION.RUNESMITH.FEMALE_NOUN,from “runes” and “blacksmith”,Runesmith,Rün oymacısı
PROFESSION.RUNESMITH.MALE_NOUN,"This is an invented term for the game, but should be derived",Runesmith,Rün oymacısı
PROFESSION.RUNESMITH.TOOLTIP,,"Enchants weapons, armour and items with magical runes to boost their abilities.","Silahları, zırhları ve diğer eşyaları kabiliyetlerini arttırmak için büyüler."
PROFESSION.RUNESMITH.VERB,,Enchanting,Büyücü
PROFESSION.SKILL_LEVEL.1,,Neophyte,
PROFESSION.SKILL_LEVEL.1.TOOLTIP,,An absolute beginner with little to no experience.,
PROFESSION.SKILL_LEVEL.2,,Novice,
PROFESSION.SKILL_LEVEL.2.TOOLTIP,,They only understand the basics of their craft.,
PROFESSION.SKILL_LEVEL.3,,Apprentice,
PROFESSION.SKILL_LEVEL.3.TOOLTIP,,"Though they are becoming skilled, there is still a lot of experience to be earned.",
PROFESSION.SKILL_LEVEL.4,,Journeyman,
PROFESSION.SKILL_LEVEL.4.TOOLTIP,,"No longer an apprentice, they have reasonable skill in their given craft.",
PROFESSION.SKILL_LEVEL.5,,Adept,
PROFESSION.SKILL_LEVEL.5.TOOLTIP,,They are well-skilled but still have further heights that can be reached.,
PROFESSION.SKILL_LEVEL.6,,Skilled,
PROFESSION.SKILL_LEVEL.6.TOOLTIP,,"Very skilled in their craft, they are now more than competent.",
PROFESSION.SKILL_LEVEL.7,,Expert,
PROFESSION.SKILL_LEVEL.7.TOOLTIP,,There is little that the expert does not know of their respective field.,
PROFESSION.SKILL_LEVEL.8,,Master,
PROFESSION.SKILL_LEVEL.8.TOOLTIP,,"Beyond even an expert, they are truly a master of their craft.",
PROFESSION.SKILL_LEVEL.9,,Grandmaster,
PROFESSION.SKILL_LEVEL.9.TOOLTIP,,There is nobody more skilled in their craft than a grandmaster.,
PROFESSION.STONEMASON.FEMALE_NOUN,,Stonemason,Taş ustası
PROFESSION.STONEMASON.MALE_NOUN,,Stonemason,Taş ustası
PROFESSION.STONEMASON.PLURAL,,Stonemasons,
PROFESSION.STONEMASON.TOOLTIP,,Crafts furniture and items from stone.,Taştan eşya ve mobilya üretir.
PROFESSION.STONEMASON.VERB,,Sculpting,Şekillendirmek
PROFESSION.VILLAGER.FEMALE_NOUN,,Villager,Köylü
PROFESSION.VILLAGER.MALE_NOUN,,Villager,Köylü
PROFESSION.VILLAGER.TOOLTIP,,This settler does not have any specific professions and will fulfil any mundane tasks like hauling items.,"Bu vatandaşın özel bir mesleği yoktur. Kendisine verilen, eşya taşımak gibi angarya işlerin hepsini yerine getirir."
PROFESSION.VILLAGER.VERB,,Working,Çalışıyor
PROFESSION.WEAVER.FEMALE_NOUN,,Weaver,
PROFESSION.WEAVER.MALE_NOUN,,Weaver,
PROFESSION.WEAVER.PLURAL,,Weavers,
PROFESSION.WEAVER.TOOLTIP,,Processes materials into clothing and other fabrics.,
PROFESSION.WEAVER.VERB,,Weaving,
PROFESSION.WOODCUTTER.FEMALE_NOUN,This could be “lumberjack” and “lumberjane”,Woodcutter,Oduncu
PROFESSION.WOODCUTTER.MALE_NOUN,,Woodcutter,Oduncu
PROFESSION.WOODCUTTER.PLURAL,,Woodcutters,
PROFESSION.WOODCUTTER.TOOLTIP,,Cuts down trees as lumber that can be used in a {{ROOMS.SAWMILL}}.,{{ROOMS.SAWMILL}} da kullanılabilmesi için ağaçları keser.
PROFESSION.WOODCUTTER.VERB,,Chopping,Kesiliyor

QUOTA.FIXED_AMOUNT,,in total,toplamda
QUOTA.PER_SETTLER,,per settler,vatandaş başına

RACE.BOAR.NOUN,,Wild boar,
RACE.CARP.NOUN,,Carp,
RACE.DEER.FEMALE_NOUN,,Doe,
RACE.DEER.MALE_NOUN,,Stag,
RACE.DEER.TOOLTIP,,A deer is a non-threatening herbivore which will flee at any sign of danger,
RACE.DWARF.FEMALE_ADJECTIVE,,Dwarven,Cüce
RACE.DWARF.FEMALE_NOUN,,Dwarf,Cüce
RACE.DWARF.FEMALE_PLURAL,,Dwarves,Cüceler
RACE.DWARF.MALE_ADJECTIVE,,Dwarven,Cüce
RACE.DWARF.MALE_NOUN,The male and female forms are only for languages that need them,Dwarf,Cüce
RACE.DWARF.MALE_PLURAL,Note that I'm going with Tolkein's spelling of “dwarves” rather than “dwarfs”,Dwarves,Cüce
RACE.DWARF.TOOLTIP,,Dwarves are short and stocky humanoids. They are masters of working with stone and metal. Most dwarves distrust the sky and prefer to stay underground.,Cüceler kısa ve tıkmaz insansı yaratıklardır. Taş ve metal ustasılardır. Cücelerin büyük bir çoğunluğu gök yüzüne güvenmezler ve yer altında kalmayı tercih ederler.
RACE.ELEPHANT.NOUN,,Elephant,
RACE.FOX.FEMALE_NOUN,,Vixen,
RACE.FOX.MALE_NOUN,,Fox,
RACE.FUNGOLEM,,Fungolem,
RACE.HORSE.NOUN,,Horse,
RACE.ORC.MALE_ADJECTIVE,,Orcish,
RACE.ORC.MALE_NOUN,Orcs are only male,Orc,
RACE.PERCH.NOUN,,Perch,
RACE.PIKE.NOUN,,Pike,
RACE.SPIDER,,Spider,
RACE.UNDEAD_DWARF,,Undead dwarf,
RACE.WURM,,Wurm,

RESOURCE.BONE.LARGE.NOUN,,Large Bone,
RESOURCE.BONE.LARGE.PLURAL,,Large Bones,
RESOURCE.BONE.MEDIUM.NOUN,,Medium Bone,
RESOURCE.BONE.MEDIUM.PLURAL,,Medium Bones,
RESOURCE.BONE.SMALL.NOUN,,Small Bone,
RESOURCE.BONE.SMALL.PLURAL,,Small Bones,
RESOURCE.FLOUR.SACK.NOUN,,Flour,Un
RESOURCE.FLOUR.SACK.PLURAL,,Flour,Un
RESOURCE.FLOUR.SACK.TOOLTIP,,Grain that has been milled into a fine powder ready to be used as an ingredient in the production of food.,"İyi öğütülmüş ve toz haline getirilmiş, yemek üretiminde kullanılmaya hazır tahıl."
RESOURCE.GEMS.UNREFINED.NOUN,,Uncut gem,Kesilmemiş değerli taş
RESOURCE.GEMS.UNREFINED.PLURAL,,Uncut gems,Kesilmemiş değerli taş
RESOURCE.GEMS.UNREFINED.TOOLTIP,,A hunk of rock containing gems ready to be cut and polished.,İçinde kesilmeyi ve cilalanmayı bekleyen değerli taşların olduğu bir parça taş.
RESOURCE.GRAIN.SACK.NOUN,,Grain (sack),
RESOURCE.GRAIN.SACK.PLURAL,,Grain (sack),
RESOURCE.HEMP.BUNDLE.NOUN,,Hemp bundle,
RESOURCE.HEMP.BUNDLE.PLURAL,,Hemp bundles,
RESOURCE.HEMP.FIBRE.BUNDLE.NOUN,,Hemp fibre bundle,
RESOURCE.HEMP.FIBRE.BUNDLE.PLURAL,,Hemp fibre bundles,
RESOURCE.LOGS.NOUN,,Log,Kütük
RESOURCE.LOGS.PLURAL,,Logs,Kütük
RESOURCE.LOGS.TOOLTIP,,"Sections of a tree that are most commonly prepared into {{RESOURCE.PLANKS.PLURAL}}, but have other uses as well.",Genellikle {{RESOURCE.PLANKS.PLURAL}} yapımında kullanılan ancak başka kullanımlarıda olan bir ağaç parçası.
RESOURCE.METAL.BLOOM.NOUN,,Bloom,Ham Metal
RESOURCE.METAL.BLOOM.PLURAL,,Blooms,Ham Metal
RESOURCE.METAL.BLOOM.TOOLTIP,,A lump of metal mixed with slag which must be hammered into a usable form.,"Kullanılabilir hale gelebilmesi için dövülmesi gereken, cüruf ile karışmış bir yığın metal."
RESOURCE.METAL.INGOT.NOUN,,Ingot,Külçe
RESOURCE.METAL.INGOT.PLURAL,,Ingots,Külçe
RESOURCE.METAL.INGOT.TOOLTIP,,"Refined metal blocks, ready to be used as a crafting ingredient.","Üretim malzemesi olarak kullanılmakya hazır, rafine edilmiş metal blokları."
RESOURCE.METAL.PLATE.NOUN,,Plate,Plaka
RESOURCE.METAL.PLATE.PLURAL,,Plates,Plaka
RESOURCE.METAL.PLATE.TOOLTIP,,"Large, flat plates that are used in some of the larger machinery.",Bazı büyük makinelerde kullanılan geniş ve yassı plakalar.
RESOURCE.MUSHROOM.LOG.NOUN,,Mushroom log,Mantar kütüğü
RESOURCE.MUSHROOM.LOG.PLURAL,,Mushroom logs,Mantar kütüğü
RESOURCE.MUSHROOM.LOG.TOOLTIP,,A log that has been infused with {{INGREDIENT.MUSHROOM.SPAWN.NOUN}}. The body of the log itself is where the mushrooms draw nutrients from. It requires dousing in a {{FURNITURE.MUSHROOM_SHOCK_TANK}} after becoming fully innoculated.,{{INGREDIENT.MUSHROOM.SPAWN.NOUN}} ile aşılanmış bir kütük. Kütüğün gövdesi mantarın besinlerini aldığı noktadır. Tamamen aşılanmasının ardından {{FURNITURE.MUSHROOM_SHOCK_TANK}} içine batırılması gerekmektedir.
RESOURCE.MUSHROOM.LUMBER.NOUN,,Mushroom log,Kütük
RESOURCE.MUSHROOM.LUMBER.PLURAL,,Mushroom logs,Kütük
RESOURCE.MUSHROOM.LUMBER.TOOLTIP,,Sections of a giant mushroom that can be used in the same way as wooden {{RESOURCE.LOGS.PLURAL}}.," Dev mantarın tahta {{RESOURCE.LOGS.PLURAL}} gibi kullanılabilecek parçaları."
RESOURCE.ORE.CRUSHED.NOUN,,Crushed ore,Parçalanmış cevher
RESOURCE.ORE.CRUSHED.PLURAL,,Crushed ore,Paçalanmış cevher
RESOURCE.ORE.CRUSHED.TOOLTIP,,"A metallic sand created by breaking down raw metal ore, ready for use in a {{FURNITURE.BLOOMERY_FURNACE}}.",Ham metal cevherinin parçalanması ile oluşturulmuş {{FURNITURE.BLOOMERY_FURNACE}} da kullanıma hazır metalik kum.
RESOURCE.ORE.UNREFINED.NOUN,,Ore,Cevher
RESOURCE.ORE.UNREFINED.PLURAL,,Ore,Cevher
RESOURCE.ORE.UNREFINED.TOOLTIP,,Stone that contains metallic ores which can be processed into usable metal.,İçinde metal kullanılabilir metale dönüştürülebilecek parçalar bulunan taş.
RESOURCE.PLANKS.NOUN,,Plank,Kalas
RESOURCE.PLANKS.PLURAL,,Planks,Kalas
RESOURCE.PLANKS.TOOLTIP,,Sections of wood of a fixed size so they can be easily used in constructions and crafting.,İnşaa ve üretimde kolayca kullanılabilmesi için sabit boyutta üretilen tahta parçaları.
RESOURCE.SHOCKED.MUSHROOM.LOG.NOUN,,Mushroom log,Mantar kütüğü
RESOURCE.SHOCKED.MUSHROOM.LOG.PLURAL,,Mushroom logs,Mantar kütüğü
RESOURCE.SHOCKED.MUSHROOM.LOG.TOOLTIP,,This mushroom-infused log has been “shocked” in water to encourage the mushrooms to develop and should produce a harvest soon.,"Bu mantar aşılanmış kütük, mantar gelişimini hızlandırmak adına su içinde ‘şoklanmıştır’. Yakın zamanda hasat vermeli."
RESOURCE.STONE.BLOCK.NOUN,,Block,Blok
RESOURCE.STONE.BLOCK.PLURAL,,Blocks,Blok
RESOURCE.STONE.BLOCK.TOOLTIP,,Stone that has been shaped into a cube so that it can be easily used in construction or crafting.,İnşaa ve üretimde kolayca kullanılabilmesi için küp şekline getirilmiş taş.
RESOURCE.STONE.UNREFINED.NOUN,,Rough stone boulder,Yontulmamış taş parçası
RESOURCE.STONE.UNREFINED.PLURAL,,Rough stone boulders,Yontulmamış taş parçası
RESOURCE.STONE.UNREFINED.TOOLTIP,,A huge piece of stone that must be chiselled into a more useful shape by a {{PROFESSION.STONEMASON}}.," {{PROFESSION.STONEMASON}} tarafından daha yararlı bir şekile yontulması gereken büyük taş parçası."
RESOURCE.WHEAT.SACK.NOUN,,Wheat (sack),
RESOURCE.WHEAT.SACK.PLURAL,,Wheat (sack),
RESOURCE.WHEAT.SACK.TOOLTIP,,Sacks of wheat are harvested from farm plots sown with wheat seeds.,

ROOMS.ARMOURY,,Armoury,
ROOMS.ARMOURY.TOOLTIP,,Weapons and armour are created here.,
ROOMS.ARTISAN_WORKSHOP,,Artisan workshop,
ROOMS.ARTISAN_WORKSHOP.TOOLTIP,,Intricate items are crafted here.,
ROOMS.BAKERY,,Bakery,
ROOMS.BAKERY.TOOLTIP,,Where bread dough is created and then baked into bread.,
ROOMS.BARRACKS,,Barracks,
ROOMS.BARRACKS.TOOLTIP,,A place for members of the military to sleep and train.,
ROOMS.BEDROOM,,Bedroom,Yatakodası
ROOMS.BEDROOM.TOOLTIP,,A place for your settlers to sleep.,"Vatandaşlarının uyuması için bir alan. Vatandaşlar en az 9, tercihen 13 karo dan oluşan tek kişilik odalarda kalmayı tercih ederler."
ROOMS.BREWERY,,Brewery,Birahane
ROOMS.BREWERY.TOOLTIP,,Brews beer for your settlers to enjoy!,Vatandaşların tadını çıkarması için bira üretir. Farklı alkollü içecekler gelecekte eklenecek.
ROOMS.BRIDGE,,Bridge,Köprü
ROOMS.BRIDGE.TOOLTIP,,Placed across the river to allow access to the other side.,Nehirin üzerine yerleştirildiğinde karşı diğer tarafa erişim sağlar.
ROOMS.CARPENTRY_WORKSHOP,,Carpentry workshop,Marangoz atölyesi
ROOMS.CARPENTRY_WORKSHOP.TOOLTIP,,This workshop produces most wooden tools and items,Tahta eşya ve araçların büyük bir kısmı bu atölyede üretilir.
ROOMS.COMPONENT.STOCKPILE.DESCRIPTION,,{{allocated}} of {{total}} spaces currently in use,{{allocated}} {{total}} kullanım alanları
ROOMS.FARM,,Farm plot,Tarım arazisi
ROOMS.FARM.PLURAL,,Farm plots,Tarım arazisi
ROOMS.FARM.TOOLTIP,,Grows crops using {{INGREDIENT.SEEDS.PLURAL}}. Must be placed on {{MATERIAL_TYPE.EARTH.NOUN}}.," {{INGREDIENT.SEEDS.PLURAL}} kullanarak mahsül yetiştiri.  {{MATERIAL_TYPE.Earth.NOUN}} alana yerleştirilmelidir."
ROOMS.FEASTING_HALL,,Feasting hall,Şölen salonu
ROOMS.FEASTING_HALL.TOOLTIP,,"A place for settlers to gather to eat, drink and be merry!",Vatandaşların toplanıp yiyip içip  eğlenebileceği bir alan.
ROOMS.FUEL_REFINERY,,Fuel refinery,
ROOMS.FUEL_REFINERY.TOOLTIP,,Produces fuel from {{RESOURCE.LOGS.PLURAL}} or {{ORE.BITUMINOUS_COAL.NOUN}}.,
ROOMS.GRAVEYARD,,Graveyard,Mezar
ROOMS.GRAVEYARD.TOOLTIP,,Deceased settlers are laid to rest here.,Ölen vatandaşları son yolculuklarına burada uğurlanır.
ROOMS.ITERATIVE_NAMED_ROOM,,{{roomName}} #{{number}},
ROOMS.KITCHEN,,Kitchen,Mutfak
ROOMS.KITCHEN.TOOLTIP,,Most food is prepared here before being served in a {{ROOMS.FEASTING_HALL}}.,Yemeklerin büyük bir kısmı {{ROOMS.FEASTING_HALL}}da servis edilmeden önce burada hazırlanır.
ROOMS.LEATHER_WORKSHOP,,Leatherworks,
ROOMS.LEATHER_WORKSHOP.TOOLTIP,,Craft items out of animal hide.,
ROOMS.MASONRY_WORKSHOP,,Masonry workshop,Taş ustası atölyesi
ROOMS.MASONRY_WORKSHOP.TOOLTIP,,This workshop produces most items made out of stone.,Taştan eşya ve araçların büyük bir kısmı bu atölyede üretilir.
ROOMS.MUSHROOM_FARM,,Mushroom farm,Mantar çiftliği
ROOMS.MUSHROOM_FARM.TOOLTIP,,Mushrooms can be grown using {{INGREDIENT.MUSHROOM.SPAWN.NOUN}} and wooden {{RESOURCE.LOGS.PLURAL}}.,"Mantarlar  {{INGREDIENT.MUSHROOM.SPAWN.NOUN}} ve {{RESOURCE.LOGS.PLURAL}} kullanarak yetiştirilebilir. "
ROOMS.SAWMILL,,Sawmill,Kereste İmalathanesi
ROOMS.SAWMILL.TOOLTIP,,Wooden {{RESOURCE.LOGS.PLURAL}} are refined into {{RESOURCE.PLANKS.PLURAL}} here.,Tahta {{RESOURCE.LOGS.PLURAL}} burada {{RESOURCE.PLANKS.PLURAL}} a dönüştürülür.
ROOMS.SMELTERY,,Smeltery,
ROOMS.SMELTERY.TOOLTIP,,Metallic ore is refined into usable ingots here.,
ROOMS.SMITHY,,Smithy,
ROOMS.SMITHY.TOOLTIP,,Used to craft metal tools.,
ROOMS.STOCKPILE,,Stockpile,
ROOMS.STOCKPILE.TOOLTIP,,This area stores different kinds of items depending on settings.,
ROOMS.STOCKPILES,,Stockpiles,Stok yığını
ROOMS.STOCKPILES.TOOLTIP,,Unused items are placed in stockpiles for easy access.,Kullanılmağan eşyalar kolay erişim için stok yığınlarına yerleştirilir.
ROOMS.STOCKPILE_WITH_GROUP_NAME,,{{stockpileGroupName}} {{roomTypeName}},
ROOMS.TEXTILE_WORKSHOP,,Textile workshop,
ROOMS.TEXTILE_WORKSHOP.TOOLTIP,,Processes {{SEED.HEMP_SEED}} into textiles for a variety of uses.,
ROOMS.TRADING_DEPOT,,Trading depot,
ROOMS.TRADING_DEPOT.TOOLTIP,,Buy and sell items with visiting merchants.,

ROPE.AGED_ROPE,,Aged,
ROPE.BRONZED_ROPE,,Bronzed,
ROPE.GRAY_ROPE,,Gray,
ROPE.HEMP-ROPE,,Hemp,
ROPE.TOBACCO_ROPE,Just to describe a light colour,Light,

RUSTED_SCRAP.NOUN,,Scrap,
RUSTED_SCRAP.TOOLTIP,,These are the remains of an item that has completed corroded due to rust.,

SEASON.AUTUMN,,Autumn,Sonbahar
SEASON.SPRING,,Spring,İlkbahar
SEASON.SUMMER,,Summer,Yaz
SEASON.WINTER,,Winter,Kış

SEED.BARLEY_SEED,,Barley,Arpa
SEED.BARLEY_SEED.TOOLTIP,{{VEGETABLE.BARLEY.TOOLTIP}},"A grain used only in the production of beer. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Sadece bira üretiminde kullanılan bir tahıl.  {{SEASON.SPRING}}, {{SEASON.SUMMER}} veya   {{SEASON.AUTUMN}} mevsimlerinde dikilebilir."
SEED.BERSERKER_MUSHROOM_SPAWN,,Berserker,Savaşcı Mantarı
SEED.BERSERKER_MUSHROOM_SPAWN.TOOLTIP,{{VEGETABLE.BERSERKER_MUSHROOM.TOOLTIP}},A mushroom with a pink-red cap bearing white spots. It has hallucinogenic properties which warriors sometimes use in preparation for battle.,"Beyaz noktalı, kırmızı-pembe şemsiyeye sahip bir mantar. Halüsinojenik özellikleri nedeni ile bazen savaşcılar tarafından savaşa hazırlık için kullanılır."
SEED.CARROT_SEED,,Carrot,Havuç
SEED.CARROT_SEED.TOOLTIP,{{VEGETABLE.CARROT.TOOLTIP}},"A hardy root vegetable that survives the {{SEASON.WINTER}} frost. Carrots grow quickly but only produce a small crop. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","{{SEASON.WINTER}} ayazında hayatta kalabilen dayanıklı bir kök bitkisi. Havuç hızlı büyümesine rağmen az miktarda mahsül verirler.  {{SEASON.SPRING}}, {{SEASON.SUMMER}} ve  {{SEASON.AUTUMN}} mevsimlerinde ekilebilir."
SEED.CORN_SEED,,Corn,Mısır
SEED.CORN_SEED.TOOLTIP,{{VEGETABLE.CORN.TOOLTIP}},"A cereal grain also known as maize. It produces a bountiful crop but takes around 2 seasons to grow and can not survive {{SEASON.WINTER}}, so it requires planting in early {{SEASON.SPRING}}.",Darı olarakda bilinen bir tahıl tanesidir. Bol mahsül verir ancak büyümesi yaklaşık 2 mevsim sürer {{SEASON.WINTER}} mevsiminde hayatta kalamaz.  {{SEASON.SPRING}} mevsiminin başında dikilmesi gerekir.
SEED.DEATH_CAP_SPAWN,,Death cap,"Köygöçüren mantarı "
SEED.DEATH_CAP_SPAWN.TOOLTIP,{{VEGETABLE.DEATH_CAP_MUSHROOM.TOOLTIP}},"A very poisonous mushroom with a wide, flat cap. Eating even a tiny amount will almost certainly cause poisoning which can lead to death.",Geniş bir şapkaya sahip aşırı zehirli mantar türü. Ufak miktarda tüketilmesi bile ölüme neden olabilecek ciddi zehirlenmeye yol açabilir.
SEED.ELFSBANE_SPAWN,,Elfsbane,Elfboğan
SEED.ELFSBANE_SPAWN.TOOLTIP,{{VEGETABLE.ELFSBANE_MUSHROOM.TOOLTIP}},"This mushroom has a simple, flavourless taste to most humanoids. Strangely, it tastes absolutely disgusting to elves, who often react with explosive vomiting upon consumption, or in extreme cases, a heart attack.","İnsansı varlıklar için basit neredeyse tadı olmayan bir bitki olan Elfboğan, adındanda anlaşılacağı gibi elfer için zararldır. Ağızlarında acı ve iğrenç bir tad bırakan Elfboğan, tüketmeleri halinde mide bulantısı ve kusma, ekstrem vakalarda ise kalp krizi geçirtebilir."
SEED.FIST_SPAWN,,Fist,Yumruk mantarı
