KEY,NOTES,ENGLISH,SWEDISH
PROFESSION.MINER.MALE_NOUN,,Miner,Gruvarbetare
PROFESSION.MINER.PLURAL,,Miners,
PROFESSION.MINER.TOOLTIP,,Excavates new areas using a {{TOOL.PICKAXE}}.,Grävar nya områden med hjälp av en {{TOOL.PICKAXE}}.
PROFESSION.MINER.VERB,,Mining,Gruvdrift
PROFESSION.NOBLE.FEMALE_NOUN,,Noble,Adelskvinna
PROFESSION.NOBLE.MALE_NOUN,,Noble,Adelsman
PROFESSION.NOBLE.TOOLTIP,,"Nobles do not fulfil jobs in the same way as common settlers, but bring fame and prestige to your settlement.","Adelsmän uppfyller inte jobb på samma sätt som vanliga bosättare, men ger berömmelse och prestige till din bosättning."
PROFESSION.NOBLE.VERB,,Reigning,Regera
PROFESSION.RUNESMITH.FEMALE_NOUN,from “runes” and “blacksmith”,Runesmith,Runsmed
PROFESSION.RUNESMITH.MALE_NOUN,"This is an invented term for the game, but should be derived",Runesmith,Runsmed
PROFESSION.RUNESMITH.TOOLTIP,,"Enchants weapons, armour and items with magical runes to boost their abilities.","Förtrollar vapen, rustningar och föremål med magiska runor för att öka deras förmågor."
PROFESSION.RUNESMITH.VERB,,Enchanting,Förtrolla
PROFESSION.SKILL_LEVEL.1,,Neophyte,
PROFESSION.SKILL_LEVEL.1.TOOLTIP,,An absolute beginner with little to no experience.,
PROFESSION.SKILL_LEVEL.2,,Novice,
PROFESSION.SKILL_LEVEL.2.TOOLTIP,,They only understand the basics of their craft.,
PROFESSION.SKILL_LEVEL.3,,Apprentice,
PROFESSION.SKILL_LEVEL.3.TOOLTIP,,"Though they are becoming skilled, there is still a lot of experience to be earned.",
PROFESSION.SKILL_LEVEL.4,,Journeyman,
PROFESSION.SKILL_LEVEL.4.TOOLTIP,,"No longer an apprentice, they have reasonable skill in their given craft.",
PROFESSION.SKILL_LEVEL.5,,Adept,
PROFESSION.SKILL_LEVEL.5.TOOLTIP,,They are well-skilled but still have further heights that can be reached.,
PROFESSION.SKILL_LEVEL.6,,Skilled,
PROFESSION.SKILL_LEVEL.6.TOOLTIP,,"Very skilled in their craft, they are now more than competent.",
PROFESSION.SKILL_LEVEL.7,,Expert,
PROFESSION.SKILL_LEVEL.7.TOOLTIP,,There is little that the expert does not know of their respective field.,
PROFESSION.SKILL_LEVEL.8,,Master,
PROFESSION.SKILL_LEVEL.8.TOOLTIP,,"Beyond even an expert, they are truly a master of their craft.",
PROFESSION.SKILL_LEVEL.9,,Grandmaster,
PROFESSION.SKILL_LEVEL.9.TOOLTIP,,There is nobody more skilled in their craft than a grandmaster.,
PROFESSION.STONEMASON.FEMALE_NOUN,,Stonemason,Stenhuggare
PROFESSION.STONEMASON.MALE_NOUN,,Stonemason,Stenhuggare
PROFESSION.STONEMASON.PLURAL,,Stonemasons,
PROFESSION.STONEMASON.TOOLTIP,,Crafts furniture and items from stone.,Hantverk möbler och föremål från sten.
PROFESSION.STONEMASON.VERB,,Sculpting,Skulptera
PROFESSION.VILLAGER.FEMALE_NOUN,,Villager,Bybo
PROFESSION.VILLAGER.MALE_NOUN,,Villager,Bybo
PROFESSION.VILLAGER.TOOLTIP,,This settler does not have any specific professions and will fulfil any mundane tasks like hauling items.,Denna bosättare har inga specifika yrken och kommer att uppfylla några vardagliga uppgifter som att transportera föremål.
PROFESSION.VILLAGER.VERB,,Working,Arbeta
PROFESSION.WEAVER.FEMALE_NOUN,,Weaver,
PROFESSION.WEAVER.MALE_NOUN,,Weaver,
PROFESSION.WEAVER.PLURAL,,Weavers,
PROFESSION.WEAVER.TOOLTIP,,Processes materials into clothing and other fabrics.,
PROFESSION.WEAVER.VERB,,Weaving,
PROFESSION.WOODCUTTER.FEMALE_NOUN,This could be “lumberjack” and “lumberjane”,Woodcutter,Skogshuggare
PROFESSION.WOODCUTTER.MALE_NOUN,,Woodcutter,Skogshuggare
PROFESSION.WOODCUTTER.PLURAL,,Woodcutters,
PROFESSION.WOODCUTTER.TOOLTIP,,Cuts down trees as lumber that can be used in a {{ROOMS.SAWMILL}}.,Klipper ner träd som virke som kan användas i en {{ROOMS.SAWMILL}}.
PROFESSION.WOODCUTTER.VERB,,Chopping,Hugga

QUOTA.FIXED_AMOUNT,,in total,
QUOTA.PER_SETTLER,,per settler,

RACE.BOAR.NOUN,,Wild boar,
RACE.CARP.NOUN,,Carp,
RACE.DEER.FEMALE_NOUN,,Doe,
RACE.DEER.MALE_NOUN,,Stag,
RACE.DEER.TOOLTIP,,A deer is a non-threatening herbivore which will flee at any sign of danger,
RACE.DWARF.FEMALE_ADJECTIVE,,Dwarven,Dvärg-
RACE.DWARF.FEMALE_NOUN,,Dwarf,Dvärg
RACE.DWARF.FEMALE_PLURAL,,Dwarves,Dvärgar
RACE.DWARF.MALE_ADJECTIVE,,Dwarven,Dvärg-
RACE.DWARF.MALE_NOUN,The male and female forms are only for languages that need them,Dwarf,Dvärg
RACE.DWARF.MALE_PLURAL,Note that I'm going with Tolkein's spelling of “dwarves” rather than “dwarfs”,Dwarves,Dvärgar
RACE.DWARF.TOOLTIP,,Dwarves are short and stocky humanoids. They are masters of working with stone and metal. Most dwarves distrust the sky and prefer to stay underground.,Dvärgar är korta och slitna humanoider. De är mästare på att arbeta med sten och metall. De flesta dvärgar misstror himlen och föredrar att stanna under jorden.
RACE.ELEPHANT.NOUN,,Elephant,
RACE.FOX.FEMALE_NOUN,,Vixen,
RACE.FOX.MALE_NOUN,,Fox,
RACE.FUNGOLEM,,Fungolem,
RACE.HORSE.NOUN,,Horse,
RACE.ORC.MALE_ADJECTIVE,,Orcish,
RACE.ORC.MALE_NOUN,Orcs are only male,Orc,
RACE.PERCH.NOUN,,Perch,
RACE.PIKE.NOUN,,Pike,
RACE.SPIDER,,Spider,
RACE.UNDEAD_DWARF,,Undead dwarf,
RACE.WURM,,Wurm,

RESOURCE.BONE.LARGE.NOUN,,Large Bone,
RESOURCE.BONE.LARGE.PLURAL,,Large Bones,
RESOURCE.BONE.MEDIUM.NOUN,,Medium Bone,
RESOURCE.BONE.MEDIUM.PLURAL,,Medium Bones,
RESOURCE.BONE.SMALL.NOUN,,Small Bone,
RESOURCE.BONE.SMALL.PLURAL,,Small Bones,
RESOURCE.FLOUR.SACK.NOUN,,Flour,Mjöl
RESOURCE.FLOUR.SACK.PLURAL,,Flour,Mjöl
RESOURCE.FLOUR.SACK.TOOLTIP,,Grain that has been milled into a fine powder ready to be used as an ingredient in the production of food.,Korn som har malts till ett fint pulver redo att användas som ingrediens vid framställning av livsmedel.
RESOURCE.GEMS.UNREFINED.NOUN,,Uncut gem,Oslipad ädelsten
RESOURCE.GEMS.UNREFINED.PLURAL,,Uncut gems,Oslipade ädelstenar
RESOURCE.GEMS.UNREFINED.TOOLTIP,,A hunk of rock containing gems ready to be cut and polished.,En bit sten som innehåller ädelstenar redo att skäras och poleras.
RESOURCE.GRAIN.SACK.NOUN,,Grain (sack),
RESOURCE.GRAIN.SACK.PLURAL,,Grain (sack),
RESOURCE.HEMP.BUNDLE.NOUN,,Hemp bundle,
RESOURCE.HEMP.BUNDLE.PLURAL,,Hemp bundles,
RESOURCE.HEMP.FIBRE.BUNDLE.NOUN,,Hemp fibre bundle,
RESOURCE.HEMP.FIBRE.BUNDLE.PLURAL,,Hemp fibre bundles,
RESOURCE.LOGS.NOUN,,Log,Stock
RESOURCE.LOGS.PLURAL,,Logs,Stockar
RESOURCE.LOGS.TOOLTIP,,"Sections of a tree that are most commonly prepared into {{RESOURCE.PLANKS.PLURAL}}, but have other uses as well.","Delar av ett träd som oftast är beredda i {{RESOURCE.PLURC.PLURAL}}, men som också har andra användningsområden."
RESOURCE.METAL.BLOOM.NOUN,,Bloom,Blommar
RESOURCE.METAL.BLOOM.PLURAL,,Blooms,Blommar
RESOURCE.METAL.BLOOM.TOOLTIP,,A lump of metal mixed with slag which must be hammered into a usable form.,En klump av metall blandad med slagg som måste hamras i en användbar form.
RESOURCE.METAL.INGOT.NOUN,,Ingot,Tacka
RESOURCE.METAL.INGOT.PLURAL,,Ingots,Tackor
RESOURCE.METAL.INGOT.TOOLTIP,,"Refined metal blocks, ready to be used as a crafting ingredient.","Raffinerade metallblock, redo att användas som en hantverksingrediens."
RESOURCE.METAL.PLATE.NOUN,,Plate,Plattan
RESOURCE.METAL.PLATE.PLURAL,,Plates,Plattor
RESOURCE.METAL.PLATE.TOOLTIP,,"Large, flat plates that are used in some of the larger machinery.","Stora, platta plattor som används i några av de större maskinerna."
RESOURCE.MUSHROOM.LOG.NOUN,,Mushroom log,Svamp logg
RESOURCE.MUSHROOM.LOG.PLURAL,,Mushroom logs,Svamp stockar
RESOURCE.MUSHROOM.LOG.TOOLTIP,,A log that has been infused with {{INGREDIENT.MUSHROOM.SPAWN.NOUN}}. The body of the log itself is where the mushrooms draw nutrients from. It requires dousing in a {{FURNITURE.MUSHROOM_SHOCK_TANK}} after becoming fully innoculated.,En logg som har infunderats med {{VERGENT.MUSTOM.SPAWN.NOUN}}. Kroppen i själva loggen är där svampen drar näringsämnen från. Det kräver dousing i en {{FEBRUARIET.MUSTOM_SHOCK_TANK}} efter att ha blivit helt oskulerad.
RESOURCE.MUSHROOM.LUMBER.NOUN,,Mushroom log,Stock
RESOURCE.MUSHROOM.LUMBER.PLURAL,,Mushroom logs,Stockar
RESOURCE.MUSHROOM.LUMBER.TOOLTIP,,Sections of a giant mushroom that can be used in the same way as wooden {{RESOURCE.LOGS.PLURAL}}.,Sektioner av en jätte svamp som kan användas på samma sätt som trä {{RESOURCE.LOGS.PLURAL}}.
RESOURCE.ORE.CRUSHED.NOUN,,Crushed ore,Krossad malm
RESOURCE.ORE.CRUSHED.PLURAL,,Crushed ore,Krossad malm
RESOURCE.ORE.CRUSHED.TOOLTIP,,"A metallic sand created by breaking down raw metal ore, ready for use in a {{FURNITURE.BLOOMERY_FURNACE}}.","En metallisk sand skapad genom att bryta ner råmetallmalm, klar för användning i en {{FURNITURE.BLOOMERY_UGE}}."
RESOURCE.ORE.UNREFINED.NOUN,,Ore,Mineral
RESOURCE.ORE.UNREFINED.PLURAL,,Ore,Mineraler
RESOURCE.ORE.UNREFINED.TOOLTIP,,Stone that contains metallic ores which can be processed into usable metal.,Sten som innehåller metallmalm som kan bearbetas till användbar metall.
RESOURCE.PLANKS.NOUN,,Plank,Planka
RESOURCE.PLANKS.PLURAL,,Planks,Plankor
RESOURCE.PLANKS.TOOLTIP,,Sections of wood of a fixed size so they can be easily used in constructions and crafting.,Sektioner av trä av fast storlek så att de enkelt kan användas i konstruktioner och hantverk.
RESOURCE.SHOCKED.MUSHROOM.LOG.NOUN,,Mushroom log,Svamp logg
RESOURCE.SHOCKED.MUSHROOM.LOG.PLURAL,,Mushroom logs,Svamp stockar
RESOURCE.SHOCKED.MUSHROOM.LOG.TOOLTIP,,This mushroom-infused log has been “shocked” in water to encourage the mushrooms to develop and should produce a harvest soon.,Denna svampinfunderade logg har blivit ”chockad” i vatten för att uppmuntra svampen att utvecklas och bör producera en skörd snart.
RESOURCE.STONE.BLOCK.NOUN,,Block,Block
RESOURCE.STONE.BLOCK.PLURAL,,Blocks,Block
RESOURCE.STONE.BLOCK.TOOLTIP,,Stone that has been shaped into a cube so that it can be easily used in construction or crafting.,Sten som har formats till en kub så att den lätt kan användas i konstruktion eller tillverkning.
RESOURCE.STONE.UNREFINED.NOUN,,Rough stone boulder,Grovt stenblock
RESOURCE.STONE.UNREFINED.PLURAL,,Rough stone boulders,Grova stenblock
RESOURCE.STONE.UNREFINED.TOOLTIP,,A huge piece of stone that must be chiselled into a more useful shape by a {{PROFESSION.STONEMASON}}.,En stor sten som måste mejslas till en mer användbar form av en {{PROFCTION.STONEMASON}}.
RESOURCE.WHEAT.SACK.NOUN,,Wheat (sack),
RESOURCE.WHEAT.SACK.PLURAL,,Wheat (sack),
RESOURCE.WHEAT.SACK.TOOLTIP,,Sacks of wheat are harvested from farm plots sown with wheat seeds.,

ROOMS.ARMOURY,,Armoury,
ROOMS.ARMOURY.TOOLTIP,,Weapons and armour are created here.,
ROOMS.ARTISAN_WORKSHOP,,Artisan workshop,
ROOMS.ARTISAN_WORKSHOP.TOOLTIP,,Intricate items are crafted here.,
ROOMS.BAKERY,,Bakery,
ROOMS.BAKERY.TOOLTIP,,Where bread dough is created and then baked into bread.,
ROOMS.BARRACKS,,Barracks,
ROOMS.BARRACKS.TOOLTIP,,A place for members of the military to sleep and train.,
ROOMS.BEDROOM,,Bedroom,Sovrummet
ROOMS.BEDROOM.TOOLTIP,,A place for your settlers to sleep.,"En plats för dina nybyggare att sova. De föredrar att ha individuella sovrum som är minst 9 plattor i storlek, och helst minst 13 plattor i storlek."
ROOMS.BREWERY,,Brewery,
ROOMS.BREWERY.TOOLTIP,,Brews beer for your settlers to enjoy!,
ROOMS.BRIDGE,,Bridge,Bron
ROOMS.BRIDGE.TOOLTIP,,Placed across the river to allow access to the other side.,Placerad tvärs över floden för att ge tillgång till andra sidan.
ROOMS.CARPENTRY_WORKSHOP,,Carpentry workshop,Snickarbod
ROOMS.CARPENTRY_WORKSHOP.TOOLTIP,,This workshop produces most wooden tools and items,Denna verkstad producerar de flesta träverktyg och föremål.
ROOMS.COMPONENT.STOCKPILE.DESCRIPTION,,{{allocated}} of {{total}} spaces currently in use,{{allokerad}} av {{total}} blanksteg som för närvarande används
ROOMS.FARM,,Farm plot,Lantgård
ROOMS.FARM.PLURAL,,Farm plots,Gårdsområden
ROOMS.FARM.TOOLTIP,,Grows crops using {{INGREDIENT.SEEDS.PLURAL}}. Must be placed on {{MATERIAL_TYPE.EARTH.NOUN}}.,Växer grödor med {{INDERENT.SEEDS.PLURAL}}. Måste placeras på {{MATERIAL_TYPE.EARH.NOUN}}.
ROOMS.FEASTING_HALL,,Feasting hall,Festsalen
ROOMS.FEASTING_HALL.TOOLTIP,,"A place for settlers to gather to eat, drink and be merry!","En plats för nybyggare att samlas för att äta, dricka och vara glada!"
ROOMS.FUEL_REFINERY,,Fuel refinery,
ROOMS.FUEL_REFINERY.TOOLTIP,,Produces fuel from {{RESOURCE.LOGS.PLURAL}} or {{ORE.BITUMINOUS_COAL.NOUN}}.,
ROOMS.GRAVEYARD,,Graveyard,Kyrkogård
ROOMS.GRAVEYARD.TOOLTIP,,Deceased settlers are laid to rest here.,Avlidna bosättare läggs för att vila här.
ROOMS.ITERATIVE_NAMED_ROOM,,{{roomName}} #{{number}},
ROOMS.KITCHEN,,Kitchen,Kök
ROOMS.KITCHEN.TOOLTIP,,Most food is prepared here before being served in a {{ROOMS.FEASTING_HALL}}.,De flesta livsmedel tillagas här innan de serveras i {{ROOPS.FEASTING_HALL}}.
ROOMS.LEATHER_WORKSHOP,,Leatherworks,
ROOMS.LEATHER_WORKSHOP.TOOLTIP,,Craft items out of animal hide.,
ROOMS.MASONRY_WORKSHOP,,Masonry workshop,Murarverkstad
ROOMS.MASONRY_WORKSHOP.TOOLTIP,,This workshop produces most items made out of stone.,Denna verkstad producerar de flesta föremål gjorda av sten.
ROOMS.MUSHROOM_FARM,,Mushroom farm,Svamp gård
ROOMS.MUSHROOM_FARM.TOOLTIP,,Mushrooms can be grown using {{INGREDIENT.MUSHROOM.SPAWN.NOUN}} and wooden {{RESOURCE.LOGS.PLURAL}}.,Svampar kan odlas med {{EXTRENENENT.MUSTOM.SPAWN.NOUN}} och trä {{RESOURCE.LOGS.PLURAL}}.
ROOMS.SAWMILL,,Sawmill,Såg
ROOMS.SAWMILL.TOOLTIP,,Wooden {{RESOURCE.LOGS.PLURAL}} are refined into {{RESOURCE.PLANKS.PLURAL}} here.,Trä {{RESOURCE.LOGS.PLURAL}} raffineras till {{RESOURCE.PLURAL}} här.
ROOMS.SMELTERY,,Smeltery,
ROOMS.SMELTERY.TOOLTIP,,Metallic ore is refined into usable ingots here.,
ROOMS.SMITHY,,Smithy,
ROOMS.SMITHY.TOOLTIP,,Used to craft metal tools.,
ROOMS.STOCKPILE,,Stockpile,
ROOMS.STOCKPILE.TOOLTIP,,This area stores different kinds of items depending on settings.,
ROOMS.STOCKPILES,,Stockpiles,Lagerpålar
ROOMS.STOCKPILES.TOOLTIP,,Unused items are placed in stockpiles for easy access.,Oanvända föremål placeras i lager för enkel åtkomst.
ROOMS.STOCKPILE_WITH_GROUP_NAME,,{{stockpileGroupName}} {{roomTypeName}},
ROOMS.TEXTILE_WORKSHOP,,Textile workshop,
ROOMS.TEXTILE_WORKSHOP.TOOLTIP,,Processes {{SEED.HEMP_SEED}} into textiles for a variety of uses.,
ROOMS.TRADING_DEPOT,,Trading depot,
ROOMS.TRADING_DEPOT.TOOLTIP,,Buy and sell items with visiting merchants.,

ROPE.AGED_ROPE,,Aged,
ROPE.BRONZED_ROPE,,Bronzed,
ROPE.GRAY_ROPE,,Gray,
ROPE.HEMP-ROPE,,Hemp,
ROPE.TOBACCO_ROPE,Just to describe a light colour,Light,

RUSTED_SCRAP.NOUN,,Scrap,
RUSTED_SCRAP.TOOLTIP,,These are the remains of an item that has completed corroded due to rust.,

SEASON.AUTUMN,,Autumn,Höst
SEASON.SPRING,,Spring,Vår
SEASON.SUMMER,,Summer,Sommar
SEASON.WINTER,,Winter,Vinter

SEED.BARLEY_SEED,,Barley,Korn
SEED.BARLEY_SEED.TOOLTIP,{{VEGETABLE.BARLEY.TOOLTIP}},"A grain used only in the production of beer. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Ett korn som endast används vid produktion av öl. Kan planteras i {{SEASON.SPRING}}, {{SEASON.SOMR}} eller {{SEASON.HENT}}"
SEED.BERSERKER_MUSHROOM_SPAWN,,Berserker,Berserkern
SEED.BERSERKER_MUSHROOM_SPAWN.TOOLTIP,{{VEGETABLE.BERSERKER_MUSHROOM.TOOLTIP}},A mushroom with a pink-red cap bearing white spots. It has hallucinogenic properties which warriors sometimes use in preparation for battle.,En svamp med en rosa-röd mössa med vita fläckar. Det har hallucinogena egenskaper som krigare ibland använder för att förbereda sig för strid.
SEED.CARROT_SEED,,Carrot,Morot
SEED.CARROT_SEED.TOOLTIP,{{VEGETABLE.CARROT.TOOLTIP}},"A hardy root vegetable that survives the {{SEASON.WINTER}} frost. Carrots grow quickly but only produce a small crop. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","En härdig rotgrönsak som överlever {{SEASON.WINTER} -frosten. Morötter växer snabbt men producerar bara en liten gröda. Kan planteras i {{SEASON.SPRING}}, {{SEASON.SOMR}} eller {{SEASON.HENT}}"
SEED.CORN_SEED,,Corn,Majs
SEED.CORN_SEED.TOOLTIP,{{VEGETABLE.CORN.TOOLTIP}},"A cereal grain also known as maize. It produces a bountiful crop but takes around 2 seasons to grow and can not survive {{SEASON.WINTER}}, so it requires planting in early {{SEASON.SPRING}}.","En spannmålskorn även känd som majs. Den producerar en riklig gröda men tar cirka 2 säsonger att växa och kan inte överleva {{SEASON.WINTER}}, så den kräver plantering i början av {{SEASON.SPRING}}."
SEED.DEATH_CAP_SPAWN,,Death cap,Död mössa
SEED.DEATH_CAP_SPAWN.TOOLTIP,{{VEGETABLE.DEATH_CAP_MUSHROOM.TOOLTIP}},"A very poisonous mushroom with a wide, flat cap. Eating even a tiny amount will almost certainly cause poisoning which can lead to death.","En mycket giftig svamp med en bred, platt keps. Att äta även en liten mängd kommer nästan säkert att orsaka förgiftning som kan leda till döden."
SEED.ELFSBANE_SPAWN,,Elfsbane,Elfsbane
SEED.ELFSBANE_SPAWN.TOOLTIP,{{VEGETABLE.ELFSBANE_MUSHROOM.TOOLTIP}},"This mushroom has a simple, flavourless taste to most humanoids. Strangely, it tastes absolutely disgusting to elves, who often react with explosive vomiting upon consumption, or in extreme cases, a heart attack.","Denna svamp har en enkel, smaklös smak för de flesta humanoider. Konstigt nog smakar det helt äckligt för älvor, som ofta reagerar med explosiv kräkningar vid konsumtion eller i extrema fall hjärtinfarkt."
SEED.FIST_SPAWN,,Fist,Knytnäve
SEED.FIST_SPAWN.TOOLTIP,{{VEGETABLE.FIST_MUSHROOM.TOOLTIP}},A black-blue mushroom with a metallic taste. It is named for a group of bards from the age of darkness.,En svartblå svamp med metallisk smak. Det är uppkallat efter en grupp bards från mörkrets ålder.
SEED.GLOW_SPAWN,,Glow,Glöd
SEED.GLOW_SPAWN.TOOLTIP,{{VEGETABLE.GLOW_MUSHROOM.TOOLTIP}},A magic-infused mushroom that gives off light and changes colour with the seasons.,En magisk svamp som avger ljus och ändrar färg med årstiderna.
SEED.HEMP_SEED,,Hemp,
SEED.HEMP_SEED.TOOLTIP,,Used to produce rope and fabric after it hsa been processed.,
SEED.HOPS_SEED,,Hops,Humle
SEED.HOPS_SEED.TOOLTIP,{{VEGETABLE.HOPS.TOOLTIP}},A flower used for the flavouring of beer. Must be planted in {{SEASON.SPRING}}.,En blomma som används för smaksättning av öl. Måste planteras i {{SEASON.SPRING}}.
SEED.MILTONIA_SPAWN,,Miltonia,Miltonia
SEED.MILTONIA_SPAWN.TOOLTIP,{{VEGETABLE.MILTONIA_MUSHROOM.TOOLTIP}},"Once thought to exist only in the Hudds region, it is now found throughout the world.","En gång tänkt att existera endast i Hudds-regionen, finns det nu över hela världen."
SEED.POTATO_SEED,,Potato,Potatis
SEED.POTATO_SEED.TOOLTIP,{{VEGETABLE.POTATO.TOOLTIP}},"A starchy root vegetable which can survive {{SEASON.WINTER}} making it a good choice for most settlements. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","En stärkelserik rotgrönsak som kan överleva {{SEASON.WINTER}} vilket gör det till ett bra val för de flesta bosättningar. Kan planteras i {{SEASON.SPRING}}, {{SEASON.SOMR}} eller {{SEASON.HENT}}"
SEED.PURPLE_HELMET_SPAWN,,Purple helmet,Lila hjälm
SEED.PURPLE_HELMET_SPAWN.TOOLTIP,{{VEGETABLE.PURPLE_HELMET_MUSHROOM.TOOLTIP}},"Fat Hat, Plump Turban, Puffy Helmet; This fabled mushroom goes by many names. Legend holds that long ago, many communities of dwarves subsisted entirely on a domesticated strain of this fungus.","Fat Hat, Plump Turban, Puffy Hjälm; Denna mytomspunna svamp går med många namn. Legenden hävdar att många samhällen av dvärgar levde helt på en domesticerad stam av denna svamp."
SEED.ROCIOMYCOTA_MUSHROOM_SPAWN,,Rociomycota,Rociomycota
SEED.ROCIOMYCOTA_MUSHROOM_SPAWN.TOOLTIP,{{VEGETABLE.ROCIOMYCOTA_MUSHROOM.TOOLTIP}},A white and black spotted mushroom. It has been known to affect the appearance of those who ingest it.,En vit och svart fläckig svamp. Det har varit känt att påverka utseendet hos dem som intar det.
SEED.SUNGLOW_SPAWN,,Sunglow,Sunglow
SEED.SUNGLOW_SPAWN.TOOLTIP,{{VEGETABLE.SUNGLOW_MUSHROOM.TOOLTIP}},A bright yellow mushroom which glows with the appearance of sunlight. It loses this glow the moment it is harvested.,En ljusgul svamp som lyser med uppkomsten av solljus. Den förlorar denna glöd när den skördas.
SEED.SYRUP_POWDER_SPAWN,,Syrup powder,Sirap pulver
SEED.SYRUP_POWDER_SPAWN.TOOLTIP,{{VEGETABLE.SYRUP_POWDER_MUSHROOM.TOOLTIP}},"A round orange/yellow mushroom with a white underside. It is said to have been used by mages long ago, but for what purpose, nobody knows.","En rund orange/gul svamp med vit undersida. Det sägs ha använts av magiker för länge sedan, men för vilket ändamål vet ingen."
SEED.TOMATO_SEED,,Tomato,Tomat
SEED.TOMATO_SEED.TOOLTIP,{{VEGETABLE.TOMATO.TOOLTIP}},A plant which grows large red berries often used as a vegetable. Can only be planted in {{SEASON.SPRING}}.,En växt som växer stora röda bär används ofta som grönsak. Kan endast planteras i {{SEASON.SPRING}}.
SEED.WHEAT_SEED,,Wheat,Vete
SEED.WHEAT_SEED.TOOLTIP,{{VEGETABLE.WHEAT.TOOLTIP}},"A cereal grain generally used for the production of bread. It can survive {{SEASON.WINTER}} but takes a while to grow, so it is either planted in {{SEASON.SPRING}} or {{SEASON.AUTUMN}}.","En spannmålskorn som vanligtvis används för produktion av bröd. Den kan överleva {{SEASON.WINTER}} men tar ett tag att växa, så den är antingen planterad i {{SEASON.SPRING}} eller {{SEASON.HÖSTEN}}."

SHRUB.DESCRIPTION,Shrub or bush should do,Bush,Buske

SKILL.ARCHERY.FEMALE_NOUN,,Archer,
SKILL.ARCHERY.MALE_NOUN,,Archer,
SKILL.ARCHERY.TOOLTIP,,Skill with the bow,
SKILL.AXES.FEMALE_NOUN,,Axewoman,
SKILL.AXES.MALE_NOUN,,Axeman,
SKILL.AXES.TOOLTIP,,Skill with axes,
SKILL.CROSSBOWS.FEMALE_NOUN,,Arbalist,
SKILL.CROSSBOWS.MALE_NOUN,,Arbalist,
SKILL.CROSSBOWS.TOOLTIP,,Skill with the crossbow,
SKILL.MACES.FEMALE_NOUN,,Hammerer,
SKILL.MACES.MALE_NOUN,,Hammerer,
SKILL.MACES.TOOLTIP,,Skill with hammers and maces,
SKILL.SWORDSMANSHIP.FEMALE_NOUN,,Swordswoman,
SKILL.SWORDSMANSHIP.MALE_NOUN,,Swordsman,
SKILL.SWORDSMANSHIP.TOOLTIP,,Skill with the sword,
SKILL.UNARMED_COMBAT.FEMALE_NOUN,,Brawler,
SKILL.UNARMED_COMBAT.MALE_NOUN,,Brawler,
SKILL.UNARMED_COMBAT.TOOLTIP,,Skill in unarmed combat,

SKIN.BOAR_HIDE,,Boar,
SKIN.DEER_HIDE,,Deer,
SKIN.DWARF_HIDE,,Dwarf,
SKIN.ELEPHANT_HIDE,,Elephant,
SKIN.HORSE_HIDE,,Horse,

STATUS.ALCOHOL_WITHDRAWL,,Alcohol withdrawl,
STATUS.BLEEDING,,Bleeding,
STATUS.BLINDED,,Blind,
STATUS.DEATH,,Dead,
STATUS.DRUNK,,Drunk,
STATUS.DYING_OF_HUNGER,,Dying of hunger,
STATUS.DYING_OF_THIRST,,Dying of thirst,
STATUS.EXHAUSTED,,Exhausted,
STATUS.INTERNAL_BLEEDING,,Internal bleeding,
STATUS.KNOCKED_UNCONSCIOUS,,Unconscious,
STATUS.LOSS_MAIN_HAND,,Loss of main hand,
STATUS.LOSS_OFF_HAND,,Loss of off hand,
STATUS.MOVEMENT_IMPAIRED,,Impaired movement,
STATUS.ON_FIRE,,On fire,
STATUS.POISONED,,Poisoned,
STATUS.TEMPORARILY_BLINDED,,Temporarily blinded,
STATUS.VERY_HUNGRY,,Very hungry,
STATUS.VERY_THIRSTY,,Very thirsty,

STOCKPILE.GROUP.FOOD,,Food,
STOCKPILE.GROUP.FOOD.TOOLTIP,,Stores harvested fruit and vegetables which can expire.,
STOCKPILE.GROUP.FUEL,,Fuel,
STOCKPILE.GROUP.GRANARY,,Granary,
STOCKPILE.GROUP.GRANARY.TOOLTIP,,Stores grains and seeds which will not expire.,
STOCKPILE.GROUP.PRODUCTS,,Products,
STOCKPILE.GROUP.RAW_MATERIALS,,Raw materials,
STOCKPILE.GROUP.SEEDS,,Seeds,
STOCKPILE.GROUP.TOOLS,,Tools,
STOCKPILE.GROUP.TOOLS.TOOLTIP,,Stores tools required for working on jobs.,
STOCKPILE.GROUP.TREASURE,,Treasure,
STOCKPILE.GROUP.WEAPONS,,Weapons,
STOCKPILE.GROUP.WEAPONS.TOOLTIP,,Stores harvested fruit and vegetables which can expire.,

STONE.BASALT.ADJECTIVE,,Basalt,Basalt-
STONE.BASALT.NOUN,,Basalt,Basalt
STONE.BASALT.TOOLTIP,,An igneous rock formed by the rapid cooling of lava. Almost all of the volcanic rock in the world is basalt.,En magmatisk sten som bildas av snabb kylning av lava. Nästan alla vulkaniska stenar i världen är basalt.
