KEY,NOTES,ENGLISH,RUSSIAN
FURNITURE.KITCHEN_WORKTOP.TOOLTIP,,An area to store ingredients for a {{PROFESSION.CHEF}} to cook soup.,Область для хранения ингредиентов нужных для приготовления супа {{PROFESSION.CHEF}}.
FURNITURE.LANTERN,,Lantern,Фонарь
FURNITURE.LANTERN.TOOLTIP,,A lantern provides light. This does not currently have an in-game effect.,Фонарь обеспечивает свет — в настоящее время это не имеет эффекта в игре.
FURNITURE.LEATHERWORKING_STATION,,Leatherworking station,
FURNITURE.LEATHERWORKING_STATION.TOOLTIP,,A workbench to produce leather goods like armour and waterskins.,
FURNITURE.LEDGER_TABLE,,Ledger table,
FURNITURE.LEDGER_TABLE.TOOLTIP,,A landmark for the {{ROOMS.TRADING_DEPOT}}. This does not currently have an in-game effect.,
FURNITURE.LOOM,,Loom,"Ткацкий станок "
FURNITURE.LOOM.TOOLTIP,,Used to craft textiles such as {{PRODUCT.LINEN.NOUN}} from {{RESOURCE.HEMP.FIBRE.BUNDLE.PLURAL}}.,
FURNITURE.MALTING_STATION,,Malting station,Солодовый аппарат
FURNITURE.MALTING_STATION.TOOLTIP,,Here brewers steep barley and then dry it out using a kiln to produce malt.,"Здесь пивовары варят ячмень, а затем сушат его в печи для производства солода."
FURNITURE.MASH_TUN,,Mash tun,Бочка для бражения
FURNITURE.MASH_TUN.TOOLTIP,,This is used to produce wort (unfermented beer) from milled malt and water.,"Используется для производства сусла (неферментированного пива) из молотого солода и воды. "
FURNITURE.MUSHROOM_LOG,,Mushroom log,Грибное бревно
FURNITURE.MUSHROOM_LOG.TOOLTIP,,"A log that has been injected with {{INGREDIENT.MUSHROOM.SPAWN.PLURAL}} to produce several harvests of delicious, juicy mushrooms.","Бревно, в которое были введены {{INGREDIENT.MUSHROOM.SPAWN.PLURAL}} для получения нескольких урожаев вкусных и сочных грибов."
FURNITURE.MUSHROOM_SHOCK_TANK,This is a trough of water used to immerse mushroom logs in for a period of time,Shock tank,Шоковый бак
FURNITURE.MUSHROOM_SHOCK_TANK.TOOLTIP,,"After innoculation, a {{FURNITURE.MUSHROOM_LOG}} is placed in this tank to “shock” the mushroom colony and encourage it to grow mushrooms.","После введения спор в этот бак помещается {{FURNITURE.MUSHROOM_LOG}}, чтобы «шокировать» колонию грибов и побудить их к росту."
FURNITURE.ORE_CRUSHING_STATION,,Ore crushing station,Станция дробления руды
FURNITURE.ORE_CRUSHING_STATION.TOOLTIP,,Raw {{RESOURCE.ORE.UNREFINED.PLURAL}} is crushed to a more workable size so that it can be used in a {{FURNITURE.BLOOMERY_FURNACE}}.,"Сырье {{RESOURCE.ORE.UNREFINED.PLURAL}} измельчается до более приемлимого размера, чтобы его можно было использовать в {{FURNITURE.BLOOMERY_FURNACE}}."
FURNITURE.PILLAR,A pillar used to support a roof,Pillar,Колонна
FURNITURE.PILLAR.TOOLTIP,,A pillar is required to stop large mined-out areas from collapsing. An area of 7x7 tiles that have been mined without any pillars or other supports in place will eventually collapse.,"Колонна необходима для предотвращения обрушения крупных выкопанных помещений. Область площадью 7x7 квадратов обрушится, если не использовать колонны для поддержания потолка."
FURNITURE.RETTING_TANK,,Retting tank,Сливной бак
FURNITURE.RETTING_TANK.TOOLTIP,,This is used to process raw {{VEGETABLE.HEMP}} into hemp fibre that can be worked into useful materials.,Он используется для переработки сырья из {{VEGETABLE.HEMP}} в конопляное волокно которое может быть переработано в полезные материалы
FURNITURE.SARCOPHAGUS,A stone tomb,Sarcophagus,Саркофаг
FURNITURE.SARCOPHAGUS.TOOLTIP,,This elaborate stone container is the final resting place of a deceased settler.,Этот изящный каменный гроб является последним местом упокоения для поселенца.
FURNITURE.SERVING_TABLE,A table used to hold food for serving,Serving table,Сервировочный стол
FURNITURE.SERVING_TABLE.TOOLTIP,,{{PRODUCT.BREAD.LOAF.PLURAL}} are placed here for serving after being baked in a {{FURNITURE.BAKING_OVEN}}.,{{PRODUCT.BREAD.LOAF.PLURAL}} размещаются здесь для подачи на стол после выпечки в {{FURNITURE.BAKING_OVEN}}.
FURNITURE.SINGLE_BED,,Bed,Кровать
FURNITURE.SINGLE_BED.TOOLTIP,,A bed is the best place for a comfortable night’s rest.,Кровать — лучшее место для комфортного сна.
FURNITURE.SINGLE_DOOR,,Door,Дверь
FURNITURE.SINGLE_DOOR_FRAME,,Door frame,Дверной косяк
FURNITURE.SLEEPING_SPOT,,Sleeping spot,"Спальное место "
FURNITURE.SLEEPING_SPOT.TOOLTIP,,Your settlers will use this space to sleep on the floor. Not very comfortable!,"Ваши поселенцы будут использовать это место, чтобы спать на полу. Это не очень удобно!"
FURNITURE.STONEMASON_WORKBENCH,,Stonemason workbench,Верстак каменщика
FURNITURE.STONEMASON_WORKBENCH.TOOLTIP,,A {{PROFESSION.STONEMASON}} works here with {{MATERIAL_TYPE.STONE.ADJECTIVE}} resources.,{{PROFESSION.STONEMASON}} работает здесь с ресурсами {{MATERIAL_TYPE.STONE.ADJECTIVE}}.
FURNITURE.TANNING_FRAME,,Tanning frame,
FURNITURE.TANNING_FRAME.TOOLTIP,,Used to turn {{CARCASS.HIDE.PLURAL}} into {{PRODUCT.LEATHER.PLURAL}}.,
FURNITURE.TRADE_BANNER,,Banner,
FURNITURE.TRADE_BANNER.TOOLTIP,,A decorative banner to denote the trading depot.,
FURNITURE.TRAINING_DUMMY,,Training dummy,
FURNITURE.TRAINING_DUMMY.TOOLTIP,,Military settlers will practice their melee combat skills here.,
FURNITURE.WAGON_PARKED,,Wagon,
FURNITURE.WATERWHEEL,,Water Wheel,Водяная мельница
FURNITURE.WATERWHEEL.PLURAL,,Water Wheels,
FURNITURE.WATERWHEEL.TOOLTIP,,Provides mechanical power to other contraptions via {{PRODUCT.STONE.GEAR.PLURAL}} and shafts. Must be built adjacent to a river.,"Обеспечивает энергией другие устройства через {{PRODUCT.STONE.GEAR.PLURAL}} и валы. Должна быть построена рядом с рекой "
FURNITURE.WATER_BARREL,,Water Barrel,Бочка для воды
FURNITURE.WATER_BARREL.TOOLTIP,,"A water barrel is a place for your settlers to get a thirst-quenching drink, rather than having to find a natural water source like the river.","Бочка с водой — это место, где ваши поселенцы смогут утолить жажду, вместо того, чтобы искать естественный источник воды, такой как река."
FURNITURE.WATER_PUMP,,Water Pump,Водяной насос
FURNITURE.WATER_PUMP.PLURAL,,Water Pumps,
FURNITURE.WATER_PUMP.TOOLTIP,,Moves water from the river to a pipe system.,Перемещает воду из реки в систему трубопроводов.
FURNITURE.WEAPON_RACK,,Weapon Rack,
FURNITURE.WEAPON_RACK.TOOLTIP,,Used to store weapons.,
FURNITURE.WELL,,Well,Колодец
FURNITURE.WELL.TOOLTIP,,"A well provides a source of water, but must be connected to a working pipe system.","Колодец является источником воды, но должен быть подключен к работающей системе трубопроводов"
FURNITURE.WINDMILL,,Windmill,Ветряная мельница
FURNITURE.WINDMILL.PLURAL,,Windmills,
FURNITURE.WINDMILL.TOOLTIP,,Provides mechanical power to other contraptions via {{PRODUCT.STONE.GEAR.PLURAL}} and shafts.,"Обеспечивает энергией другие устройства через {{PRODUCT.STONE.GEAR.PLURAL}} и валы. "
FURNITURE.WOODCUTTERS_BENCH,,Woodcutting Bench,Верстак резчика по дереву
FURNITURE.WOODCUTTERS_BENCH.TOOLTIP,,A {{PROFESSION.WOODCUTTER}} works here to turn {{RESOURCE.LOGS.PLURAL}} into {{RESOURCE.PLANKS.PLURAL}}.,"{{PROFESSION.WOODCUTTER}} работает здесь, чтобы превратить {{RESOURCE.LOGS.PLURAL}} в {{RESOURCE.PLANKS.PLURAL}}."

GEM.AMETHYST.ADJECTIVE,,Amethyst,Аметистовый
GEM.AMETHYST.NOUN,,Amethyst,Аметист
GEM.AMETHYST.TOOLTIP,,A violet-hued variety of quartz. Ancient humans believed it could magically protect them from becoming too drunk. For this reason it is not very popular in dwarven culture.,"Разновидность кварца с фиолетовыми оттенком. Древние люди верили, что он может волшебным образом защитить их от опьянения. По этой причине он не очень популярен у гномов."
GEM.AMMOLITE.ADJECTIVE,,Ammolite,Аммолитовый
GEM.AMMOLITE.NOUN,,Ammolite,Аммолит
GEM.AMMOLITE.TOOLTIP,,An opal-like gemstone which has a red to green iridescence. It is known as the “hunting stone” and amulets made from it are meant to bring good luck to a hunt.,"Драгоценный камень, похожий на опал, с переливами от красного до зеленого. Он также известен как «охотничий камень», и сделанные из него амулеты приносят удачу на охоте."
GEM.AQUAMARINE.ADJECTIVE,,Aquamarine,Аквамариновый
GEM.AQUAMARINE.NOUN,,Aquamarine,Аквамарин
GEM.AQUAMARINE.TOOLTIP,,A cyan-coloured variety of beryl. Some humans believe it offers magical protection against the dangers of the seas. This is because an ancient mage used a combination of sky and ice magic to protect trading ships during the age of darkness.,"Разновидность берилла голубого цвета. Некоторые люди считают, что он одает магическую защиту от опасностей на море. Это связано с тем, что древний маг использовал комбинацию небесной и ледяной магии для защиты торговых судов в эпоху Тьмы."
GEM.BIXBITE.ADJECTIVE,,Bixbite,Биксибитовый
GEM.BIXBITE.NOUN,,Bixbite,Биксибит
GEM.BIXBITE.TOOLTIP,,"Also known as red beryl, it is a very rare gemstone. It is often confused for a red-coloured emerald.","Также известный как красный берилл, это очень редкий драгоценный камень. Его часто путают с изумрудом красного цвета."
GEM.CINNABAR.ADJECTIVE,,Cinnabar,Синнабаровый
GEM.CINNABAR.NOUN,,Cinnabar,Синнабар
GEM.CINNABAR.TOOLTIP,,An ore of mercury which is often used in jewellery due to its deep-red hue. It is also used to produce the dye known as vermillion.,"Ртутная руда, которая часто используется в ювелирных изделиях из-за ее темно-красного оттенка. Он также используется для производства красителя, известного как вермиллион."
GEM.CITRINE.ADJECTIVE,,Citrine,Цитриновый
GEM.CITRINE.NOUN,,Citrine,Цитрин
GEM.CITRINE.TOOLTIP,,"A yellowish variety of quartz. It is the gemstone most similar in colour to gold, so most dwarves think citrine is lucky.","Желтоватая разновидность кварца. Это драгоценный камень, наиболее похожий по цвету на золото, поэтому большинство гномов считают, что цитрин приносит удачу."
GEM.DIAMOND.ADJECTIVE,,Diamond,Алмазный
GEM.DIAMOND.NOUN,,Diamond,Алмаз
GEM.DIAMOND.TOOLTIP,,The hardest known material and one of the most important of the seven heavenly stones. Diamonds are the most condensed form of the neutral element known as “spirit” or “aether”.,"Самый твердый из известных материалов и один из самых важных из семи небесных камней. Алмазы - это наиболее концентрированная форма нейтрального элемента, известного как “дух” или “эфир”."
GEM.EMERALD.ADJECTIVE,,Emerald,Изумрудный
GEM.EMERALD.NOUN,,Emerald,Изумруд
GEM.EMERALD.TOOLTIP,,A vibrant green variety of beryl. It is thought that engraving on an emerald brings great misfortune. Emeralds are closely related to elemental life and associated magic.,"A vibrant green variety of beryl. It is thought that engraving on an emerald brings great misfortune. Emeralds are closely related to elemental life and associated magic
Ярко-зеленая разновидность берилла. Считается, что гравировка на изумруде приносит большое несчастье. Изумруды тесно связаны с элементарной жизнью и связанной с ней магией."
GEM.GARNET.ADJECTIVE,,Garnet,Гранатовый
GEM.GARNET.NOUN,,Garnet,Гранат
GEM.GARNET.TOOLTIP,,"Garnets cover a variety of minerals used as gemstones, all with a deep red colour. Some garnet gems are actually a condensed form of elemental fire.","Гранат покрывает различные минералы, используемые в качестве драгоценных камней, и все они темно-красного цвета. Некоторые гранаты на самом деле являются концентрированной формой элементарного огня."
GEM.JADE.ADJECTIVE,,Jade,Нефритовый
GEM.JADE.NOUN,,Jade,Нефрит
GEM.JADE.TOOLTIP,,"A mineral with a light-green colour often used for decoration. Also, elves have been known to use jade to produce medicine which can cure ailments of the gut.","Минерал светло-зеленого цвета часто используется для украшения. Кроме того, известно, что эльфы используют нефрит для производства лекарств, которые могут вылечить болезни кишечника."
GEM.JASPER.ADJECTIVE,,Jasper,Яшмовый
GEM.JASPER.NOUN,,Jasper,Яшма
GEM.JASPER.TOOLTIP,,"An impure variety of silica which can occur in several colours, but most commonly red. Jasper is favoured as a decoration material by orcs due to its variety.","Нечистая разновидность кремнезема, которая может иметь нескольких цветов, но чаще всего красный. Орки предпочитают использовать яшму в качестве отделочного материала из-за его разнообразия."
GEM.LABRADORITE.ADJECTIVE,,Labradorite,Лабрадоритовый
GEM.LABRADORITE.NOUN,,Labradorite,Лабрадорит
GEM.LABRADORITE.TOOLTIP,,A rock which shines with a typically light-blue iridescence. Rarer specimens can reflect a wide range of colours.,"Камень, который сияет типичным светло-голубым переливом. Более редкие экземпляры могут отражать более широкий спектр цветов."
GEM.LAPIS.ADJECTIVE,,Lapis lazuli,Лазуритовый
GEM.LAPIS.NOUN,,Lapis lazuli,Лазурит
GEM.LAPIS.TOOLTIP,,A rock with a brilliant deep blue hue which is used as a precious stone.,"Камень с блестящим темно-синим оттенком, который используется как драгоценный камень."
GEM.MAGNESITE.ADJECTIVE,,Magnesite,Магнезитовый
GEM.MAGNESITE.NOUN,,Magnesite,Магнезит
GEM.MAGNESITE.TOOLTIP,,A mineral which can be polished into beads for use in jewellery. These beads can by dyed into many different colours.,"Минерал, который можно отполировать в виде бусин и использовать в ювелирных изделиях. Эти бусины могут быть окрашены в различные цвета."
GEM.MOONSTONE.ADJECTIVE,,Moonstone,Лунно каменьный
GEM.MOONSTONE.NOUN,,Moonstone,Лунный камень
GEM.MOONSTONE.TOOLTIP,,"Thought to be formed by moonlight captured in rock, which makes this gemstone a favourite of the elves.","Считается, что он образован лунным светом, запечатленным в камне, поэтому это любимый камень эльфов."
