KEY,NOTES,ENGLISH,POLISH
PROFESSION.BAKER.VERB,,Baking,Piec
PROFESSION.BLACKSMITH.FEMALE_NOUN,,Blacksmith,Kowalka
PROFESSION.BLACKSMITH.MALE_NOUN,,Blacksmith,Kowal
PROFESSION.BLACKSMITH.PLURAL,,Blacksmiths,
PROFESSION.BLACKSMITH.TOOLTIP,,Crafts items using metal and also produces metal from ore.,"Rzemiosło przedmioty za pomocą metalu, a także produkuje metal z rudy."
PROFESSION.BLACKSMITH.VERB,,Forging,Wykuwać
PROFESSION.BREWER.FEMALE_NOUN,,Brewer,
PROFESSION.BREWER.MALE_NOUN,,Brewer,
PROFESSION.BREWER.PLURAL,,Brewers,
PROFESSION.BREWER.TOOLTIP,,Produces beer in a {{ROOMS.BREWERY}}.,
PROFESSION.BREWER.VERB,,Brewing,
PROFESSION.CARPENTER.FEMALE_NOUN,,Carpenter,Stolarka
PROFESSION.CARPENTER.MALE_NOUN,,Carpenter,Stolarz
PROFESSION.CARPENTER.PLURAL,,Carpenters,
PROFESSION.CARPENTER.TOOLTIP,,Creates wooden furniture and items.,Tworzy drewniane meble i przedmioty.
PROFESSION.CARPENTER.VERB,,Crafting,Tworzyć
PROFESSION.CHEF.FEMALE_NOUN,,Chef,Kucharz
PROFESSION.CHEF.MALE_NOUN,,Chef,Kucharz
PROFESSION.CHEF.PLURAL,,Chefs,
PROFESSION.CHEF.TOOLTIP,,Prepares all of the food to be consumed by your settlers.,Przygotowuje wszystkie jedzenie do spożycia przez osadników.
PROFESSION.CHEF.VERB,,Cooking,Gotować
PROFESSION.DESCRIPTION,,{{skillLevelDescription.adjective}} {{profession.noun}},
PROFESSION.FARMER.FEMALE_NOUN,,Farmer,Farmerka
PROFESSION.FARMER.MALE_NOUN,,Farmer,Farmer
PROFESSION.FARMER.PLURAL,,Farmers,Rolnicy
PROFESSION.FARMER.TOOLTIP,,"Plants, tends and harvests crops.","Rośliny, tendencje i zbiera plony."
PROFESSION.FARMER.VERB,,Farming,Uprawiać
PROFESSION.FISHER.FEMALE_NOUN,This could be “fisherman” and “fisherwoman”,Fisher,Rybaczka
PROFESSION.FISHER.MALE_NOUN,,Fisher,Rybak
PROFESSION.FISHER.TOOLTIP,,Catches fish from bodies of water for use as food and resources.,Łowiska ryby z wód w celu wykorzystania jako żywność i zasoby.
PROFESSION.FISHER.VERB,,Fishing,Łowić
PROFESSION.HUNTER.FEMALE_NOUN,This could be “huntsman” and “huntress”,Hunter,Myśliwa
PROFESSION.HUNTER.MALE_NOUN,,Hunter,Myśliwy
PROFESSION.HUNTER.TOOLTIP,,Tracks and kills wild animals for their meat and pelts.,Śledzi i zabija dzikie zwierzęta dla ich mięsa i skóry.
PROFESSION.HUNTER.VERB,,Hunting,Polować
PROFESSION.LEATHERWORKER.FEMALE_NOUN,,Leatherworker,
PROFESSION.LEATHERWORKER.MALE_NOUN,,Leatherworker,
PROFESSION.LEATHERWORKER.PLURAL,,Leatherworkers,
PROFESSION.LEATHERWORKER.TOOLTIP,,Treats the hides of creatures to produce leather goods.,
PROFESSION.LEATHERWORKER.VERB,,Leatherworking,
PROFESSION.MAYOR.FEMALE_NOUN,"In English at least, “mayoress” is incorrect",Mayor,Burmistrzyni
PROFESSION.MAYOR.MALE_NOUN,,Mayor,Burmistrz
PROFESSION.MAYOR.VERB,,Governing,Rządzić
PROFESSION.MERCHANT.FEMALE_NOUN,,Merchant,Handlarka
PROFESSION.MERCHANT.MALE_NOUN,,Merchant,Handlarz
PROFESSION.MERCHANT.VERB,,Trading,Handlować
PROFESSION.MILLER.VERB,"Not a fully implemented profession, just used to describe “Milling flour”",Milling,Frezowanie
PROFESSION.MINER.FEMALE_NOUN,,Miner,Górniczka
PROFESSION.MINER.MALE_NOUN,,Miner,Górnik
PROFESSION.MINER.PLURAL,,Miners,
PROFESSION.MINER.TOOLTIP,,Excavates new areas using a {{TOOL.PICKAXE}}.,Wykopuje nowe obszary przy użyciu {{TOOL.PICKAXE}}.
PROFESSION.MINER.VERB,,Mining,Wydobywać
PROFESSION.NOBLE.FEMALE_NOUN,,Noble,Szlachcianka
PROFESSION.NOBLE.MALE_NOUN,,Noble,Szlachcic
PROFESSION.NOBLE.TOOLTIP,,"Nobles do not fulfil jobs in the same way as common settlers, but bring fame and prestige to your settlement.","Szlachta nie wypełnia miejsc pracy w taki sam sposób jak zwykli osadnicy, ale przynoszą sławę i prestiż do waszej osady."
PROFESSION.NOBLE.VERB,,Reigning,Panować
PROFESSION.PIRATE.FEMALE_NOUN,,Pirate,
PROFESSION.PIRATE.MALE_NOUN,,Pirate,
PROFESSION.PIRATE.VERB,,Pilfering,
PROFESSION.RUNESMITH.FEMALE_NOUN,from “runes” and “blacksmith”,Runesmith,Runarka
PROFESSION.RUNESMITH.MALE_NOUN,"This is an invented term for the game, but should be derived",Runesmith,Runarz
PROFESSION.RUNESMITH.TOOLTIP,,"Enchants weapons, armour and items with magical runes to boost their abilities.","Urzeka broń, pancerz i przedmioty magicznymi runami, aby zwiększyć ich umiejętności."
PROFESSION.RUNESMITH.VERB,,Enchanting,Zaklinać
PROFESSION.SKILL_LEVEL.1,,Neophyte,
PROFESSION.SKILL_LEVEL.1.TOOLTIP,,An absolute beginner with little to no experience.,
PROFESSION.SKILL_LEVEL.2,,Novice,
PROFESSION.SKILL_LEVEL.2.TOOLTIP,,They only understand the basics of their craft.,
PROFESSION.SKILL_LEVEL.3,,Apprentice,
PROFESSION.SKILL_LEVEL.3.TOOLTIP,,"Though they are becoming skilled, there is still a lot of experience to be earned.",
PROFESSION.SKILL_LEVEL.4,,Journeyman,
PROFESSION.SKILL_LEVEL.4.TOOLTIP,,"No longer an apprentice, they have reasonable skill in their given craft.",
PROFESSION.SKILL_LEVEL.5,,Adept,
PROFESSION.SKILL_LEVEL.5.TOOLTIP,,They are well-skilled but still have further heights that can be reached.,
PROFESSION.SKILL_LEVEL.6,,Skilled,
PROFESSION.SKILL_LEVEL.6.TOOLTIP,,"Very skilled in their craft, they are now more than competent.",
PROFESSION.SKILL_LEVEL.7,,Expert,
PROFESSION.SKILL_LEVEL.7.TOOLTIP,,There is little that the expert does not know of their respective field.,
PROFESSION.SKILL_LEVEL.8,,Master,
PROFESSION.SKILL_LEVEL.8.TOOLTIP,,"Beyond even an expert, they are truly a master of their craft.",
PROFESSION.SKILL_LEVEL.9,,Grandmaster,
PROFESSION.SKILL_LEVEL.9.TOOLTIP,,There is nobody more skilled in their craft than a grandmaster.,
PROFESSION.STONEMASON.FEMALE_NOUN,,Stonemason,Kamieniarka
PROFESSION.STONEMASON.MALE_NOUN,,Stonemason,Kamieniarz
PROFESSION.STONEMASON.PLURAL,,Stonemasons,
PROFESSION.STONEMASON.TOOLTIP,,Crafts furniture and items from stone.,Rzemiosło meble i przedmioty z kamienia.
PROFESSION.STONEMASON.VERB,,Sculpting,Rzeźbić
PROFESSION.VILLAGER.FEMALE_NOUN,,Hauler,Wieśniaczka
PROFESSION.VILLAGER.MALE_NOUN,,Hauler,Wieśniak
PROFESSION.VILLAGER.TOOLTIP,,This settler does not have any specific professions and will fulfil any mundane tasks like hauling items.,"Ten osadnik nie posiada żadnych konkretnych zawodów i będzie wykonywać wszelkie przyziemne zadania, takie jak transport przedmiotów."
PROFESSION.VILLAGER.VERB,,Working,Pracować
PROFESSION.WEAVER.FEMALE_NOUN,,Weaver,
PROFESSION.WEAVER.MALE_NOUN,,Weaver,
PROFESSION.WEAVER.PLURAL,,Weavers,
PROFESSION.WEAVER.TOOLTIP,,Processes materials into clothing and other fabrics.,
PROFESSION.WEAVER.VERB,,Weaving,
PROFESSION.WOODCUTTER.FEMALE_NOUN,This could be “lumberjack” and “lumberjane”,Woodcutter,Drwalka
PROFESSION.WOODCUTTER.MALE_NOUN,,Woodcutter,Drwal
PROFESSION.WOODCUTTER.PLURAL,,Woodcutters,
PROFESSION.WOODCUTTER.TOOLTIP,,Cuts down trees as lumber that can be used in a {{ROOMS.SAWMILL}}.,"Wycina drzewa jako tarcicę, która może być używana w {{ROOMS.SAWMILL}}."
PROFESSION.WOODCUTTER.VERB,,Chopping,Ścinać

QUOTA.FIXED_AMOUNT,,in total,
QUOTA.PER_SETTLER,,per settler,

RACE.BOAR.NOUN,,Wild boar,
RACE.CARP.NOUN,,Carp,
RACE.DEER.FEMALE_NOUN,,Doe,
RACE.DEER.MALE_NOUN,,Stag,
RACE.DEER.TOOLTIP,,A deer is a non-threatening herbivore which will flee at any sign of danger,
RACE.DWARF.FEMALE_ADJECTIVE,,Dwarven,Krasnoludzka
RACE.DWARF.FEMALE_NOUN,,Dwarf,Krasnoludka
RACE.DWARF.FEMALE_PLURAL,,Dwarves,Krasnoludki
RACE.DWARF.MALE_ADJECTIVE,,Dwarven,Krasnoludzki
RACE.DWARF.MALE_NOUN,The male and female forms are only for languages that need them,Dwarf,Krasnolud
RACE.DWARF.MALE_PLURAL,Note that I'm going with Tolkein's spelling of “dwarves” rather than “dwarfs”,Dwarves,Krasnoludy
RACE.DWARF.TOOLTIP,,Dwarves are short and stocky humanoids. They are masters of working with stone and metal. Most dwarves distrust the sky and prefer to stay underground.,Krasnoludy są krótkimi i krępymi humanoidami. Są mistrzami pracy z kamieniem i metalem. Większość krasnoludów nie ufają niebu i woli pozostać pod ziemią.
RACE.ELEPHANT.NOUN,,Elephant,
RACE.FOX.FEMALE_NOUN,,Vixen,
RACE.FOX.MALE_NOUN,,Fox,
RACE.FUNGOLEM,,Fungolem,
RACE.HORSE.NOUN,,Horse,
RACE.ORC.MALE_ADJECTIVE,,Orcish,
RACE.ORC.MALE_NOUN,Orcs are only male,Orc,
RACE.PERCH.NOUN,,Perch,
RACE.PIKE.NOUN,,Pike,
RACE.SPIDER,,Spider,
RACE.UNDEAD_DWARF,,Undead dwarf,
RACE.WURM,,Wurm,

RESOURCE.BONE.LARGE.NOUN,,Large Bone,
RESOURCE.BONE.LARGE.PLURAL,,Large Bones,
RESOURCE.BONE.MEDIUM.NOUN,,Medium Bone,
RESOURCE.BONE.MEDIUM.PLURAL,,Medium Bones,
RESOURCE.BONE.SMALL.NOUN,,Small Bone,
RESOURCE.BONE.SMALL.PLURAL,,Small Bones,
RESOURCE.FLOUR.SACK.NOUN,,Flour,Mąka
RESOURCE.FLOUR.SACK.PLURAL,,Flour,Mąka
RESOURCE.FLOUR.SACK.TOOLTIP,,Grain that has been milled into a fine powder ready to be used as an ingredient in the production of food.,"Ziarno, które zostało zmielone na drobny proszek gotowy do użycia jako składnik do produkcji żywności."
RESOURCE.GEMS.UNREFINED.NOUN,,Uncut gem,Nieoszlifowany klejnot
RESOURCE.GEMS.UNREFINED.PLURAL,,Uncut gems,Nieoszlifowane klejnoty
RESOURCE.GEMS.UNREFINED.TOOLTIP,,A hunk of rock containing gems ready to be cut and polished.,Skała zawierająca klejnoty gotowe do cięcia i polerowania.
RESOURCE.GRAIN.SACK.NOUN,,Grain (sack),
RESOURCE.GRAIN.SACK.PLURAL,,Grain (sack),
RESOURCE.HEMP.BUNDLE.NOUN,,Hemp bundle,
RESOURCE.HEMP.BUNDLE.PLURAL,,Hemp bundles,
RESOURCE.HEMP.FIBRE.BUNDLE.NOUN,,Hemp fibre bundle,
RESOURCE.HEMP.FIBRE.BUNDLE.PLURAL,,Hemp fibre bundles,
RESOURCE.LOGS.NOUN,,Log,Pień
RESOURCE.LOGS.PLURAL,,Logs,Pnie
RESOURCE.LOGS.TOOLTIP,,"Sections of a tree that are most commonly prepared into {{RESOURCE.PLANKS.PLURAL}}, but have other uses as well.","Sekcje drzewa, które są najczęściej przygotowywane do {{RESOURCE.PLANKS.PLURAL}}, ale mają też inne zastosowania."
RESOURCE.METAL.BLOOM.NOUN,,Bloom,Bloom
RESOURCE.METAL.BLOOM.PLURAL,,Blooms,Kwitnie
RESOURCE.METAL.BLOOM.TOOLTIP,,A lump of metal mixed with slag which must be hammered into a usable form.,"Kawałek metalu zmieszany z żużlem, który musi być wbity do użytecznej formy."
RESOURCE.METAL.INGOT.NOUN,,Ingot,Sztabka
RESOURCE.METAL.INGOT.PLURAL,,Ingots,Sztabki
RESOURCE.METAL.INGOT.TOOLTIP,,"Refined metal blocks, ready to be used as a crafting ingredient.","Wyrafinowane metalowe bloki, gotowe do użycia jako składnik rzemieślniczy."
RESOURCE.METAL.PLATE.NOUN,,Plate,Płytka
RESOURCE.METAL.PLATE.PLURAL,,Plates,Talerze
RESOURCE.METAL.PLATE.TOOLTIP,,"Large, flat plates that are used in some of the larger machinery.","Duże, płaskie płyty, które są używane w niektórych większych maszynach."
RESOURCE.MUSHROOM.LOG.NOUN,,Mushroom log,Dziennik grzybowy
RESOURCE.MUSHROOM.LOG.PLURAL,,Mushroom logs,Kłody grzybowe
RESOURCE.MUSHROOM.LOG.TOOLTIP,,A log that has been infused with {{INGREDIENT.MUSHROOM.SPAWN.NOUN}}. The body of the log itself is where the mushrooms draw nutrients from. It requires dousing in a {{FURNITURE.MUSHROOM_SHOCK_TANK}} after becoming fully innoculated.,"Dziennik, który został podany z {{INGREDIENT.MUSHROOM.SPAWN.NOUN}}. Ciało samego dziennika jest miejscem, z którego grzyby pobierają składniki odżywcze. Wymaga to oblewania w {{FURNITURE.MUSHROOM_SHOCK_TANK}} po tym, jak został całkowicie niewinny."
RESOURCE.MUSHROOM.LUMBER.NOUN,,Mushroom log,Pień
RESOURCE.MUSHROOM.LUMBER.PLURAL,,Mushroom logs,Pnie
RESOURCE.MUSHROOM.LUMBER.TOOLTIP,,Sections of a giant mushroom that can be used in the same way as wooden {{RESOURCE.LOGS.PLURAL}}.,"Sekcje gigantycznego grzyba, które mogą być używane w taki sam sposób jak drewniane {{RESOURCE.LOGS.PLURAL}}."
RESOURCE.ORE.CRUSHED.NOUN,,Crushed ore,Zgniatana ruda
RESOURCE.ORE.CRUSHED.PLURAL,,Crushed ore,Zgniatana ruda
RESOURCE.ORE.CRUSHED.TOOLTIP,,"A metallic sand created by breaking down raw metal ore, ready for use in a {{FURNITURE.BLOOMERY_FURNACE}}.","Piasek metaliczny powstały w wyniku rozbicia rudy metali surowych, gotowy do użycia w {{FURNITURE.BLOOMERY_FURNACE}}."
RESOURCE.ORE.UNREFINED.NOUN,,Ore,Ruda
RESOURCE.ORE.UNREFINED.PLURAL,,Ore,Rudy
RESOURCE.ORE.UNREFINED.TOOLTIP,,Stone that contains metallic ores which can be processed into usable metal.,"Kamień zawierający rudy metaliczne, które mogą być przetwarzane na metal użyteczny."
RESOURCE.PLANKS.NOUN,,Plank,Deska
RESOURCE.PLANKS.PLURAL,,Planks,Deski
RESOURCE.PLANKS.TOOLTIP,,Sections of wood of a fixed size so they can be easily used in constructions and crafting.,"Sekcje drewna o stałym rozmiarze, dzięki czemu można je łatwo stosować w konstrukcjach i rzemieślnictwie."
RESOURCE.SHOCKED.MUSHROOM.LOG.NOUN,,Mushroom log,Dziennik grzybowy
RESOURCE.SHOCKED.MUSHROOM.LOG.PLURAL,,Mushroom logs,Kłody grzybowe
RESOURCE.SHOCKED.MUSHROOM.LOG.TOOLTIP,,This mushroom-infused log has been “shocked” in water to encourage the mushrooms to develop and should produce a harvest soon.,"Ten pieczarkowy dziennik został „zszokowany” w wodzie, aby zachęcić grzyby do rozwoju i powinien wkrótce przynieść zbiory."
RESOURCE.STONE.BLOCK.NOUN,,Block,Blok
RESOURCE.STONE.BLOCK.PLURAL,,Blocks,Bloki
RESOURCE.STONE.BLOCK.TOOLTIP,,Stone that has been shaped into a cube so that it can be easily used in construction or crafting.,"Kamień, który został ukształtowany w kostkę, dzięki czemu można go łatwo wykorzystać w budownictwie lub rzemieślnictwie."
RESOURCE.STONE.UNREFINED.NOUN,,Rough stone boulder,Nieociosany głaz
RESOURCE.STONE.UNREFINED.PLURAL,,Rough stone boulders,Nieociosane głazy
RESOURCE.STONE.UNREFINED.TOOLTIP,,A huge piece of stone that must be chiselled into a more useful shape by a {{PROFESSION.STONEMASON}}.,"Ogromny kawałek kamienia, który musi zostać wyrzeźbiony w bardziej użyteczny kształt przez {{PROFESSION.STONEMASON}}."
RESOURCE.WHEAT.SACK.NOUN,,Wheat (sack),
RESOURCE.WHEAT.SACK.PLURAL,,Wheat (sack),
RESOURCE.WHEAT.SACK.TOOLTIP,,Sacks of wheat are harvested from farm plots sown with wheat seeds.,

ROOMS.ARMOURY,,Armoury,
ROOMS.ARMOURY.TOOLTIP,,Weapons and armour are created here.,
ROOMS.ARTISAN_WORKSHOP,,Artisan workshop,
ROOMS.ARTISAN_WORKSHOP.TOOLTIP,,Intricate items are crafted here.,
ROOMS.BAKERY,,Bakery,
ROOMS.BAKERY.TOOLTIP,,Where bread dough is created and then baked into bread.,
ROOMS.BARRACKS,,Barracks,
ROOMS.BARRACKS.TOOLTIP,,A place for members of the military to sleep and train.,
ROOMS.BEDROOM,,Bedroom,Sypialnia
ROOMS.BEDROOM.TOOLTIP,,A place for your settlers to sleep.,"Miejsce dla osadników do spania. Wolą mieć pojedyncze sypialnie, które mają co najmniej 9 płytek, a najlepiej co najmniej 13 płytek."
ROOMS.BREWERY,,Brewery,
ROOMS.BREWERY.TOOLTIP,,Brews beer for your settlers to enjoy!,
ROOMS.BRIDGE,,Bridge,Most
ROOMS.BRIDGE.TOOLTIP,,Placed across the river to allow access to the other side.,"Umieszczony po drugiej stronie rzeki, aby umożliwić dostęp do drugiej strony."
ROOMS.CARPENTRY_WORKSHOP,,Carpentry workshop,Warsztat stolarski
ROOMS.CARPENTRY_WORKSHOP.TOOLTIP,,This workshop produces most wooden tools and items,Ten warsztat produkuje większość drewnianych narzędzi i przedmiotów.
ROOMS.COMPONENT.STOCKPILE.DESCRIPTION,,{{allocated}} of {{total}} spaces currently in use,{{allocated}} z {{total}} spacji aktualnie używanych
ROOMS.FARM,,Farm plot,Działka rolna
ROOMS.FARM.PLURAL,,Farm plots,Działki rolnicze
ROOMS.FARM.TOOLTIP,,Grows crops using {{INGREDIENT.SEEDS.PLURAL}}. Must be placed on {{MATERIAL_TYPE.EARTH.NOUN}}.,Uprawa upraw przy użyciu {{INGREDIENT.SEEDS.PLURAL}}. Musi być umieszczony na {{MATERIAL_TYPE.EARTH.NOUN}}.
ROOMS.FEASTING_HALL,,Feasting hall,Święto Hall
ROOMS.FEASTING_HALL.TOOLTIP,,"A place for settlers to gather to eat, drink and be merry!","Miejsce dla osadników, by jeść, pić i być wesołym!"
ROOMS.FUEL_REFINERY,,Fuel refinery,
ROOMS.FUEL_REFINERY.TOOLTIP,,Produces fuel from {{RESOURCE.LOGS.PLURAL}} or {{ORE.BITUMINOUS_COAL.NOUN}}.,
ROOMS.GRAVEYARD,,Graveyard,Cmentarz
ROOMS.GRAVEYARD.TOOLTIP,,Deceased settlers are laid to rest here.,Zmarli osadnicy mają tu odpocząć.
ROOMS.ITERATIVE_NAMED_ROOM,,{{roomName}} #{{number}},
ROOMS.KITCHEN,,Kitchen,Kuchnia
ROOMS.KITCHEN.TOOLTIP,,Most food is prepared here before being served in a {{ROOMS.FEASTING_HALL}}.,Większość żywności przygotowywana jest tutaj przed podaniem w {{ROOMS.FEASTING_HALL}}.
ROOMS.LEATHER_WORKSHOP,,Leatherworks,
ROOMS.LEATHER_WORKSHOP.TOOLTIP,,Craft items out of animal hide.,
ROOMS.MASONRY_WORKSHOP,,Masonry workshop,Warsztat murarski
ROOMS.MASONRY_WORKSHOP.TOOLTIP,,This workshop produces most items made out of stone.,Ten warsztat produkuje większość przedmiotów wykonanych z kamienia.
ROOMS.MUSHROOM_FARM,,Mushroom farm,Gospodarstwo grzybowe
ROOMS.MUSHROOM_FARM.TOOLTIP,,Mushrooms can be grown using {{INGREDIENT.MUSHROOM.SPAWN.NOUN}} and wooden {{RESOURCE.LOGS.PLURAL}}.,Grzyby mogą być uprawiane przy użyciu {{INGREDIENT.MUSHROOM.SPAWN.NOUN}} i drewnianych {{RESOURCE.LOGS.PLURAL}}.
ROOMS.SAWMILL,,Sawmill,Tartak
ROOMS.SAWMILL.TOOLTIP,,Wooden {{RESOURCE.LOGS.PLURAL}} are refined into {{RESOURCE.PLANKS.PLURAL}} here.,Drewniane {{RESOURCE.LOGS.PLURAL}} są tutaj udoskonalane do {{RESOURCE.PLANKS.PLURAL}}.
ROOMS.SMELTERY,,Smeltery,
ROOMS.SMELTERY.TOOLTIP,,Metallic ore is refined into usable ingots here.,
ROOMS.SMITHY,,Smithy,
ROOMS.SMITHY.TOOLTIP,,Used to craft metal tools.,
ROOMS.STOCKPILE,,Stockpile,
ROOMS.STOCKPILE.TOOLTIP,,This area stores different kinds of items depending on settings.,
ROOMS.STOCKPILES,,Stockpiles,Skład
ROOMS.STOCKPILES.TOOLTIP,,Unused items are placed in stockpiles for easy access.,Niewykorzystane przedmioty są umieszczane w zapasach dla łatwego dostępu.
ROOMS.STOCKPILE_WITH_GROUP_NAME,,{{stockpileGroupName}} {{roomTypeName}},
ROOMS.TEXTILE_WORKSHOP,,Textile workshop,
ROOMS.TEXTILE_WORKSHOP.TOOLTIP,,Processes {{SEED.HEMP_SEED}} into textiles for a variety of uses.,
ROOMS.TRADING_DEPOT,,Trading depot,
ROOMS.TRADING_DEPOT.TOOLTIP,,Buy and sell items with visiting merchants.,

ROPE.AGED_ROPE,,Aged,
ROPE.BRONZED_ROPE,,Bronzed,
ROPE.GRAY_ROPE,,Gray,
ROPE.HEMP-ROPE,,Hemp,
ROPE.TOBACCO_ROPE,Just to describe a light colour,Light,

RUSTED_SCRAP.NOUN,,Scrap,
RUSTED_SCRAP.TOOLTIP,,These are the remains of an item that has completed corroded due to rust.,

SEASON.AUTUMN,,Autumn,Jesień
SEASON.SPRING,,Spring,Wiosna
SEASON.SUMMER,,Summer,Lato
SEASON.WINTER,,Winter,Zima

SEED.BARLEY_SEED,,Barley,Jęczmień
SEED.BARLEY_SEED.TOOLTIP,{{VEGETABLE.BARLEY.TOOLTIP}},"A grain used only in the production of beer. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Ziarno używane tylko do produkcji piwa. Można sadzić w {{SEASON.SPRING}}, {{SEASON.SUMMER}} lub {{SEASON.AUTUMN}}."
SEED.BERSERKER_MUSHROOM_SPAWN,,Berserker,Berserkera
SEED.BERSERKER_MUSHROOM_SPAWN.TOOLTIP,{{VEGETABLE.BERSERKER_MUSHROOM.TOOLTIP}},A mushroom with a pink-red cap bearing white spots. It has hallucinogenic properties which warriors sometimes use in preparation for battle.,"Grzyb z różowo-czerwoną czapką z białymi plamami. Ma właściwości halucynogenne, których wojownicy czasami używają w przygotowaniach do bitwy."
SEED.CARROT_SEED,,Carrot,Marchewka
SEED.CARROT_SEED.TOOLTIP,{{VEGETABLE.CARROT.TOOLTIP}},"A hardy root vegetable that survives the {{SEASON.WINTER}} frost. Carrots grow quickly but only produce a small crop. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Warzywo korzeniowe, które przetrwa mróz {{SEASON.WINTER}}. Marchewki rosną szybko, ale tylko produkują małe plony. Można sadzić w {{SEASON.SPRING}}, {{SEASON.SUMMER}} lub {{SEASON.AUTUMN}}."
SEED.CORN_SEED,,Corn,Kukurydza
SEED.CORN_SEED.TOOLTIP,{{VEGETABLE.CORN.TOOLTIP}},"A cereal grain also known as maize. It produces a bountiful crop but takes around 2 seasons to grow and can not survive {{SEASON.WINTER}}, so it requires planting in early {{SEASON.SPRING}}.","Ziarno zbóż znane również jako kukurydza. Wytwarza obfity plon, ale trwa około 2 sezony i nie może przetrwać {{SEASON.WINTER}}, więc wymaga sadzenia na początku {{SEASON.SPRING}}."
SEED.DEATH_CAP_SPAWN,,Death cap,Czapka śmierci
SEED.DEATH_CAP_SPAWN.TOOLTIP,{{VEGETABLE.DEATH_CAP_MUSHROOM.TOOLTIP}},"A very poisonous mushroom with a wide, flat cap. Eating even a tiny amount will almost certainly cause poisoning which can lead to death.","Bardzo trujący grzyb z szeroką, płaską czapką. Jedzenie nawet niewielkiej ilości prawie na pewno spowoduje zatrucie, które może doprowadzić do śmierci."
SEED.ELFSBANE_SPAWN,,Elfsbane,Elfsbane
SEED.ELFSBANE_SPAWN.TOOLTIP,{{VEGETABLE.ELFSBANE_MUSHROOM.TOOLTIP}},"This mushroom has a simple, flavourless taste to most humanoids. Strangely, it tastes absolutely disgusting to elves, who often react with explosive vomiting upon consumption, or in extreme cases, a heart attack.","Ten grzyb ma prosty, bezsmakowy smak dla większości humanoidów. O dziwo, smakuje absolutnie obrzydliwie dla elfów, które często reagują z wybuchowymi wymiotami po spożyciu lub w skrajnych przypadkach ataku serca."
SEED.FIST_SPAWN,,Fist,Pięść
SEED.FIST_SPAWN.TOOLTIP,{{VEGETABLE.FIST_MUSHROOM.TOOLTIP}},A black-blue mushroom with a metallic taste. It is named for a group of bards from the age of darkness.,Czarno-niebieski grzyb o metalicznym smaku. Nazwa pochodzi od grupy bardów z epoki ciemności.
SEED.GLOW_SPAWN,,Glow,- Błok
SEED.GLOW_SPAWN.TOOLTIP,{{VEGETABLE.GLOW_MUSHROOM.TOOLTIP}},A magic-infused mushroom that gives off light and changes colour with the seasons.,"Grzyb w postaci magii, który emituje światło i zmienia kolor wraz z porami roku."
SEED.HEMP_SEED,,Hemp,
SEED.HEMP_SEED.TOOLTIP,,Used to produce rope and fabric after it hsa been processed.,
SEED.HOPS_SEED,,Hops,Chmiel
SEED.HOPS_SEED.TOOLTIP,{{VEGETABLE.HOPS.TOOLTIP}},A flower used for the flavouring of beer. Must be planted in {{SEASON.SPRING}}.,Kwiat używany do aromatyzowania piwa. Muszą być sadzone w {{SEASON.SPRING}}.
SEED.MILTONIA_SPAWN,,Miltonia,Miltonia
SEED.MILTONIA_SPAWN.TOOLTIP,{{VEGETABLE.MILTONIA_MUSHROOM.TOOLTIP}},"Once thought to exist only in the Hudds region, it is now found throughout the world.","Kiedyś uważano, że istnieje tylko w regionie Hudds, obecnie znajduje się na całym świecie."
SEED.POTATO_SEED,,Potato,Ziemniak
SEED.POTATO_SEED.TOOLTIP,{{VEGETABLE.POTATO.TOOLTIP}},"A starchy root vegetable which can survive {{SEASON.WINTER}} making it a good choice for most settlements. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Warzywo korzeniowe skrobiowe, które może przetrwać {{SEASON.WINTER}}, co czyni go dobrym wyborem dla większości osad. Można sadzić w {{SEASON.SPRING}}, {{SEASON.SUMMER}} lub {{SEASON.AUTUMN}}."
SEED.PURPLE_HELMET_SPAWN,,Purple helmet,Fioletowy kask
SEED.PURPLE_HELMET_SPAWN.TOOLTIP,{{VEGETABLE.PURPLE_HELMET_MUSHROOM.TOOLTIP}},"Fat Hat, Plump Turban, Puffy Helmet; This fabled mushroom goes by many names. Legend holds that long ago, many communities of dwarves subsisted entirely on a domesticated strain of this fungus.","Fat Hat, Plump Turban, Puffy kask; Ten legendarny grzyb przechodzi przez wiele nazw. Legenda głosi, że dawno temu wiele społeczności krasnoludów utrzymywało się w całości na udomowionym szczepie tego grzyba."
SEED.ROCIOMYCOTA_MUSHROOM_SPAWN,,Rociomycota,Rociomycota
SEED.ROCIOMYCOTA_MUSHROOM_SPAWN.TOOLTIP,{{VEGETABLE.ROCIOMYCOTA_MUSHROOM.TOOLTIP}},A white and black spotted mushroom. It has been known to affect the appearance of those who ingest it.,"Biały i czarny grzyb cętkowany. Wiadomo, że wpływa na wygląd tych, którzy go spożywają."
SEED.SUNGLOW_SPAWN,,Sunglow,Sunglow
