KEY,NOTES,ENGLISH
SKILL.SWORDSMANSHIP.MALE_NOUN,,Swordsman
SKILL.SWORDSMANSHIP.TOOLTIP,,Skill with the sword
SKILL.UNARMED_COMBAT.FEMALE_NOUN,,Brawler
SKILL.UNARMED_COMBAT.MALE_NOUN,,Brawler
SKILL.UNARMED_COMBAT.TOOLTIP,,Skill in unarmed combat

SKIN.BOAR_HIDE,,Boar
SKIN.DEER_HIDE,,Deer
SKIN.DWARF_HIDE,,Dwarf
SKIN.ELEPHANT_HIDE,,Elephant
SKIN.HORSE_HIDE,,Horse

STATUS.ALCOHOL_WITHDRAWL,,Alcohol withdrawl
STATUS.BLEEDING,,Bleeding
STATUS.BLINDED,,Blind
STATUS.DEATH,,Dead
STATUS.DRUNK,,Drunk
STATUS.DYING_OF_HUNGER,,Dying of hunger
STATUS.DYING_OF_THIRST,,Dying of thirst
STATUS.EXHAUSTED,,Exhausted
STATUS.INTERNAL_BLEEDING,,Internal bleeding
STATUS.KNOCKED_UNCONSCIOUS,,Unconscious
STATUS.LOSS_MAIN_HAND,,Loss of main hand
STATUS.LOSS_OFF_HAND,,Loss of off hand
STATUS.MOVEMENT_IMPAIRED,,Impaired movement
STATUS.ON_FIRE,,On fire
STATUS.POISONED,,Poisoned
STATUS.TEMPORARILY_BLINDED,,Temporarily blinded
STATUS.VERY_HUNGRY,,Very hungry
STATUS.VERY_THIRSTY,,Very thirsty

STOCKPILE.GROUP.FOOD,,Food
STOCKPILE.GROUP.FOOD.TOOLTIP,,Stores harvested fruit and vegetables which can expire.
STOCKPILE.GROUP.FUEL,,Fuel
STOCKPILE.GROUP.GRANARY,,Granary
STOCKPILE.GROUP.GRANARY.TOOLTIP,,Stores grains and seeds which will not expire.
STOCKPILE.GROUP.PRODUCTS,,Products
STOCKPILE.GROUP.RAW_MATERIALS,,Raw materials
STOCKPILE.GROUP.SEEDS,,Seeds
STOCKPILE.GROUP.TOOLS,,Tools
STOCKPILE.GROUP.TOOLS.TOOLTIP,,Stores tools required for working on jobs.
STOCKPILE.GROUP.TREASURE,,Treasure
STOCKPILE.GROUP.WEAPONS,,Weapons
STOCKPILE.GROUP.WEAPONS.TOOLTIP,,Stores harvested fruit and vegetables which can expire.

STONE.BASALT.ADJECTIVE,,Basalt
STONE.BASALT.NOUN,,Basalt
STONE.BASALT.TOOLTIP,,An igneous rock formed by the rapid cooling of lava. Almost all of the volcanic rock in the world is basalt.
STONE.DOLOSTONE.ADJECTIVE,,Dolostone
STONE.DOLOSTONE.NOUN,,Dolostone
STONE.DOLOSTONE.TOOLTIP,,"A sedimentary rock mostly made up of the mineral dolomite, so it is also known as dolomite rock."
STONE.FRONITE.ADJECTIVE,,Frónite
STONE.FRONITE.NOUN,,Frónite
STONE.FRONITE.TOOLTIP,,A blue-hued rock mostly found on an icy island to the north. It has a high iron content.
STONE.GRANITE.ADJECTIVE,,Granite
STONE.GRANITE.NOUN,,Granite
STONE.GRANITE.TOOLTIP,,"A common type of igneous rock. It has a large proportion of quartz, making it good for locating certain gemstones."
STONE.LIMESTONE.ADJECTIVE,,Limestone
STONE.LIMESTONE.NOUN,,Limestone
STONE.LIMESTONE.TOOLTIP,,A lightly-coloured sedimentary rock which makes for a good building material. It is also used as a flux in the production of {{METAL.STEEL.NOUN}}.
STONE.MARBLE.ADJECTIVE,,Marble
STONE.MARBLE.NOUN,,Marble
STONE.MARBLE.TOOLTIP,,A metamorphic rock which is used as a high-quality material for sculpture and masonry due to its brilliant appearance.
STONE.SANDSTONE.ADJECTIVE,,Sandstone
STONE.SANDSTONE.NOUN,,Sandstone
STONE.SANDSTONE.TOOLTIP,,"A sedimentary rock composed of sand-like fragments. "
STONE.SHALE.ADJECTIVE,,Shale
STONE.SHALE.NOUN,,Shale
STONE.SHALE.TOOLTIP,,A fine-grained sedimentary rock composed of pressurized mud. It can be easily broken into thin layers.
STONE.SLATE.ADJECTIVE,,Slate
STONE.SLATE.NOUN,,Slate
STONE.SLATE.TOOLTIP,,A metamorphic rock that is usually formed out of {{STONE.SHALE.NOUN}}. It is often made into tiles for roofing or writing.

TOOL.AXE.NOUN,,Axe
TOOL.AXE.PLURAL,,Axes
TOOL.AXE.TOOLTIP,,Used to chop down trees. The primary tool of a {{PROFESSION.WOODCUTTER}}.
TOOL.CHISEL.NOUN,,Chisel
TOOL.CHISEL.PLURAL,,Chisels
TOOL.CHISEL.TOOLTIP,,Used to sculpt rock into shape. One of the tools used by a {{PROFESSION.STONEMASON}}.
TOOL.FISHING.ROD.NOUN,,Fishing rod
TOOL.FISHING.ROD.PLURAL,,Fishing rods
TOOL.FISHING.ROD.TOOLTIP,,Used to catch fish from a body of water. The primary tool of a {{PROFESSION.FISHER}}.
TOOL.KITCHEN.KNIFE.NOUN,,Kitchen knife
TOOL.KITCHEN.KNIFE.PLURAL,,Kitchen knives
TOOL.KITCHEN.KNIFE.TOOLTIP,,"Used to prepare food, particularly meat."
TOOL.LARGE.HAMMER.NOUN,,Large hammer
TOOL.LARGE.HAMMER.PLURAL,,Large hammers
TOOL.LARGE.HAMMER.TOOLTIP,,Used to bash large items of stone and metal into shape. The primary tool of a {{PROFESSION.BLACKSMITH}}.
TOOL.PICKAXE.NOUN,,Pickaxe
TOOL.PICKAXE.PLURAL,,Pickaxes
TOOL.PICKAXE.TOOLTIP,,Used to break stone into smaller pieces. The primary tool of a {{PROFESSION.MiNER}}.
TOOL.PLANE.NOUN,A carpenter's plane,Plane
TOOL.PLANE.PLURAL,A carpenter's plane,Planes
TOOL.PLANE.TOOLTIP,,Used to shave wooden furniture and items into shape. The primary tool of a {{PROFESSION.CARPENTER}}.
TOOL.ROLLING.PIN.NOUN,,Rolling pin
TOOL.ROLLING.PIN.PLURAL,,Rolling pins
TOOL.ROLLING.PIN.TOOLTIP,,Used to prepare dough. One of the tools used by a {{PROFESSION.CHEF}}.
TOOL.SAW.NOUN,A carpenter's saw,Saw
TOOL.SAW.PLURAL,A carpenter's saw,Saws
TOOL.SAW.TOOLTIP,,Used to cut wood into shape. Required for cutting lumber in the {{ROOMS.SAWMILL}}.
TOOL.SMALL.HAMMER.NOUN,,Hammer
TOOL.SMALL.HAMMER.PLURAL,,Hammers
TOOL.SMALL.HAMMER.TOOLTIP,,Used to bash small items of stone and metal into shape. One of the tools used by a {{PROFESSION.BLACKSMITH}}.
TOOL.TONGS.NOUN,A blacksmith's tongs,Tongs
TOOL.TONGS.PLURAL,A blacksmith's tongs,Sets of tongs
TOOL.TONGS.TOOLTIP,,Used to hold extremely hot metal items. Used in the process of smelting metal ore.

TREASURE.COIN.NOUN,,Coin
TREASURE.COIN.PLURAL,,Coins
TREASURE.COIN.TOOLTIP,,Minted coins used as a form of currency for trading.
TREASURE.GEM.NOUN,,Gem
TREASURE.GEM.PLURAL,,Gems
TREASURE.GEM.TOOLTIP,,Gems that have been cut and polished to enhance their beauty. Most commonly used as ornamentation.

TREE.DESCRIPTION,E.g. “Oak tree”,{{materialType.noun}} tree

TUTORIAL.COMPLETED.A,,This covers the basics of playing.
TUTORIAL.COMPLETED.B,,"You should aim to set up a functioning {{ROOMS.SMITHY}} with a {{FURNITURE.FORGE}} provided with fuel and refined metal ore, to produce metal items."
TUTORIAL.COMPLETED.C,,"Also, you should move your settlement underground or at least build a roof overhead to protect your Settlers and iron items from the weather."
TUTORIAL.COMPLETED.D,,Good luck!
TUTORIAL.CRAFTING.A,,Rooms with furniture that produce items are controlled using Import and Export Pallets.
TUTORIAL.CRAFTING.B,,Place at least one Import Pallet and Export Pallet in both the Sawmill and Masonry Workshop.
TUTORIAL.CRAFTING.C,,"Also, place a Products Stockpile which will hold the items that are produced."
TUTORIAL.CRAFTING_SELECTION.A,,Select each Import and Export Pallet and select the item to be imported or exported from the room.
TUTORIAL.CRAFTING_SELECTION.B,,"In the Sawmill, import Logs and export Planks."
TUTORIAL.CRAFTING_SELECTION.C,,"In the Masonry Workshop, import Rough stone boulders and export Blocks."
TUTORIAL.DISMISS_DIALOG.CONFIRM_TEXT,,Dismiss Tutorial
TUTORIAL.DISMISS_DIALOG.DESCRIPTION,,Are you sure you want to end the tutorial?
TUTORIAL.DISMISS_DIALOG.TITLE,,End Tutorial?
TUTORIAL.FARMING.A,,Click on Rooms and select Farm Plot. They are listed alphabetically.
TUTORIAL.FARMING.B,,Drag out 4 separate Farm Plots in a grassy area.
TUTORIAL.FARMING_2.A,,Click on each Farm Plot and select a Crop to be planted.
TUTORIAL.FARMING_2.A.STEAMDECK,,Press R2 on each Farm Plot and select a Crop to be planted.
TUTORIAL.FARMING_2.B,,"Skip Hemp, Barley and Hops for now as these are are used for Textiles and Brewing."
TUTORIAL.FEASTING_HALL.A,,Settlers eat in the Feasting Hall.
TUTORIAL.FEASTING_HALL.B,,The Cauldron furniture for the Feasting Hall is only completed when a Cauldron containing soup is available.
TUTORIAL.FEASTING_HALL.C,,Select Rooms and place a Feasting Hall. Mark a Cauldron to be placed in the Feasting Hall later.
TUTORIAL.FOOD_COMPLETE.A,,This simple setup will ensure your Settlers have food once the crops are harvested later in the year.
TUTORIAL.FOOD_COMPLETE.B,,You can also fish from the river or hunt animals once you have set up a military to provide more food.
TUTORIAL.KITCHEN.A,,Crops are harvested in Autumn and should be stored in a Food Stockpile.
TUTORIAL.KITCHEN.B,,To get the most from your crops it is best to produce soup from vegetables or bake bread from grain.
TUTORIAL.KITCHEN.C,,"Select Rooms and place a Kitchen. Unlike Farm Plots, most rooms need furniture to function."
TUTORIAL.MAIN_VIEW.A,,The controls in the lower-left corner of the screen are the main way of interacting with the game.
TUTORIAL.MAIN_VIEW.B,,"You can assign orders, queue rooms and furniture to be created, and also adjust the priority of tasks."
TUTORIAL.MAIN_VIEW.C,,You can right-click to go back to a previous menu or clear the current selection.
TUTORIAL.MAIN_VIEW.C.STEAMDECK,,You can press L2 to go back to a previous menu or clear the current selection.
TUTORIAL.MANAGEMENT_BUTTONS.DESCRIPTION,,The icons to the left of the time and date are various management and overview screens.
TUTORIAL.MANAGEMENT_BUTTONS.RESOURCE_MANAGEMENT,,View the Resources management screen
TUTORIAL.MANAGEMENT_BUTTONS.SETTLER_MANAGEMENT,,View the Settlers management screen
TUTORIAL.MINIMAP.DESCRIPTION,,This is the Minimap.
TUTORIAL.MINIMAP.PROGRESS,,Click on the Minimap to jump to a location
TUTORIAL.MINIMAP.PROGRESS.STEAMDECK,,Press R2 with the cursor on the Minimap to jump to a location
TUTORIAL.NEEDS.A,,"Settlers need Food, Drink and Sleep."
TUTORIAL.NEEDS.B,,For now they can drink from the river and sleep on the ground.
TUTORIAL.NEEDS.C,,However to eat they must grow crops.
TUTORIAL.PROFESSIONS.A,,"Each Settler can have up to 3 Professions assigned, which determines which jobs they will do."
TUTORIAL.PROFESSIONS.B,,You can select a Settler to view or change their professions. This can also be done from the Settlers Management screen.
TUTORIAL.PROFESSIONS.C,,Assign at least 3 Settlers as Farmers. Be sure to also keep some assigned as Haulers as they're responsible for moving items around.
TUTORIAL.PROGRESS_DESCRIPTION.FARM_PLOT_SELECTIONS,Used to show a progress indicator for how many farm plots have a crop selected e.g. 2 of 10 farm plots with a crop assigned,{{ROOMS.FARM.PLURAL}} with a crop assigned
TUTORIAL.PROGRESS_DESCRIPTION.PROFESSIONS_ASSIGNED,Used to show a progress indicator for how many of a certain profession have been assigned e.g. 2 of 10 farmers assigned,{{professionPlural}} assigned
TUTORIAL.PROGRESS_DESCRIPTION.TEXT,Used to show a progress indicator in the form: 2 of 10 stone blocks,{{currentQuantity}} of {{requiredQuantity}} {{targetDescription}}
TUTORIAL.PROGRESS_DESCRIPTION.TILES,Used to show a progress indicator for a certain number of tiles e.g. 2 of 10 farm plot tiles,{{roomName}} tiles
TUTORIAL.RESOURCES.A,,Many items are crafted out of Wooden Planks and Stone Blocks. It's important to maintain a steady supply of these.
TUTORIAL.RESOURCES.B,,Select Orders > Mine. Drag a selection over the mountain area to order your Miners to start mining.
TUTORIAL.RESOURCES.C,,Also select Orders > Chop. Drag a selection over a forested area to order your Woodcutters to start chopping trees.
TUTORIAL.RESOURCE_COLLECTION.A,,"With all of this in place, your workshops will start producing Wooden Planks and Stone Blocks."
TUTORIAL.RESOURCE_COLLECTION.B,,Continue until you have a reasonable supply of Planks and Blocks.
TUTORIAL.SAVING.A,,Progress is saved automatically at midnight or when you exit the game.
TUTORIAL.SAVING.A.STEAMDECK,,Progress is saved automatically at midnight each day.
TUTORIAL.SAVING.B,,You can also press F5 to Quicksave.
TUTORIAL.SAVING.B.STEAMDECK,,The game is also saved when you quit from the main menu.
TUTORIAL.SAVING.C,,Press F5 to Quicksave now
TUTORIAL.SHOW_LABEL,,Show Tutorial
TUTORIAL.START.CAMERA_CONTROLS_1,,Press the WASD keys to move the camera around
TUTORIAL.START.CAMERA_CONTROLS_1.STEAMDECK,,Use the Left Stick or D-Pad to move the camera around
TUTORIAL.START.CAMERA_CONTROLS_2,,Press Q & E or scroll the mouse wheel to zoom
TUTORIAL.START.CAMERA_CONTROLS_2.STEAMDECK,,Press L1 and R1 to zoom in and out
TUTORIAL.START.INTRO_1,,Welcome to Mountaincore! This is an Early Access release with gameplay and features still in development.
TUTORIAL.START.INTRO_2,,"Your intrepid band of dwarven settlers have chosen this area to found a new colony of their kingdom. Provide food, shelter and prosperity for them and who knows, maybe one day this will be the capital of a kingdom of its own!"
TUTORIAL.STOCKPILES.A,,It is a good idea to place Stockpiles for your Settlers to place and share items.
TUTORIAL.STOCKPILES.B,,"Select Rooms and then select Stockpile, then Tools. Drag out a Tools Stockpile in a central location."
TUTORIAL.TIME_AND_DATE.DESCRIPTION,,"You can view the current time, date, weather and control the game's speed here."
TUTORIAL.TIME_AND_DATE.FAST_SPEED_STEP,,"Click the icons or press buttons 2, 3 and 4 for increasingly faster speeds"
TUTORIAL.TIME_AND_DATE.FAST_SPEED_STEP.STEAMDECK,,Press R2 on the icons for increasingly faster speeds
TUTORIAL.TIME_AND_DATE.NORMAL_SPEED_STEP,,Click the icon or press 1 for normal speed
TUTORIAL.TIME_AND_DATE.NORMAL_SPEED_STEP.STEAMDECK,,Press R2 over the icon for normal speed
TUTORIAL.TIME_AND_DATE.PAUSE_STEP,,Press space to pause and unpause the game
TUTORIAL.TIME_AND_DATE.PAUSE_STEP.STEAMDECK,,Press the A button to pause and unpause the game
TUTORIAL.VIEW_MODES.DEFAULT_STEP,,Click the left-most button to return to the default view mode
TUTORIAL.VIEW_MODES.DEFAULT_STEP.STEAMDECK,,Press R2 on the left-most icon to return to the default view mode
TUTORIAL.VIEW_MODES.DESCRIPTION,,Below the time and date are buttons to show different views overlaid onto the game world.
TUTORIAL.VIEW_MODES.OTHER_STEP,,Click one of the other view mode buttons
TUTORIAL.VIEW_MODES.OTHER_STEP.STEAMDECK,,Press R2 over one of the other view mode buttons
TUTORIAL.WORKSHOPS.A,,Wooden Planks are produced in a Sawmill by a Woodcutter. Stone Blocks are created in a Masonry Workshop by a Stonemason.
TUTORIAL.WORKSHOPS.B,,Select Rooms and place a Sawmill and a Masonry Workshop. They both require a crafting station to be constructed.
TUTORIAL.WORKSHOPS.C,,You can press the R key to Rotate most furniture.
TUTORIAL.WORKSHOPS.C.STEAMDECK,,You can press the X button to Rotate most furniture.
TUTORIAL.WORKSHOPS.D,,Crafting stations have a Crafting button which shows what can be produced.

VEGETABLE.BARLEY,,Barley
VEGETABLE.BARLEY.PLURAL,,Barley
VEGETABLE.BARLEY.TOOLTIP,,"A grain used only in the production of beer. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}."
VEGETABLE.BERSERKER_MUSHROOM,,Berserker mushroom
VEGETABLE.BERSERKER_MUSHROOM.PLURAL,,Berserker mushrooms
VEGETABLE.BERSERKER_MUSHROOM.TOOLTIP,,A mushroom with a pink-red cap bearing white spots. It has hallucinogenic properties which warriors sometimes use in preparation for battle.
VEGETABLE.CARROT,,Carrot
VEGETABLE.CARROT.PLURAL,,Carrots
VEGETABLE.CARROT.TOOLTIP,,"A hardy root vegetable that survives the {{SEASON.WINTER}} frost. Carrots grow quickly but only produce a small crop. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}."
VEGETABLE.CORN,,Sweetcorn
VEGETABLE.CORN.PLURAL,,Sweetcorn
VEGETABLE.CORN.TOOLTIP,,"A cereal grain also known as maize. It produces a bountiful crop but takes around 2 seasons to grow and can not survive {{SEASON.WINTER}}, so it requires planting in early {{SEASON.SPRING}}."
VEGETABLE.DEATH_CAP_MUSHROOM,,Death cap mushroom
VEGETABLE.DEATH_CAP_MUSHROOM.PLURAL,,Death cap mushrooms
VEGETABLE.DEATH_CAP_MUSHROOM.TOOLTIP,,"A very poisonous mushroom with a wide, flat cap. Eating even a tiny amount will almost certainly cause poisoning which can lead to death."
VEGETABLE.DRAGONFRUIT,,Dragonfruit
VEGETABLE.DRAGONFRUIT.PLURAL,,Dragonfruits
VEGETABLE.ELFSBANE_MUSHROOM,,Elfsbane mushroom
VEGETABLE.ELFSBANE_MUSHROOM.PLURAL,,Elfsbane mushrooms
VEGETABLE.ELFSBANE_MUSHROOM.TOOLTIP,,"This mushroom has a simple, flavourless taste to most humanoids. Strangely, it tastes absolutely disgusting to elves, who often react with explosive vomiting upon consumption, or in extreme cases, a heart attack."
VEGETABLE.FIST_MUSHROOM,,Fist mushroom
VEGETABLE.FIST_MUSHROOM.PLURAL,,Fist mushrooms
VEGETABLE.FIST_MUSHROOM.TOOLTIP,,A black-blue mushroom with a metallic taste. It is named for a group of bards from the age of darkness.
VEGETABLE.FOR_BEER.USAGE,,used in the brewing of {{LIQUID.BEER}}
VEGETABLE.GLOW_MUSHROOM,,Glow mushroom
VEGETABLE.GLOW_MUSHROOM.PLURAL,,Glow mushrooms
VEGETABLE.GLOW_MUSHROOM.TOOLTIP,,A magic-infused mushroom that gives off light and changes colour with the seasons.
VEGETABLE.HEMP,,Hemp
VEGETABLE.HEMP.PLURAL,,Hemp
VEGETABLE.HEMP.TOOLTIP,,This is processed at the {{ROOMS.TEXTILE_WORKSHOP}} to a useful material.
VEGETABLE.HEMP.USAGE,,a material required to produce {{PRODUCT.LINEN}} in a {{ROOMS.TEXTILE_WORKSHOP}}
VEGETABLE.HEMP_FIBRE,,Hemp fibre
VEGETABLE.HEMP_FIBRE.PLURAL,,Hemp fibre
VEGETABLE.HOPS,,Hops
VEGETABLE.HOPS.PLURAL,,Hops
VEGETABLE.HOPS.TOOLTIP,,A flower used for the flavouring of beer. Must be planted in {{SEASON.SPRING}}.
VEGETABLE.INGREDIENT.USAGE,,"used in the cooking of soup, or can be eaten raw"
VEGETABLE.LOQUAT,,Loquat
VEGETABLE.LOQUAT.PLURAL,,Loquats
VEGETABLE.MILTONIA_MUSHROOM,,Miltonia mushroom
VEGETABLE.MILTONIA_MUSHROOM.PLURAL,,Miltonia mushrooms
VEGETABLE.MILTONIA_MUSHROOM.TOOLTIP,,"Once thought to exist only in the Hudds region, it is now found throughout the world."
VEGETABLE.POTATO,,Potato
VEGETABLE.POTATO.PLURAL,,Potatoes
VEGETABLE.POTATO.TOOLTIP,,"A starchy root vegetable which can survive {{SEASON.WINTER}} making it a good choice for most settlements. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}."
VEGETABLE.PURPLE_HELMET_MUSHROOM,,Purple helmet mushroom
VEGETABLE.PURPLE_HELMET_MUSHROOM.PLURAL,,Purple helmet mushrooms
VEGETABLE.PURPLE_HELMET_MUSHROOM.TOOLTIP,,"Fat Hat, Plump Turban, Puffy Helmet; This fabled mushroom goes by many names. Legend holds that long ago, many communities of dwarves subsisted entirely on a domesticated strain of this fungus."
VEGETABLE.ROCIOMYCOTA_MUSHROOM,,Rociomycota mushroom
VEGETABLE.ROCIOMYCOTA_MUSHROOM.PLURAL,,Rociomycota mushrooms
VEGETABLE.ROCIOMYCOTA_MUSHROOM.TOOLTIP,,A white and black spotted mushroom. It has been known to affect the appearance of those who ingest it.
VEGETABLE.SUNGLOW_MUSHROOM,,Sunglow mushroom
VEGETABLE.SUNGLOW_MUSHROOM.PLURAL,,Sunglow mushrooms
VEGETABLE.SUNGLOW_MUSHROOM.TOOLTIP,,A bright yellow mushroom which glows with the appearance of sunlight. It loses this glow the moment it is harvested.
VEGETABLE.SYRUP_POWDER_MUSHROOM,,Syrup powder mushroom
VEGETABLE.SYRUP_POWDER_MUSHROOM.PLURAL,,Syrup powder mushrooms
VEGETABLE.SYRUP_POWDER_MUSHROOM.TOOLTIP,,"A round orange/yellow mushroom with a white underside. It is said to have been used by mages long ago, but for what purpose, nobody knows."
VEGETABLE.TAMARILLO,,Tamarillo
VEGETABLE.TAMARILLO.PLURAL,,Tamarillos
VEGETABLE.THIMBLEBERRY,,Thimbleberry
VEGETABLE.THIMBLEBERRY.PLURAL,,Thimbleberries
VEGETABLE.TOMATO,,Tomato
VEGETABLE.TOMATO.PLURAL,,Tomatoes
VEGETABLE.TOMATO.TOOLTIP,,A plant which grows large red berries often used as a vegetable. Can only be planted in {{SEASON.SPRING}}.
VEGETABLE.WHEAT,,Wheat
VEGETABLE.WHEAT.PLURAL,,Wheat
VEGETABLE.WHEAT.TOOLTIP,,"A cereal grain generally used for the production of bread. It can survive {{SEASON.WINTER}} but takes a while to grow, so it is either planted in {{SEASON.SPRING}} or {{SEASON.AUTUMN}}."
VEGETABLE.WHEAT.USAGE,,used to bake bread
VEGETABLE.FUNGOLEM_MUSHROOM,,Fungolem mushroom meat
VEGETABLE.FUNGOLEM_MUSHROOM.PLURAL,,Fungolem mushroom meat
VEGETABLE.FUNGOLEM_MUSHROOM.TOOLTIP,,A tasteless fungus-like material harvested from the corpse of a fungolem.

VEHICLE.DESCRIPTION,E.g. “Wagon”,{{materialType.adjective}} {{vehicleType.noun}}

WALL.DESCRIPTION,"E.g. “Granite rock wall”, “Granite smooth stone wall”",{{materialType.adjective}} {{wallType.noun}}
WALL.GEMS.NOUN,,Gems
WALL.ORE.NOUN,,Ore
WALL.ROUGH_STONE.NOUN,,Rock wall
WALL.STONE_BLOCK.NOUN,,Smooth stone wall
WALL.WOODEN.NOUN,,Wood wall

WEAPON.BATTLE.AXE,,Battle axe
WEAPON.BATTLE.HAMMER,,Battle hammer
WEAPON.BONE.ARROW.HEADS.NOUN,,Bone arrow head
WEAPON.BONE.ARROW.HEADS.PLURAL,,Bone arrow heads
WEAPON.BONE.ARROWS.NOUN,,Arrow
WEAPON.BONE.ARROWS.PLURAL,,Arrows
WEAPON.BOW,,Bow
WEAPON.CROSSBOW,,Crossbow
WEAPON.METAL.ARROW.HEADS.NOUN,,Arrow head
WEAPON.METAL.ARROW.HEADS.PLURAL,,Arrow heads
WEAPON.METAL.ARROWS.NOUN,,Arrow
WEAPON.METAL.ARROWS.PLURAL,,Arrows
WEAPON.METAL.BOLTS.NOUN,,Bolt
WEAPON.METAL.BOLTS.PLURAL,,Bolts
WEAPON.METAL.SHIELD,,Shield
WEAPON.NONE,Used to select no weapon from the selection list,None
WEAPON.NO_ARMOUR,,Unarmoured
WEAPON.NO_SHIELD,,Unshielded
WEAPON.SWORD,,Sword
WEAPON.UNARMED,,Unarmed
WEAPON.WOODEN.SHIELD,,Shield

WEATHER.TYPE.CLOUDY,,Cloudy & grey
WEATHER.TYPE.COLD_WINDS,,Cold winds
WEATHER.TYPE.PERFECT,,Perfect weather
WEATHER.TYPE.RAIN,,Pouring rain
WEATHER.TYPE.SNOW,,Snow flurries
WEATHER.TYPE.THUNDERSTORM,,Thunderstorm

WOOD.ASPEN.ADJECTIVE,,Aspen
WOOD.ASPEN.NOUN,,Aspen
WOOD.BAOBAB.ADJECTIVE,,Baobab
WOOD.BAOBAB.NOUN,,Baobab
WOOD.BARKSHROOM.ADJECTIVE,This is a made-up fantasy wood that comes from giant mushrooms,Barkshroom
WOOD.BARKSHROOM.NOUN,This is a made-up fantasy wood that comes from giant mushrooms,Barkshroom
WOOD.BEECH.ADJECTIVE,,Beech
WOOD.BEECH.NOUN,,Beech
WOOD.BIRCH.ADJECTIVE,,Birch
WOOD.BIRCH.NOUN,,Birch
WOOD.EBONY.ADJECTIVE,,Ebony
WOOD.EBONY.NOUN,,Ebony
WOOD.FIR.ADJECTIVE,,Fir
WOOD.FIR.NOUN,,Fir
WOOD.FUNGIWOOD.ADJECTIVE,This is a made-up fantasy wood that comes from giant mushrooms,Fungiwood
WOOD.FUNGIWOOD.NOUN,This is a made-up fantasy wood that comes from giant mushrooms,Fungiwood
WOOD.IRONWOOD.ADJECTIVE,,Ironwood
WOOD.IRONWOOD.NOUN,,Ironwood
WOOD.MAPLE.ADJECTIVE,,Maple
WOOD.MAPLE.NOUN,,Maple
WOOD.NUYTSIA.ADJECTIVE,,Nuytsia
WOOD.NUYTSIA.NOUN,,Nuytsia
WOOD.OAK.ADJECTIVE,,Oaken
WOOD.OAK.NOUN,,Oak
WOOD.PECAN.ADJECTIVE,,Pecan
WOOD.PECAN.NOUN,,Pecan
WOOD.PINE.ADJECTIVE,,Pine
WOOD.PINE.NOUN,,Pine
WOOD.RED_CEDAR.ADJECTIVE,,Red cedar
WOOD.RED_CEDAR.NOUN,,Red cedar
WOOD.RED_EMPEROR.ADJECTIVE,,Red emperor
WOOD.RED_EMPEROR.NOUN,,Red emperor
WOOD.ROSEWOOD.ADJECTIVE,,Rosewood
WOOD.ROSEWOOD.NOUN,,Rosewood
WOOD.SPRUCE.ADJECTIVE,,Spruce
WOOD.SPRUCE.NOUN,,Spruce
WOOD.STAR_PINE.ADJECTIVE,,Star pine
WOOD.STAR_PINE.NOUN,,Star pine
WOOD.SYCAMORE.ADJECTIVE,,Sycamore
WOOD.SYCAMORE.NOUN,,Sycamore
